DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
04-09-21,821752,1338,681097,1043,140655,295,784462,6571243,7355705,16481,3,12004,217,8888,1118,800860,35,20709,12016,13
04-08-21,820414,1150,680054,781,140360,369,783315,6555909,7339224,15057,4,12001,-49,8671,1195,799742,22,20674,12003,5
04-07-21,819264,1586,679273,1187,139991,399,782425,6541742,7324167,21236,21,11997,331,8720,1234,798547,34,20652,11998,8
04-06-21,817678,1337,678086,883,139592,454,781116,6521815,7302931,14564,9,11976,70,8389,1258,797313,25,20618,11990,5
04-05-21,816341,892,677203,516,139138,376,780108,6508259,7288367,6198,38,11967,-618,8319,1472,796055,41,20593,11985,10
04-04-21,815449,552,676687,415,138762,137,779554,6502615,7282169,9622,7,11929,-261,8937,806,794583,10,20552,11975,16
04-03-21,814897,896,676272,637,138625,259,779053,6493494,7272547,10432,0,11922,9,9198,887,793777,16,20542,11959,14
04-02-21,814001,1067,675635,810,138366,257,778327,6483788,7262115,14204,1,11922,-65,9189,1131,792890,17,20526,11945,11
04-01-21,812934,1254,674825,900,138109,354,777373,6470538,7247911,14417,6,11921,-190,9254,1438,791759,18,20509,11934,7
03-31-21,811680,1871,673925,1198,137755,673,776377,6457117,7233494,22841,11,11915,595,9444,1265,790321,29,20491,11927,11
03-30-21,809809,1193,672727,878,137082,315,774990,6435663,7210653,14242,10,11904,-101,8849,1284,789056,34,20462,11916,9
03-29-21,808616,1192,671849,615,136767,577,773967,6422444,7196411,8855,29,11894,-285,8950,1448,787772,24,20428,11907,6
03-28-21,807424,815,671234,565,136190,250,773226,6414330,7187556,10826,13,11865,-46,9235,848,786324,23,20404,11901,8
03-27-21,806609,814,670669,744,135940,70,772577,6404153,7176730,13029,11,11852,7,9281,796,785476,22,20381,11893,9
03-26-21,805795,998,669925,800,135870,198,771671,6392030,7163701,11727,25,11841,-238,9274,1211,784680,14,20359,11884,15
03-25-21,804797,1145,669125,870,135672,275,770818,6381156,7151974,16339,20,11816,-107,9512,1232,783469,34,20345,11869,6
03-24-21,803652,1610,668255,1279,135397,331,769836,6365799,7135635,21274,4,11796,383,9619,1223,782237,28,20311,11863,6
03-23-21,802042,1173,666976,723,135066,450,768473,6345888,7114361,14489,45,11792,-127,9236,1255,781014,33,20283,11857,11
03-22-21,800869,1267,666253,806,134616,461,767660,6332212,7099872,9718,34,11747,-54,9363,1287,779759,35,20250,11846,13
03-21-21,799602,757,665447,562,134155,195,766730,6323424,7090154,8882,8,11713,-9,9417,758,778472,7,20215,11833,13
03-20-21,798845,755,664885,518,133960,237,766109,6315163,7081272,9697,4,11705,-24,9426,775,777714,17,20208,11820,7
03-19-21,798090,1943,664367,1287,133723,656,765551,6306024,7071575,22139,28,11701,759,9450,1156,776939,32,20191,11813,11
03-18-21,796147,1415,663080,965,133067,450,764134,6285302,7049436,18715,23,11673,278,8691,1114,775783,42,20159,11802,14
03-17-21,794732,1072,662115,825,132617,247,763014,6267707,7030721,15441,8,11650,-82,8413,1146,774669,24,20117,11788,19
03-16-21,793660,1939,661290,1247,132370,692,762114,6253166,7015280,19037,12,11642,728,8495,1199,773523,50,20093,11769,9
03-15-21,791721,903,660043,498,131678,405,760669,6235574,6996243,5278,11,11630,-247,7767,1139,772324,24,20043,11760,8
03-14-21,790818,663,659545,461,131273,202,760121,6230844,6990965,8041,0,11619,-91,8014,754,771185,17,20019,11752,15
03-13-21,790155,1486,659084,801,131071,685,759565,6223359,6982924,16650,-12,11619,604,8105,894,770431,22,20002,11737,12
03-12-21,788669,1115,658283,842,130386,273,758629,6207645,6966274,13856,16,11631,-16,7501,1115,769537,13,19980,11725,19
03-11-21,787554,1368,657441,923,130113,445,757625,6194793,6952418,19249,17,11615,172,7517,1179,768422,15,19967,11706,12
03-10-21,786186,1602,656518,1136,129668,466,756596,6176573,6933169,23679,18,11598,304,7345,1280,767243,30,19952,11694,25
03-09-21,784584,1350,655382,804,129202,546,755319,6154171,6909490,17108,32,11580,-34,7041,1352,765963,24,19922,11669,21
03-08-21,783234,1089,654578,676,128656,413,754369,6138013,6892382,7646,9,11548,-549,7075,1629,764611,15,19898,11648,26
03-07-21,782145,753,653902,473,128243,280,753595,6131141,6884736,7139,4,11539,-198,7624,947,762982,9,19883,11622,23
03-06-21,781392,1237,653429,843,127963,394,753018,6124579,6877597,18288,9,11535,173,7822,1055,762035,20,19874,11599,20
03-05-21,780155,1227,652586,780,127569,447,751991,6107318,6859309,14118,33,11526,-68,7649,1262,760980,14,19854,11579,19
03-04-21,778928,1609,651806,1066,127122,543,751075,6094116,6845191,25299,42,11493,572,7717,995,759718,27,19840,11560,18
03-03-21,777319,1309,650740,883,126579,426,749783,6070109,6819892,18081,23,11451,21,7145,1265,758723,22,19813,11542,23
03-02-21,776010,1553,649857,984,126153,569,748750,6053061,6801811,16000,15,11428,530,7124,1008,757458,32,19791,11519,11
03-01-21,774457,569,648873,359,125584,210,747577,6038234,6785811,3825,10,11413,-432,6594,991,756450,16,19759,11508,14
02-28-21,773888,841,648514,582,125374,259,747179,6034807,6781986,10209,18,11403,-69,7026,892,755459,11,19743,11494,13
02-27-21,773047,1438,647932,855,125115,583,746498,6025279,6771777,18088,16,11385,375,7095,1047,754567,23,19732,11481,16
02-26-21,771609,1130,647077,793,124532,337,745458,6008231,6753689,11963,56,11369,-560,6720,1634,753520,16,19709,11465,11
02-25-21,770479,1681,646284,1174,124195,507,744531,5997195,6741726,22430,55,11313,-99,7280,1725,751886,37,19693,11454,23
02-24-21,768798,1923,645110,1476,123688,447,743174,5976122,6719296,24679,68,11258,-40,7379,1895,750161,39,19656,11431,19
02-23-21,766875,1846,643634,1127,123241,719,741443,5953174,6694617,16868,45,11190,-375,7419,2176,748266,44,19617,11412,21
02-22-21,765029,1057,642507,601,122522,456,740201,5937548,6677749,6162,20,11145,-1276,7794,2313,746090,37,19573,11391,23
02-21-21,763972,872,641906,583,122066,289,739499,5932088,6671587,6860,18,11125,-273,9070,1127,743777,15,19536,11368,30
02-20-21,763100,1366,641323,835,121777,531,738797,5925930,6664727,12464,51,11107,-58,9343,1373,742650,31,19521,11338,20
02-19-21,761734,998,640488,643,121246,355,737883,5914380,6652263,6667,7,11056,-925,9401,1916,741277,37,19490,11318,29
02-18-21,760736,1486,639845,952,120891,534,737148,5908448,6645596,12982,72,11049,-646,10326,2060,739361,42,19453,11289,30
02-17-21,759250,932,638893,596,120357,336,736067,5896547,6632614,6597,31,10977,-1299,10972,2200,737301,16,19411,11259,38
02-16-21,758318,1232,638297,784,120021,448,735381,5890636,6626017,9891,17,10946,-1245,12271,2460,735101,30,19395,11221,31
02-15-21,757086,780,637513,454,119573,326,734491,5881635,6616126,6226,4,10929,-2026,13516,2802,732641,12,19365,11190,26
02-14-21,756306,1255,637059,899,119247,356,733964,5875936,6609900,13047,31,10925,-356,15542,1580,729839,23,19353,11164,31
02-13-21,755051,1678,636160,1120,118891,558,732915,5863938,6596853,19168,9,10894,12,15898,1657,728259,30,19330,11133,33
02-12-21,753373,1928,635040,1382,118333,546,731580,5846105,6577685,22325,81,10885,-394,15886,2241,726602,21,19300,11100,27
02-11-21,751445,2422,633658,1739,117787,683,729954,5825406,6555360,25279,81,10804,-279,16280,2620,724361,35,19279,11073,34
02-10-21,749023,2141,631919,1518,117104,623,727961,5802120,6530081,24637,100,10723,-581,16559,2622,721741,39,19244,11039,37
02-09-21,746882,2701,630401,1781,116481,920,726186,5779258,6505444,21681,65,10623,-589,17140,3225,719119,57,19205,11002,40
02-08-21,744181,1251,628620,787,115561,464,724050,5759713,6483763,6683,97,10558,-2327,17729,3481,715894,30,19148,10962,36
02-07-21,742930,1354,627833,940,115097,414,723134,5753946,6477080,12772,6,10461,-436,20056,1784,712413,27,19118,10926,26
02-06-21,741576,3662,626893,2592,114683,1070,722092,5742216,6464308,39412,58,10455,1596,20492,2008,710629,44,19091,10900,58
02-05-21,737914,2184,624301,1569,113613,615,718853,5706043,6424896,22740,203,10397,-769,18896,2750,708621,53,19047,10842,50
02-04-21,735730,2901,622732,2083,112998,818,716892,5685264,6402156,32438,169,10194,-543,19665,3275,705871,69,18994,10792,49
02-03-21,732829,3356,620649,2255,112180,1101,714538,5655180,6369718,27519,133,10025,27,20208,3196,702596,88,18925,10743,40
02-02-21,729473,1318,618394,840,111079,478,711964,5630235,6342199,6562,147,9892,-2885,20181,4056,699400,25,18837,10703,43
02-01-21,728155,1692,617554,1052,110601,640,711059,5624578,6335637,8145,103,9745,-1900,23066,3489,695344,50,18812,10660,51
01-31-21,726463,2177,616502,1383,109961,794,709908,5617584,6327492,17538,76,9642,-2,24966,2103,691855,48,18762,10609,48
01-30-21,724286,3528,615119,2949,109167,579,708180,5601774,6309954,38108,113,9566,807,24968,2608,689752,51,18714,10561,50
01-29-21,720758,1776,612170,1244,108588,532,704653,5567193,6271846,13890,44,9453,-1894,24161,3626,687144,36,18663,10511,55
01-28-21,718982,3967,610926,2020,108056,1947,703155,5554801,6257956,20462,101,9409,-348,26055,4214,683518,82,18627,10456,70
01-27-21,715015,2734,608906,2070,106109,664,700887,5536607,6237494,20358,154,9308,-1233,26403,3813,679304,60,18545,10386,62
01-26-21,712281,3144,606836,2324,105445,820,698598,5518538,6217136,22546,192,9154,-1937,27636,4889,675491,72,18485,10324,82
01-25-21,709137,1829,604512,1228,104625,601,696004,5498586,6194590,11641,111,8962,-3555,29573,5273,670602,52,18413,10242,76
01-24-21,707308,1603,603284,1312,104024,291,694626,5488323,6182949,13244,40,8851,-1655,33128,3218,665329,40,18361,10166,82
01-23-21,705705,4492,601972,3174,103733,1318,693104,5476601,6169705,38169,42,8811,1103,34783,3347,662111,88,18321,10084,73
01-22-21,701213,2642,598798,1970,102415,672,689054,5442482,6131536,21625,93,8769,-2517,33680,5066,658764,52,18233,10011,74
01-21-21,698571,4724,596828,3519,101743,1205,686771,5423140,6109911,31118,128,8676,-1936,36197,6532,653698,82,18181,9937,107
01-20-21,693847,3126,593309,2105,100538,1021,682819,5395974,6078793,19977,86,8548,-2754,38133,5794,647166,57,18099,9830,87
01-19-21,690721,4785,591204,2779,99517,2006,680371,5378445,6058816,22860,40,8462,-3147,40887,7892,641372,111,18042,9743,99
01-18-21,685936,1618,588425,1068,97511,550,677046,5358910,6035956,7863,39,8422,-7205,44034,8784,633480,42,17931,9644,80
01-17-21,684318,2569,587357,1875,96961,694,675955,5352138,6028093,15257,36,8383,-1878,51239,4411,624696,52,17889,9564,90
01-16-21,681749,6938,585482,5349,96267,1589,673887,5338949,6012836,46124,44,8347,1318,53117,5576,620285,122,17837,9474,89
01-15-21,674811,2763,580133,1815,94678,948,667365,5299347,5966712,14582,79,8303,-665,51799,3349,614709,58,17715,9385,90
01-14-21,672048,6159,578318,4797,93730,1362,665388,5286742,5952130,37433,84,8224,-280,52464,6355,611360,98,17657,9295,106
01-13-21,665889,4120,573521,2877,92368,1243,659830,5254867,5914697,20741,137,8140,-4019,52744,8002,605005,65,17559,9189,77
01-12-21,661769,4751,570644,3010,91125,1741,656820,5237136,5893956,20609,146,8003,-6002,56763,10607,597003,75,17494,9112,98
01-11-21,657018,3787,567634,2679,89384,1108,653565,5219782,5873347,14873,80,7857,-6342,62765,10049,586396,76,17419,9014,102
01-10-21,653231,5385,564955,3701,88276,1684,650632,5207842,5858474,29950,81,7777,1035,69107,4269,576347,84,17343,8912,107
01-09-21,647846,7224,561254,5753,86592,1471,646016,5182508,5828524,39413,86,7696,2007,68072,5131,572078,88,17259,8805,89
01-08-21,640622,6061,555501,4581,85121,1480,639310,5149801,5789111,33879,126,7610,4248,66065,1687,566947,96,17171,8716,118
01-07-21,634561,7353,550920,6312,83641,1041,633331,5121901,5755232,33694,111,7484,3159,61817,4083,565260,99,17075,8598,91
01-06-21,627208,7370,544608,5168,82600,2202,626962,5094576,5721538,28878,114,7373,443,58658,6813,561177,129,16976,8507,115
01-05-21,619838,8416,539440,5146,80398,3270,621429,5071231,5692660,25836,99,7259,-789,58215,9106,554364,129,16847,8392,115
01-04-21,611422,4054,534294,3003,77128,1051,616101,5050723,5666824,10898,143,7160,-4640,59004,8551,545258,67,16718,8277,107
01-03-21,607368,3517,531291,2376,76077,1141,613123,5042803,5655926,12412,55,7017,-271,63644,3733,536707,56,16651,8170,103
01-02-21,603851,7203,528915,5734,74936,1469,610674,5032840,5643514,30053,15,6962,3096,63915,4092,532974,98,16595,8067,86
01-01-21,596648,6692,523181,5238,73467,1454,604098,5009363,5613461,28074,48,6947,-422,60819,7066,528882,76,16497,7981,98
12-31-20,589956,9188,517943,7243,72013,1945,598489,4986898,5585387,35514,97,6899,1910,61241,7181,521816,75,16421,7883,99
12-30-20,580768,6708,510700,4535,70068,2173,590404,4959469,5549873,22254,100,6802,-750,59331,7358,514635,81,16346,7784,99
12-29-20,574060,8088,506165,4957,67895,3131,585460,4942159,5527619,23338,122,6702,27,60081,7939,507277,115,16265,7685,98
12-28-20,565972,3550,501208,2632,64764,918,580135,4924146,5504281,10183,76,6580,-6638,60054,10112,499338,78,16150,7587,89
12-27-20,562422,3380,498576,2295,63846,1085,577283,4916815,5494098,13197,69,6504,-464,66692,3775,489226,76,16072,7498,87
12-26-20,559042,4897,496281,3554,62761,1343,574497,4906404,5480901,21744,7,6435,831,67156,4059,485451,86,15996,7411,92
12-25-20,554145,6646,492727,5451,61418,1195,570615,4888542,5459157,33416,5,6428,-591,66325,7232,481392,54,15910,7319,81
12-24-20,547499,6667,487276,5047,60223,1620,564583,4861158,5425741,32449,51,6423,-554,66916,7170,474160,46,15856,7238,106
12-23-20,540832,6132,482229,3997,58603,2135,558856,4834436,5393292,26396,111,6372,-1339,67470,7360,466990,84,15810,7132,97
12-22-20,534700,6936,478232,4733,56468,2203,554279,4812617,5366896,29093,133,6261,-841,68809,7644,459630,125,15726,7035,109
12-21-20,527764,5850,473499,4404,54265,1446,548996,4788807,5337803,26621,65,6128,-3962,69650,9747,451986,83,15601,6926,104
12-20-20,521914,10057,469095,8395,52819,1662,544100,4767082,5311182,61068,54,6063,6468,73612,3535,442239,106,15518,6822,101
12-19-20,511857,7131,460700,6082,51157,1049,534534,4715580,5250114,41320,57,6009,3222,67144,3852,438704,71,15412,6721,93
12-18-20,504726,8318,454618,7027,50108,1291,527132,4681662,5208794,40595,115,5952,1881,63922,6322,434852,93,15341,6628,96
12-17-20,496408,10223,447591,8114,48817,2109,519686,4648513,5168199,44543,177,5837,3186,62041,6860,428530,115,15248,6532,92
12-16-20,486185,9379,439477,6520,46708,2859,511019,4612637,5123656,35805,53,5660,2289,58855,7037,421670,145,15133,6440,85
12-15-20,476806,11905,432957,10383,43849,1522,503898,4583953,5087851,65215,74,5607,4649,56566,7182,414633,158,14988,6355,66
12-14-20,464901,7985,422574,6906,42327,1079,492189,4530447,5022636,42301,79,5533,-2532,51917,10438,407451,112,14830,6289,76
12-13-20,456916,11301,415668,9911,41248,1390,484419,4495916,4980335,68973,62,5454,7825,54449,3414,397013,125,14718,6213,85
12-12-20,445615,8985,405757,7343,39858,1642,473341,4438021,4911362,47612,73,5392,5084,46624,3828,393599,136,14593,6128,80
12-11-20,436630,6081,398414,5143,38216,938,465044,4398706,4863750,32160,87,5319,1741,41540,4253,389771,116,14457,6048,68
12-10-20,430549,8935,393271,7806,37278,1129,459427,4372163,4831590,52304,69,5232,7598,39799,1268,385518,122,14341,5980,75
12-09-20,421614,5826,385465,5137,36149,689,450627,4328659,4779286,27609,62,5163,170,32201,5594,384250,100,14219,5905,62
12-08-20,415788,8105,380328,7024,35460,1081,444990,4306687,4751677,45066,100,5101,2334,32031,5671,378656,105,14119,5843,79
12-07-20,407683,7164,373304,6155,34379,1009,437279,4269332,4706611,35779,66,5001,-722,29697,7820,372985,87,14014,5764,72
12-06-20,400519,4061,367149,3419,33370,642,430603,4240229,4670832,19691,38,4935,1164,30419,2859,365165,46,13927,5692,86
12-05-20,396458,3074,363730,2520,32728,554,426859,4224282,4651141,15633,29,4897,10,29255,3035,362306,51,13881,5606,78
12-04-20,393384,5393,361210,4315,32174,1078,424178,4211330,4635508,27003,95,4868,-331,29245,5629,359271,94,13830,5528,83
12-03-20,387991,4821,356895,4009,31096,812,419326,4189179,4608505,25644,93,4773,576,29576,4152,353642,81,13736,5445,72
12-02-20,383170,2515,352886,2121,30284,394,414848,4168013,4582861,11859,50,4680,-2570,29000,5035,349490,61,13655,5373,67
12-01-20,380655,6709,350765,5709,29890,1000,412688,4158314,4571002,36188,36,4630,1052,31570,5621,344455,110,13594,5306,68
11-30-20,373946,6011,345056,5435,28890,576,406535,4128279,4534814,40769,48,4594,-1182,30518,7145,338834,89,13484,5238,80
11-29-20,367935,5543,339621,5113,28314,430,400531,4093514,4494045,37945,13,4546,2506,31700,3024,331689,72,13395,5158,58
11-28-20,362392,4733,334508,4104,27884,629,394803,4061297,4456100,31938,15,4533,1637,29194,3081,328665,75,13323,5100,62
11-27-20,357659,5442,330404,4848,27255,594,390206,4033956,4424162,32653,7,4518,420,27557,5015,325584,81,13248,5038,80
11-26-20,352217,5305,325556,4940,26661,365,384644,4006865,4391509,52399,53,4511,-433,27137,5685,320569,60,13167,4958,47
11-25-20,346912,2186,320616,1585,26296,601,378757,3960353,4339110,12064,92,4458,-2383,27570,4477,314884,91,13107,4911,64
11-24-20,344726,2063,319031,1524,25695,539,377308,3949738,4327046,10739,73,4366,-3442,29953,5432,310407,91,13016,4847,66
11-23-20,342663,2216,317507,1852,25156,364,375799,3940508,4316307,11124,35,4293,-4679,33395,6860,304975,70,12925,4781,69
11-22-20,340447,5570,315655,5065,24792,505,373922,3931261,4305183,43869,55,4258,2916,38074,2599,298115,111,12855,4712,59
11-21-20,334877,3429,310590,2908,24287,521,368221,3893093,4261314,25936,9,4203,803,35158,2617,295516,81,12744,4653,74
11-20-20,331448,4053,307682,3537,23766,516,365059,3870319,4235378,24345,74,4194,-39,34355,4018,292899,66,12663,4579,67
11-19-20,327395,3004,304145,2286,23250,718,361224,3849809,4211033,16869,80,4120,-1359,34394,4283,288881,81,12597,4512,57
11-18-20,324391,4045,301859,3055,22532,990,358786,3835378,4194164,24023,53,4040,-93,35753,4085,284598,96,12516,4455,43
11-17-20,320346,3507,298804,3183,21542,324,355330,3814811,4170141,21243,72,3987,-128,35846,3563,280513,66,12420,4412,68
11-16-20,316839,4656,295621,4245,21218,411,351766,3797132,4148898,35171,30,3915,-74,35974,4700,276950,78,12354,4344,51
11-15-20,312183,6477,291376,5862,20807,615,347107,3766620,4113727,55530,16,3885,4530,36048,1931,272250,111,12276,4293,48
11-14-20,305706,4900,285514,4460,20192,440,340487,3717710,4058197,38288,25,3869,3070,31518,1805,270319,85,12165,4245,60
11-13-20,300806,4375,281054,3755,19752,620,335460,3684449,4019909,27170,64,3844,1538,28448,2773,268514,70,12080,4185,43
11-12-20,296431,3147,277299,2576,19132,571,331456,3661283,3992739,19299,27,3780,411,26910,2709,265741,55,12010,4142,36
11-11-20,293284,3929,274723,3304,18561,625,328713,3644727,3973440,28179,89,3753,991,26499,2849,263032,72,11955,4106,50
11-10-20,289355,3033,271419,2493,17936,540,324875,3620386,3945261,25728,62,3664,93,25508,2878,260183,83,11883,4056,50
11-09-20,286322,2384,268926,2053,17396,331,322108,3597425,3919533,19718,15,3602,-881,25415,3250,257305,43,11800,4006,42
11-08-20,283938,5408,266873,4865,17065,543,319806,3580009,3899815,55011,5,3587,3588,26296,1815,254055,89,11757,3964,40
11-07-20,278530,4188,262008,3856,16522,332,314268,3530536,3844804,43217,49,3582,2266,22708,1873,252240,87,11668,3924,33
11-06-20,274342,3602,258152,3027,16190,575,309755,3491832,3801587,28586,32,3533,953,20442,2617,250367,62,11581,3891,47
11-05-20,270740,1405,255125,1110,15615,295,306385,3466616,3773001,10920,31,3501,-1313,19489,2687,247750,52,11519,3844,40
11-04-20,269335,2648,254015,2347,15320,301,305168,3456913,3762081,23449,24,3470,-165,20802,2789,245063,68,11467,3804,50
11-03-20,266687,3019,251668,2715,15019,304,302557,3436075,3738632,24961,75,3446,235,20967,2709,242274,54,11399,3754,45
11-02-20,263668,1903,248953,1779,14715,124,299500,3414171,3713671,16695,26,3371,-1339,20732,3216,239565,64,11345,3709,38
11-01-20,261765,2483,247174,2117,14591,366,297549,3399427,3696976,34034,0,3345,775,22071,1708,236349,64,11281,3671,32
10-31-20,259282,149,245057,137,14225,12,295050,3367892,3662942,807,12,3345,-1542,21296,1679,234641,2,11217,3639,29
10-30-20,259133,2405,244920,2185,14213,220,294911,3367224,3662135,22327,78,3333,91,22838,2236,232962,62,11215,3610,40
10-29-20,256728,2374,242735,2040,13993,334,292576,3347232,3639808,25466,22,3255,29,22747,2323,230726,66,11153,3570,38
10-28-20,254354,2678,240695,2391,13659,287,290280,3324062,3614342,23114,34,3233,141,22718,2503,228403,67,11087,3532,38
10-27-20,251676,2446,238304,2038,13372,408,287645,3303583,3591228,22845,44,3199,-16,22577,2418,225900,101,11020,3494,46
10-26-20,249230,1507,236266,1319,12964,188,285355,3283028,3568383,11258,32,3155,-1379,22593,2854,223482,45,10919,3448,31
10-25-20,247723,3085,234947,2896,12776,189,283907,3273218,3557125,35751,31,3123,1586,23972,1468,220628,82,10874,3417,42
10-24-20,244638,3609,232051,3313,12587,296,280429,3240945,3521374,39879,24,3092,1920,22386,1665,219160,85,10792,3375,45
10-23-20,241029,2655,228738,2404,12291,251,276610,3204885,3481495,29994,65,3068,504,20466,2086,217495,73,10707,3330,33
10-22-20,238374,3183,226334,2830,12040,353,273940,3177561,3451501,35910,41,3003,1135,19962,2007,215409,90,10634,3297,28
10-21-20,235191,1734,223504,1487,11687,247,270735,3144856,3415591,15344,18,2962,-529,18827,2245,213402,44,10544,3269,38
10-20-20,233457,1967,222017,1682,11440,285,269021,3131226,3400247,18701,30,2944,-75,19356,2012,211157,60,10500,3231,37
10-19-20,231490,2190,220335,1996,11155,194,266996,3114550,3381546,20252,13,2914,-174,19431,2351,209145,91,10440,3194,33
10-18-20,229300,2637,218339,2462,10961,175,264956,3096338,3361294,39723,6,2901,1329,19605,1302,206794,73,10349,3161,21
10-17-20,226663,2684,215877,2477,10786,207,262045,3059526,3321571,36782,32,2895,1308,18276,1344,205492,75,10276,3140,27
10-16-20,223979,1719,213400,1526,10579,193,259057,3025732,3284789,16347,7,2863,-136,16968,1848,204148,44,10201,3113,29
10-15-20,222260,1425,211874,1220,10386,205,257486,3010956,3268442,16243,36,2856,-326,17104,1715,202300,52,10157,3084,41
10-14-20,220835,2312,210654,2109,10181,203,256143,2996056,3252199,22128,31,2820,567,17430,1714,200585,68,10105,3043,37
10-13-20,218523,1544,208545,1268,9978,276,253934,2976137,3230071,16119,23,2789,-15,16863,1536,198871,54,10037,3006,36
10-12-20,216979,1232,207277,1049,9702,183,252492,2961460,3213952,15372,7,2766,-826,16878,2051,197335,43,9983,2970,36
