DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
05-18-21,859281,590,708250,394,151031,196,816104,7045600,7861704,10702,14,12353,-253,6987,829,839941,7,21699,12344,3
05-17-21,858691,664,707856,393,150835,271,815657,7035345,7851002,9145,12,12339,-300,7240,952,839112,9,21692,12341,7
05-16-21,858027,278,707463,200,150564,78,815187,7026670,7841857,5296,4,12327,-251,7540,525,838160,11,21683,12334,6
05-15-21,857749,401,707263,291,150486,110,814932,7021629,7836561,8617,1,12323,-208,7791,608,837635,9,21672,12328,3
05-14-21,857348,810,706972,581,150376,229,814544,7013400,7827944,12093,10,12322,68,7999,732,837027,24,21663,12325,9
05-13-21,856538,713,706391,470,150147,243,813869,7001982,7815851,12397,7,12312,-172,7931,878,836295,11,21639,12316,4
05-12-21,855825,904,705921,662,149904,242,813312,6990142,7803454,17234,9,12305,-27,8103,922,835417,27,21628,12312,7
05-11-21,854921,848,705259,616,149662,232,812491,6973729,7786220,11475,4,12296,-139,8130,983,834495,27,21601,12305,5
05-10-21,854073,629,704643,374,149430,255,811848,6962897,7774745,7515,16,12292,-570,8269,1183,833512,29,21574,12300,9
05-09-21,853444,376,704269,282,149175,94,811414,6955816,7767230,6855,19,12276,-334,8839,691,832329,18,21545,12291,7
05-08-21,853068,560,703987,395,149081,165,811088,6949287,7760375,10282,0,12257,-78,9173,638,831638,11,21527,12284,7
05-07-21,852508,1036,703592,732,148916,304,810581,6939512,7750093,15003,2,12257,75,9251,959,831000,22,21516,12277,7
05-06-21,851472,789,702860,541,148612,248,809724,6925366,7735090,11577,11,12255,-291,9176,1069,830041,22,21494,12270,9
05-05-21,850683,1209,702319,760,148364,449,809088,6914425,7723513,17621,16,12244,230,9467,963,828972,32,21472,12261,10
05-04-21,849474,854,701559,597,147915,257,808207,6897685,7705892,12173,11,12228,-306,9237,1149,828009,29,21440,12251,9
05-03-21,848620,656,700962,450,147658,206,807507,6886212,7693719,8387,13,12217,-642,9543,1285,826860,28,21411,12242,5
05-02-21,847964,499,700512,373,147452,126,806983,6878349,7685332,7365,1,12204,-227,10185,725,825575,20,21383,12237,10
05-01-21,847465,607,700139,444,147326,163,806542,6871425,7677967,10367,-1,12203,-136,10412,744,824850,22,21363,12227,7
04-30-21,846858,1074,699695,770,147163,304,806039,6861561,7667600,14984,7,12204,9,10548,1058,824106,27,21341,12220,10
04-29-21,845784,1029,698925,681,146859,348,805166,6847450,7652616,14649,9,12197,-118,10539,1138,823048,27,21314,12210,9
04-28-21,844755,1194,698244,858,146511,336,804385,6833582,7637967,20540,17,12188,-97,10657,1274,821910,43,21287,12201,9
04-27-21,843561,1159,697386,710,146175,449,803386,6814041,7617427,13783,8,12171,-84,10754,1235,820636,43,21244,12192,12
04-26-21,842402,1092,696676,713,145726,379,802585,6801059,7603644,9832,11,12163,-376,10838,1457,819401,26,21201,12180,11
04-25-21,841310,552,695963,425,145347,127,801794,6792018,7593812,8248,6,12152,-273,11214,819,817944,25,21175,12169,7
04-24-21,840758,752,695538,564,145220,188,801279,6784285,7585564,13047,0,12146,-175,11487,927,817125,30,21150,12162,7
04-23-21,840006,955,694974,691,145032,264,800631,6771886,7572517,14911,4,12146,-218,11662,1169,816198,22,21120,12155,5
04-22-21,839051,1849,694283,1039,144768,810,799785,6757821,7557606,22085,12,12142,551,11880,1286,815029,31,21098,12150,12
04-21-21,837202,1393,693244,946,143958,447,798593,6736928,7535521,17944,19,12130,129,11329,1245,813743,21,21067,12138,15
04-20-21,835809,1113,692298,915,143511,198,797531,6720046,7517577,13985,15,12111,-242,11200,1340,812498,45,21046,12123,7
04-19-21,834696,848,691383,549,143313,299,796546,6707046,7503592,9282,15,12096,-681,11442,1514,811158,37,21001,12116,11
