DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
05-24-21,861313,474,709657,317,151656,157,817848,7111670,7929518,7820,7,12400,-301,5557,768,843356,6,21835,12391,0
05-23-21,860839,258,709340,189,151499,69,817504,7104194,7921698,5426,6,12393,-221,5858,473,842588,4,21829,12391,4
05-22-21,860581,317,709151,227,151430,90,817254,7099018,7916272,7494,3,12387,-154,6079,468,842115,13,21825,12387,1
05-21-21,860264,530,708924,345,151340,185,816950,7091828,7908778,10229,4,12384,-152,6233,678,841647,10,21812,12386,6
05-20-21,859734,555,708579,386,151155,169,816562,7081987,7898549,24063,16,12380,-212,6385,751,840969,16,21802,12380,9
05-19-21,859179,639,708193,461,150986,178,816091,7058395,7874486,13951,11,12364,-181,6597,809,840218,23,21786,12371,6
05-18-21,858540,573,707732,390,150808,183,815542,7044993,7860535,10644,14,12353,-271,6778,830,839409,19,21763,12365,4
05-17-21,857967,661,707342,391,150625,270,815105,7034786,7849891,9140,12,12339,-310,7049,959,838579,19,21744,12361,9
05-16-21,857306,277,706951,201,150355,76,814639,7026112,7840751,5294,4,12327,-257,7359,530,837620,15,21725,12352,9
05-15-21,857029,399,706750,290,150279,109,814386,7021071,7835457,8620,1,12323,-217,7616,615,837090,11,21710,12343,4
05-14-21,856630,810,706460,581,150170,229,813998,7012839,7826837,12087,10,12322,63,7833,737,836475,26,21699,12339,11
05-13-21,855820,710,705879,471,149941,239,813326,7001424,7814750,12396,7,12312,-182,7770,885,835738,14,21673,12328,5
05-12-21,855110,897,705408,660,149702,237,812771,6989583,7802354,17233,9,12305,-39,7952,927,834853,29,21659,12323,9
05-11-21,854213,847,704748,619,149465,228,811954,6973167,7785121,11471,4,12296,-143,7991,986,833926,28,21630,12314,6
05-10-21,853366,629,704129,380,149237,249,811317,6962333,7773650,7515,16,12292,-570,8134,1183,832940,30,21602,12308,10
05-09-21,852737,376,703749,283,148988,93,810882,6955253,7766135,6858,19,12276,-334,8704,691,831757,20,21572,12298,7
05-08-21,852361,559,703466,395,148895,164,810554,6948723,7759277,10282,0,12257,-83,9038,642,831066,12,21552,12291,8
05-07-21,851802,1035,703071,733,148731,302,810045,6938950,7748995,14997,2,12257,71,9121,962,830424,25,21540,12283,7
05-06-21,850767,789,702338,542,148429,247,809195,6924803,7733998,11573,11,12255,-287,9050,1065,829462,24,21515,12276,9
05-05-21,849978,1208,701796,759,148182,449,808562,6913863,7722425,17613,16,12244,227,9337,965,828397,36,21491,12267,12
05-04-21,848770,853,701037,598,147733,255,807689,6897123,7704812,12166,11,12228,-305,9110,1147,827432,29,21455,12255,9
05-03-21,847917,655,700439,449,147478,206,806995,6885651,7692646,8383,13,12217,-635,9415,1277,826285,29,21426,12246,6
05-02-21,847262,499,699990,373,147272,126,806473,6877790,7684263,7359,1,12204,-222,10050,720,825008,21,21397,12240,11
05-01-21,846763,608,699617,445,147146,163,806036,6870868,7676904,10355,-1,12203,-132,10272,741,824288,22,21376,12229,7
04-30-21,846155,1073,699172,770,146983,303,805545,6861004,7666549,14966,7,12204,10,10404,1056,823547,28,21354,12222,10
04-29-21,845082,1029,698402,681,146680,348,804677,6846906,7651583,14642,9,12197,-120,10394,1140,822491,29,21326,12212,10
04-28-21,844053,1194,697721,858,146332,336,803900,6833041,7636941,20508,17,12188,-94,10514,1271,821351,45,21297,12202,9
04-27-21,842859,1159,696863,710,145996,449,802902,6813531,7616433,13779,8,12171,-82,10608,1233,820080,45,21252,12193,12
04-26-21,841700,1091,696153,713,145547,378,802104,6800550,7602654,9824,11,12163,-376,10690,1456,818847,27,21207,12181,11
04-25-21,840609,552,695440,425,145169,127,801321,6791509,7592830,8248,6,12152,-269,11066,815,817391,25,21180,12170,7
04-24-21,840057,752,695015,564,145042,188,800806,6783776,7584582,13043,0,12146,-175,11335,927,816576,30,21155,12163,7
04-23-21,839305,954,694451,690,144854,264,800163,6771376,7571539,14907,4,12146,-216,11510,1166,815649,22,21125,12156,5
04-22-21,838351,1848,693761,1041,144590,807,799322,6757310,7556632,22084,12,12142,551,11726,1285,814483,33,21103,12151,12
04-21-21,836503,1382,692720,943,143783,439,798131,6736417,7534548,17937,19,12130,120,11175,1243,813198,21,21070,12139,15
04-20-21,835121,1096,691777,900,143344,196,797076,6719535,7516611,13973,15,12111,-258,11055,1339,811955,44,21049,12124,7
04-19-21,834025,841,690877,546,143148,295,796101,6706537,7502638,9282,15,12096,-692,11313,1518,810616,37,21005,12117,11
04-18-21,833184,560,690331,479,142853,81,795487,6697869,7493356,8184,17,12081,-162,12005,705,809098,17,20968,12106,11
04-17-21,832624,705,689852,574,142772,131,794911,6690261,7485172,11805,1,12064,-77,12167,781,808393,17,20951,12095,10
04-16-21,831919,4214,689278,3993,142641,221,794242,6679125,7473367,35540,14,12063,3243,12244,957,807612,37,20934,12085,6
04-15-21,827705,1375,685285,999,142420,376,789547,6648280,7437827,18272,8,12049,159,9001,1208,806655,33,20897,12079,12
04-14-21,826330,1803,684286,1337,142044,466,788450,6631105,7419555,24931,9,12041,650,8842,1144,805447,36,20864,12067,11
04-13-21,824527,1138,682949,706,141578,432,786930,6607694,7394624,10968,10,12032,-98,8192,1226,804303,33,20828,12056,11
04-12-21,823389,1231,682243,881,141146,350,786174,6597482,7383656,9376,7,12022,-153,8290,1377,803077,31,20795,12045,15
04-11-21,822158,653,681362,461,140796,192,785178,6589102,7374280,7668,3,12015,-188,8443,838,801700,21,20764,12030,5
04-10-21,821505,872,680901,605,140604,267,784657,6581955,7366612,12240,8,12012,122,8631,742,800862,24,20743,12025,10
04-09-21,820633,1339,680296,1044,140337,295,783920,6570452,7354372,16478,3,12004,216,8509,1120,800120,36,20719,12015,13
04-08-21,819294,1148,679252,781,140042,367,782776,6555118,7337894,15052,4,12001,-50,8293,1194,799000,22,20683,12002,5
04-07-21,818146,1582,678471,1186,139675,396,781891,6540951,7322842,21228,21,11997,327,8343,1234,797806,34,20661,11997,8
04-06-21,816564,1335,677285,883,139279,452,780590,6521024,7301614,14562,9,11976,66,8016,1260,796572,26,20627,11989,5
04-05-21,815229,892,676402,516,138827,376,779583,6507469,7287052,6196,38,11967,-618,7950,1472,795312,42,20601,11984,10
04-04-21,814337,551,675886,414,138451,137,779031,6501825,7280856,9621,7,11929,-263,8568,807,793840,10,20559,11974,16
04-03-21,813786,895,675472,636,138314,259,778531,6492704,7271235,10428,0,11922,9,8831,886,793033,17,20549,11958,14
04-02-21,812891,1066,674836,810,138055,256,777809,6482998,7260807,14204,1,11922,-66,8822,1131,792147,18,20532,11944,11
04-01-21,811825,1249,674026,898,137799,351,776855,6469748,7246603,14415,6,11921,-194,8888,1437,791016,18,20514,11933,7
03-31-21,810576,1867,673128,1195,137448,672,775861,6456327,7232188,22836,11,11915,591,9082,1265,789579,29,20496,11926,11
03-30-21,808709,1193,671933,879,136776,314,774476,6434876,7209352,14239,10,11904,-100,8491,1283,788314,34,20467,11915,9
03-29-21,807516,1193,671054,616,136462,577,773456,6421657,7195113,8855,29,11894,-286,8591,1450,787031,25,20433,11906,6
03-28-21,806323,815,670438,566,135885,249,772716,6413542,7186258,10825,13,11865,-45,8877,847,785581,24,20408,11900,8
03-27-21,805508,814,669872,744,135636,70,772067,6403366,7175433,13029,11,11852,3,8922,800,784734,22,20384,11892,9
03-26-21,804694,994,669128,797,135566,197,771161,6391243,7162404,11720,25,11841,-245,8919,1214,783934,14,20362,11883,15
03-25-21,803700,1145,668331,870,135369,275,770315,6380369,7150684,16324,20,11816,-108,9164,1233,782720,35,20348,11868,6
03-24-21,802555,1608,667461,1278,135094,330,769346,6365014,7134360,21266,4,11796,378,9272,1226,781487,28,20313,11862,6
03-23-21,800947,1171,666183,722,134764,449,767988,6345106,7113094,14486,45,11792,-132,8894,1258,780261,33,20285,11856,12
03-22-21,799776,1266,665461,808,134315,458,767177,6331431,7098608,9714,34,11747,-54,9026,1286,779003,35,20252,11844,13
03-21-21,798510,757,664653,562,133857,195,766251,6322643,7088894,8881,8,11713,-9,9080,758,777717,7,20217,11831,13
03-20-21,797753,754,664091,517,133662,237,765630,6314383,7080013,9693,4,11705,-25,9089,775,776959,17,20210,11818,7
03-19-21,796999,1941,663574,1287,133425,654,765076,6305244,7070320,22135,28,11701,758,9114,1155,776184,32,20193,11811,11
03-18-21,795058,1415,662287,967,132771,448,763663,6284522,7048185,18711,23,11673,278,8356,1114,775029,42,20161,11800,14
03-17-21,793643,1071,661320,825,132323,246,762545,6266929,7029474,15439,8,11650,-82,8078,1145,773915,24,20119,11786,19
03-16-21,792572,1937,660495,1246,132077,691,761645,6252390,7014035,19034,12,11642,727,8160,1198,772770,50,20095,11767,9
03-15-21,790635,903,659249,498,131386,405,760203,6234798,6995001,5276,11,11630,-246,7433,1138,771572,24,20045,11758,8
03-14-21,789732,662,658751,460,130981,202,759657,6230068,6989725,8039,0,11619,-91,7679,753,770434,17,20021,11750,15
03-13-21,789070,1486,658291,802,130779,684,759102,6222584,6981686,16649,-12,11619,605,7770,893,769681,22,20004,11735,12
03-12-21,787584,1111,657489,838,130095,273,758166,6206871,6965037,13854,16,11631,-21,7165,1116,768788,13,19982,11723,19
03-11-21,786473,1366,656651,923,129822,443,757163,6194020,6951183,19243,17,11615,169,7186,1180,767672,15,19969,11704,12
03-10-21,785107,1598,655728,1132,129379,466,756139,6175801,6931940,23672,18,11598,298,7017,1282,766492,29,19954,11692,25
03-09-21,783509,1350,654596,806,128913,544,754867,6153401,6908268,17106,32,11580,-37,6719,1355,765210,24,19925,11667,21
03-08-21,782159,1087,653790,676,128369,411,753917,6137245,6891162,7645,9,11548,-556,6756,1634,763855,15,19901,11646,26
03-07-21,781072,752,653114,472,127958,280,753144,6130373,6883517,7138,4,11539,-201,7312,949,762221,9,19886,11620,23
