date_stamp,us_county_fips,tn_covid_geo,cnt_total,cnt_total_new,cnt_confirmed,cnt_confirmed_new,cnt_active,cnt_active_new,cnt_hospitalized,cnt_hospitalized_new,cnt_recovered,cnt_recovered_new,cnt_death,cnt_death_new,cnt_tested_pos,cnt_tested_neg,cnt_tested,cnt_tested_new
2020-03-05,47187,47187,1,,,,,,,,,,,,,,,
2020-03-06,47187,47187,1,0,,,,,,,,,,,,,,
2020-03-07,47187,47187,1,0,,,,,,,,,,,,,,
2020-03-08,47037,47037,1,,,,,,,,,,,,,,,
2020-03-08,47157,47157,1,,,,,,,,,,,,,,,
2020-03-08,47187,47187,1,0,,,,,,,,,,,,,,
2020-03-09,47157,47157,1,0,,,,,,,,,,,,,,
2020-03-09,47187,47187,1,0,,,,,,,,,,,,,,
2020-03-09,47037,47037,1,0,,,,,,,,,,,,,,
2020-03-09,,47PEN,1,,,,,,,,,,,,,,,
2020-03-10,47037,47037,2,1,,,,,,,,,,,,,,
2020-03-10,47157,47157,1,0,,,,,,,,,,,,,,
2020-03-10,47163,47163,1,,,,,,,,,,,,,,,
2020-03-10,47187,47187,3,2,,,,,,,,,,,,,,
2020-03-11,47037,47037,2,0,,,,,,,,,,,,,,
2020-03-11,47157,47157,1,0,,,,,,,,,,,,,,
2020-03-11,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-11,47187,47187,5,2,,,,,,,,,,,,,,
2020-03-12,47187,47187,8,3,,,,,,,,,,,,,,
2020-03-12,47157,47157,2,1,,,,,,,,,,,,,,
2020-03-12,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-12,47037,47037,6,4,,,,,,,,,,,,,,
2020-03-12,47093,47093,1,,,,,,,,,,,,,,,
2020-03-13,47187,47187,9,1,,,,,,,,,,,,,,
2020-03-13,47037,47037,10,4,,,,,,,,,,,,,,
2020-03-13,47065,47065,1,,,,,,,,,,,,,,,
2020-03-13,47089,47089,1,,,,,,,,,,,,,,,
2020-03-13,47093,47093,1,0,,,,,,,,,,,,,,
2020-03-13,47149,47149,1,,,,,,,,,,,,,,,
2020-03-13,47157,47157,2,0,,,,,,,,,,,,,,
2020-03-13,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-14,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-14,47157,47157,2,0,,,,,,,,,,,,,,
2020-03-14,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-14,47093,47093,1,0,,,,,,,,,,,,,,
2020-03-14,47037,47037,14,4,,,,,,,,,,,,,,
2020-03-14,47065,47065,1,0,,,,,,,,,,,,,,
2020-03-14,47013,47013,1,,,,,,,,,,,,,,,
2020-03-14,47187,47187,10,1,,,,,,,,,,,,,,
2020-03-14,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-15,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-15,47157,47157,2,0,,,,,,,,,,,,,,
2020-03-15,47187,47187,14,4,,,,,,,,,,,,,,
2020-03-15,47093,47093,1,0,,,,,,,,,,,,,,
2020-03-15,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-15,47065,47065,1,0,,,,,,,,,,,,,,
2020-03-15,47037,47037,17,3,,,,,,,,,,,,,,
2020-03-15,47013,47013,1,0,,,,,,,,,,,,,,
2020-03-15,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-16,47093,47093,1,0,,,,,,,,,,,,,,
2020-03-16,47013,47013,1,0,,,,,,,,,,,,,,
2020-03-16,47037,47037,25,8,,,,,,,,,,,,,,
2020-03-16,47065,47065,1,0,,,,,,,,,,,,,,
2020-03-16,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-16,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-16,47155,47155,1,,,,,,,,,,,,,,,
2020-03-16,47157,47157,2,0,,,,,,,,,,,,,,
2020-03-16,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-16,47187,47187,18,4,,,,,,,,,,,,,,
2020-03-17,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-17,47157,47157,2,0,,,,,,,,,,,,,,
2020-03-17,47187,47187,21,3,,,,,,,,,,,,,,
2020-03-17,47155,47155,1,0,,,,,,,,,,,,,,
2020-03-17,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-17,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-17,47065,47065,1,0,,,,,,,,,,,,,,
2020-03-17,47037,47037,42,17,,,,,,,,,,,,,,
2020-03-17,47013,47013,1,0,,,,,,,,,,,,,,
2020-03-17,47093,47093,2,1,,,,,,,,,,,,,,
2020-03-18,47093,47093,2,0,,,,,,,,,,,,,,
2020-03-18,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-18,47157,47157,4,2,,,,,,,,,,,,,,
2020-03-18,47155,47155,1,0,,,,,,,,,,,,,,
2020-03-18,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-18,47147,47147,1,,,,,,,,,,,,,,,
2020-03-18,47065,47065,1,0,,,,,,,,,,,,,,
2020-03-18,47165,47165,2,,,,,,,,,,,,,,,
2020-03-18,47037,47037,58,16,,,,,,,,,,,,,,
2020-03-18,47021,47021,1,,,,,,,,,,,,,,,
2020-03-18,47013,47013,1,0,,,,,,,,,,,,,,
2020-03-18,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-18,47187,47187,24,3,,,,,,,,,,,,,,
2020-03-19,47155,47155,1,0,,,,,,,,,,,,,,
2020-03-19,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-19,47157,47157,4,0,,,,,,,,,,,,,,
2020-03-19,47147,47147,2,1,,,,,,,,,,,,,,
2020-03-19,47165,47165,3,1,,,,,,,,,,,,,,
2020-03-19,47187,47187,30,6,,,,,,,,,,,,,,
2020-03-19,47189,47189,1,,,,,,,,,,,,,,,
2020-03-19,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-19,,47PEN,1,0,,,,,,,,,,,,,,
2020-03-19,,47OOS,26,,,,,,,,,,,,,,,
2020-03-19,47125,47125,1,,,,,,,,,,,,,,,
2020-03-19,47093,47093,2,0,,,,,,,,,,,,,,
2020-03-19,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-19,47065,47065,1,0,,,,,,,,,,,,,,
2020-03-19,47045,47045,1,,,,,,,,,,,,,,,
2020-03-19,47037,47037,75,17,,,,,,,,,,,,,,
2020-03-19,47035,47035,1,,,,,,,,,,,,,,,
2020-03-19,47021,47021,1,0,,,,,,,,,,,,,,
2020-03-19,47013,47013,1,0,,,,,,,,,,,,,,
2020-03-20,47125,47125,3,2,,,,,,,,,,,,,,
2020-03-20,,47OOS,40,14,,,,,,,,,,,,,,
2020-03-20,47149,47149,1,0,,,,,,,,,,,,,,
2020-03-20,47155,47155,1,0,,,,,,,,,,,,,,
2020-03-20,47157,47157,4,0,,,,,,,,,,,,,,
2020-03-20,47187,47187,35,5,,,,,,,,,,,,,,
2020-03-20,47165,47165,11,8,,,,,,,,,,,,,,
2020-03-20,47167,47167,1,,,,,,,,,,,,,,,
2020-03-20,47179,47179,2,,,,,,,,,,,,,,,
2020-03-20,47119,47119,1,,,,,,,,,,,,,,,
2020-03-20,47189,47189,3,2,,,,,,,,,,,,,,
2020-03-20,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-20,47093,47093,3,1,,,,,,,,,,,,,,
2020-03-20,47147,47147,2,0,,,,,,,,,,,,,,
2020-03-20,47065,47065,5,4,,,,,,,,,,,,,,
2020-03-20,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-20,47001,47001,1,,,,,,,,,,,,,,,
2020-03-20,47009,47009,1,,,,,,,,,,,,,,,
2020-03-20,47011,47011,1,,,,,,,,,,,,,,,
2020-03-20,47021,47021,2,1,,,,,,,,,,,,,,
2020-03-20,47035,47035,2,1,,,,,,,,,,,,,,
2020-03-20,47013,47013,1,0,,,,,,,,,,,,,,
2020-03-20,47043,47043,2,,,,,,,,,,,,,,,
2020-03-20,47045,47045,1,0,,,,,,,,,,,,,,
2020-03-20,47059,47059,1,,,,,,,,,,,,,,,
2020-03-20,47063,47063,1,,,,,,,,,,,,,,,
2020-03-20,47037,47037,101,26,,,,,,,,,,,,,,
2020-03-21,47149,47149,5,4,,,,,,,,,,,,,,
2020-03-21,,47OOS,59,19,,,,,,,,,,,,,,
2020-03-21,,47PEN,10,9,,,,,,,,,,,,,,
2020-03-21,47141,47141,5,,,,,,,,,,,,,,,
2020-03-21,47145,47145,1,,,,,,,,,,,,,,,
2020-03-21,47147,47147,2,0,,,,,,,,,,,,,,
2020-03-21,47151,47151,2,,,,,,,,,,,,,,,
2020-03-21,47187,47187,47,12,,,,,,,,,,,,,,
2020-03-21,47157,47157,40,36,,,,,,,,,,,,,,
2020-03-21,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-21,47165,47165,11,0,,,,,,,,,,,,,,
2020-03-21,47167,47167,2,1,,,,,,,,,,,,,,
2020-03-21,47179,47179,2,0,,,,,,,,,,,,,,
2020-03-21,47189,47189,3,0,,,,,,,,,,,,,,
2020-03-21,47125,47125,3,0,,,,,,,,,,,,,,
2020-03-21,47155,47155,2,1,,,,,,,,,,,,,,
2020-03-21,47123,47123,3,,,,,,,,,,,,,,,
2020-03-21,47043,47043,3,1,,,,,,,,,,,,,,
2020-03-21,47093,47093,4,1,,,,,,,,,,,,,,
2020-03-21,47119,47119,1,0,,,,,,,,,,,,,,
2020-03-21,47001,47001,1,0,,,,,,,,,,,,,,
2020-03-21,47009,47009,1,0,,,,,,,,,,,,,,
2020-03-21,47011,47011,1,0,,,,,,,,,,,,,,
2020-03-21,47013,47013,2,1,,,,,,,,,,,,,,
2020-03-21,47021,47021,2,0,,,,,,,,,,,,,,
2020-03-21,47029,47029,1,,,,,,,,,,,,,,,
2020-03-21,47035,47035,2,0,,,,,,,,,,,,,,
2020-03-21,47017,47017,1,,,,,,,,,,,,,,,
2020-03-21,47045,47045,2,1,,,,,,,,,,,,,,
2020-03-21,47047,47047,1,,,,,,,,,,,,,,,
2020-03-21,47059,47059,1,0,,,,,,,,,,,,,,
2020-03-21,47063,47063,2,1,,,,,,,,,,,,,,
2020-03-21,47065,47065,7,2,,,,,,,,,,,,,,
2020-03-21,47089,47089,1,0,,,,,,,,,,,,,,
2020-03-21,47037,47037,140,39,,,,,,,,,,,,,,
2020-03-22,47119,47119,2,1,,,,,,,,,,,,,,
2020-03-22,47145,47145,1,0,,,,,,,,,,,,,,
2020-03-22,47107,47107,1,,,,,,,,,,,,,,,
2020-03-22,47123,47123,3,0,,,,,,,,,,,,,,
2020-03-22,47125,47125,3,0,,,,,,,,,,,,,,
2020-03-22,,47OOS,82,23,,,,,,,,,,,,,,
2020-03-22,,47PEN,30,20,,,,,,,,,,,,,,
2020-03-22,47135,47135,1,,,,,,,,,,,,,,,
2020-03-22,47147,47147,3,1,,,,,,,,,,,,,,
2020-03-22,47187,47187,48,1,,,,,,,,,,,,,,
2020-03-22,47151,47151,2,0,,,,,,,,,,,,,,
2020-03-22,47155,47155,1,-1,,,,,,,,,,,,,,
2020-03-22,47157,47157,66,26,,,,,,,,,,,,,,
2020-03-22,47163,47163,1,0,,,,,,,,,,,,,,
2020-03-22,47165,47165,22,11,,,,,,,,,,,,,,
2020-03-22,47167,47167,5,3,,,,,,,,,,,,,,
2020-03-22,47179,47179,2,0,,,,,,,,,,,,,,
2020-03-22,47189,47189,2,-1,,,,,,,,,,,,,,
2020-03-22,47115,47115,1,,,,,,,,,,,,,,,
2020-03-22,47149,47149,8,3,,,,,,,,,,,,,,
2020-03-22,47105,47105,1,,,,,,,,,,,,,,,
2020-03-22,47141,47141,6,1,,,,,,,,,,,,,,
2020-03-22,47089,47089,2,1,,,,,,,,,,,,,,
2020-03-22,47001,47001,1,0,,,,,,,,,,,,,,
2020-03-22,47009,47009,1,0,,,,,,,,,,,,,,
2020-03-22,47011,47011,2,1,,,,,,,,,,,,,,
2020-03-22,47013,47013,2,0,,,,,,,,,,,,,,
2020-03-22,47017,47017,2,1,,,,,,,,,,,,,,
2020-03-22,47023,47023,1,,,,,,,,,,,,,,,
2020-03-22,47029,47029,1,0,,,,,,,,,,,,,,
2020-03-22,47035,47035,2,0,,,,,,,,,,,,,,
2020-03-22,47037,47037,167,27,,,,,,,,,,,,,,
2020-03-22,47021,47021,4,2,,,,,,,,,,,,,,
2020-03-22,47045,47045,2,0,,,,,,,,,,,,,,
2020-03-22,47043,47043,4,1,,,,,,,,,,,,,,
2020-03-22,47065,47065,8,1,,,,,,,,,,,,,,
2020-03-22,47063,47063,2,0,,,,,,,,,,,,,,
2020-03-22,47059,47059,2,1,,,,,,,,,,,,,,
2020-03-22,47083,47083,1,,,,,,,,,,,,,,,
2020-03-22,47051,47051,1,,,,,,,,,,,,,,,
2020-03-22,47047,47047,3,2,,,,,,,,,,,,,,
2020-03-22,47093,47093,5,1,,,,,,,,,,,,,,
2020-03-22,47053,47053,1,,,,,,,,,,,,,,,
2020-03-23,47145,47145,1,0,,,,,,,,,,,,,,
2020-03-23,47119,47119,6,4,,,,,,,,,,,,,,
2020-03-23,47107,47107,2,1,,,,,,,,,,,,,,
2020-03-23,47123,47123,2,-1,,,,,,,,,,,,,,
2020-03-23,47125,47125,3,0,,,,,,,,,,,,,,
2020-03-23,,47OOS,89,7,,,,,,,,,,,,,,
2020-03-23,,47PEN,54,24,,,,,,,,,,,,,,
2020-03-23,47135,47135,2,1,,,,,,,,,,,,,,
2020-03-23,47141,47141,6,0,,,,,,,,,,,,,,
2020-03-23,47147,47147,6,3,,,,,,,,,,,,,,
2020-03-23,47189,47189,6,4,,,,,,,,,,,,,,
2020-03-23,47151,47151,1,-1,,,,,,,,,,,,,,
2020-03-23,47155,47155,1,0,,,,,,,,,,,,,,
2020-03-23,47157,47157,93,27,,,,,,,,,,,,,,
2020-03-23,47163,47163,2,1,,,,,,,,,,,,,,
2020-03-23,47165,47165,34,12,,,,,,,,,,,,,,
2020-03-23,47167,47167,6,1,,,,,,,,,,,,,,
2020-03-23,47179,47179,6,4,,,,,,,,,,,,,,
2020-03-23,47183,47183,1,,,,,,,,,,,,,,,
2020-03-23,47187,47187,53,5,,,,,,,,,,,,,,
2020-03-23,47115,47115,1,0,,,,,,,,,,,,,,
2020-03-23,47149,47149,9,1,,,,,,,,,,,,,,
2020-03-23,47103,47103,1,,,,,,,,,,,,,,,
2020-03-23,47105,47105,1,0,,,,,,,,,,,,,,
2020-03-23,47089,47089,3,1,,,,,,,,,,,,,,
2020-03-23,47093,47093,12,7,,,,,,,,,,,,,,
2020-03-23,47009,47009,2,1,,,,,,,,,,,,,,
2020-03-23,47011,47011,1,-1,,,,,,,,,,,,,,
2020-03-23,47013,47013,2,0,,,,,,,,,,,,,,
2020-03-23,47017,47017,2,0,,,,,,,,,,,,,,
2020-03-23,47021,47021,4,0,,,,,,,,,,,,,,
2020-03-23,47023,47023,1,0,,,,,,,,,,,,,,
2020-03-23,47025,47025,1,,,,,,,,,,,,,,,
2020-03-23,47029,47029,1,0,,,,,,,,,,,,,,
2020-03-23,47035,47035,2,0,,,,,,,,,,,,,,
2020-03-23,47037,47037,164,-3,,,,,,,,,,,,,,
2020-03-23,47001,47001,1,0,,,,,,,,,,,,,,
2020-03-23,47043,47043,5,1,,,,,,,,,,,,,,
2020-03-23,47045,47045,2,0,,,,,,,,,,,,,,
2020-03-23,47047,47047,2,-1,,,,,,,,,,,,,,
2020-03-23,47051,47051,1,0,,,,,,,,,,,,,,
2020-03-23,47053,47053,1,0,,,,,,,,,,,,,,
2020-03-23,47059,47059,4,2,,,,,,,,,,,,,,
2020-03-23,47063,47063,3,1,,,,,,,,,,,,,,
2020-03-23,47065,47065,12,4,,,,,,,,,,,,,,
2020-03-23,47071,47071,1,,,,,,,,,,,,,,,
2020-03-23,47083,47083,1,0,,,,,,,,,,,,,,
2020-03-23,47041,47041,1,,,,,,,,,,,,,,,
2020-03-24,,47PEN,38,-16,,,,,,,,,,,,,,
2020-03-24,47133,47133,1,,,,,,,,,,,,,,,
2020-03-24,,47OOS,95,6,,,,,,,,,,,,,,
2020-03-24,47125,47125,6,3,,,,,,,,,,,,,,
2020-03-24,47113,47113,1,,,,,,,,,,,,,,,
2020-03-24,47107,47107,2,0,,,,,,,,,,,,,,
2020-03-24,47119,47119,6,0,,,,,,,,,,,,,,
2020-03-24,47115,47115,1,0,,,,,,,,,,,,,,
2020-03-24,47135,47135,1,-1,,,,,,,,,,,,,,
2020-03-24,47189,47189,7,1,,,,,,,,,,,,,,
2020-03-24,47141,47141,8,2,,,,,,,,,,,,,,
2020-03-24,47155,47155,2,1,,,,,,,,,,,,,,
2020-03-24,47147,47147,12,6,,,,,,,,,,,,,,
2020-03-24,47149,47149,13,4,,,,,,,,,,,,,,
2020-03-24,47151,47151,1,0,,,,,,,,,,,,,,
2020-03-24,47157,47157,99,6,,,,,,,,,,,,,,
2020-03-24,47163,47163,2,0,,,,,,,,,,,,,,
2020-03-24,47165,47165,34,0,,,,,,,,,,,,,,
2020-03-24,47167,47167,6,0,,,,,,,,,,,,,,
2020-03-24,47179,47179,7,1,,,,,,,,,,,,,,
2020-03-24,47187,47187,64,11,,,,,,,,,,,,,,
2020-03-24,47105,47105,2,1,,,,,,,,,,,,,,
2020-03-24,47145,47145,1,0,,,,,,,,,,,,,,
2020-03-24,47103,47103,1,0,,,,,,,,,,,,,,
2020-03-24,47123,47123,2,0,,,,,,,,,,,,,,
2020-03-24,47089,47089,4,1,,,,,,,,,,,,,,
2020-03-24,47093,47093,15,3,,,,,,,,,,,,,,
2020-03-24,47001,47001,1,0,,,,,,,,,,,,,,
2020-03-24,47009,47009,3,1,,,,,,,,,,,,,,
2020-03-24,47011,47011,2,1,,,,,,,,,,,,,,
2020-03-24,47013,47013,2,0,,,,,,,,,,,,,,
2020-03-24,47017,47017,3,1,,,,,,,,,,,,,,
2020-03-24,47023,47023,1,0,,,,,,,,,,,,,,
2020-03-24,47025,47025,1,0,,,,,,,,,,,,,,
2020-03-24,47029,47029,1,0,,,,,,,,,,,,,,
2020-03-24,47035,47035,3,1,,,,,,,,,,,,,,
2020-03-24,47037,47037,183,19,,,,,,,,,,,,,,
2020-03-24,47021,47021,5,1,,,,,,,,,,,,,,
2020-03-24,47043,47043,5,0,,,,,,,,,,,,,,
2020-03-24,47083,47083,1,0,,,,,,,,,,,,,,
2020-03-24,47041,47041,1,0,,,,,,,,,,,,,,
2020-03-24,47071,47071,1,0,,,,,,,,,,,,,,
2020-03-24,47065,47065,8,-4,,,,,,,,,,,,,,
2020-03-24,47061,47061,1,,,,,,,,,,,,,,,
2020-03-24,47063,47063,2,-1,,,,,,,,,,,,,,
2020-03-24,47053,47053,2,1,,,,,,,,,,,,,,
2020-03-24,47051,47051,1,0,,,,,,,,,,,,,,
2020-03-24,47047,47047,2,0,,,,,,,,,,,,,,
2020-03-24,47045,47045,2,0,,,,,,,,,,,,,,
2020-03-24,47059,47059,5,1,,,,,,,,,,,,,,
2020-03-25,,47PEN,81,43,,,,,,,,,,,,,,
2020-03-25,47125,47125,6,0,,,,,,,,,,,,,,
2020-03-25,47133,47133,1,0,,,,,,,,,,,,,,
2020-03-25,,47OOS,100,5,,,,,,,,,,,,,,
2020-03-25,47123,47123,2,0,,,,,,,,,,,,,,
2020-03-25,47105,47105,3,1,,,,,,,,,,,,,,
2020-03-25,47119,47119,7,1,,,,,,,,,,,,,,
2020-03-25,47115,47115,1,0,,,,,,,,,,,,,,
2020-03-25,47113,47113,2,1,,,,,,,,,,,,,,
2020-03-25,47135,47135,1,0,,,,,,,,,,,,,,
2020-03-25,47107,47107,2,0,,,,,,,,,,,,,,
2020-03-25,47141,47141,9,1,,,,,,,,,,,,,,
2020-03-25,47187,47187,66,2,,,,,,,,,,,,,,
2020-03-25,47147,47147,15,3,,,,,,,,,,,,,,
2020-03-25,47149,47149,19,6,,,,,,,,,,,,,,
2020-03-25,47151,47151,1,0,,,,,,,,,,,,,,
2020-03-25,47155,47155,2,0,,,,,,,,,,,,,,
2020-03-25,47157,47157,117,18,,,,,,,,,,,,,,
2020-03-25,47163,47163,2,0,,,,,,,,,,,,,,
2020-03-25,47165,47165,36,2,,,,,,,,,,,,,,
2020-03-25,47167,47167,6,0,,,,,,,,,,,,,,
2020-03-25,47179,47179,7,0,,,,,,,,,,,,,,
2020-03-25,47185,47185,1,,,,,,,,,,,,,,,
2020-03-25,47189,47189,10,3,,,,,,,,,,,,,,
2020-03-25,47145,47145,1,0,,,,,,,,,,,,,,
2020-03-25,47101,47101,1,,,,,,,,,,,,,,,
2020-03-25,47103,47103,1,0,,,,,,,,,,,,,,
2020-03-25,47089,47089,4,0,,,,,,,,,,,,,,
2020-03-25,47093,47093,20,5,,,,,,,,,,,,,,
2020-03-25,47001,47001,3,2,,,,,,,,,,,,,,
2020-03-25,47003,47003,1,,,,,,,,,,,,,,,
2020-03-25,47009,47009,3,0,,,,,,,,,,,,,,
2020-03-25,47011,47011,3,1,,,,,,,,,,,,,,
2020-03-25,47013,47013,2,0,,,,,,,,,,,,,,
2020-03-25,47017,47017,3,0,,,,,,,,,,,,,,
2020-03-25,47023,47023,1,0,,,,,,,,,,,,,,
2020-03-25,47025,47025,1,0,,,,,,,,,,,,,,
2020-03-25,47029,47029,1,0,,,,,,,,,,,,,,
2020-03-25,47035,47035,3,0,,,,,,,,,,,,,,
2020-03-25,47037,47037,188,5,,,,,,,,,,,,,,
2020-03-25,47021,47021,7,2,,,,,,,,,,,,,,
2020-03-25,47043,47043,5,0,,,,,,,,,,,,,,
2020-03-25,47083,47083,3,2,,,,,,,,,,,,,,
2020-03-25,47041,47041,1,0,,,,,,,,,,,,,,
2020-03-25,47073,47073,1,,,,,,,,,,,,,,,
2020-03-25,47071,47071,1,0,,,,,,,,,,,,,,
2020-03-25,47065,47065,15,7,,,,,,,,,,,,,,
2020-03-25,47061,47061,1,0,,,,,,,,,,,,,,
2020-03-25,47063,47063,2,0,,,,,,,,,,,,,,
2020-03-25,47053,47053,2,0,,,,,,,,,,,,,,
2020-03-25,47051,47051,1,0,,,,,,,,,,,,,,
2020-03-25,47047,47047,3,1,,,,,,,,,,,,,,
2020-03-25,47045,47045,2,0,,,,,,,,,,,,,,
2020-03-25,47059,47059,7,2,,,,,,,,,,,,,,
2020-03-26,47125,47125,6,0,,,,,,,,,,,,,,
2020-03-26,,47PEN,112,31,,,,,,,,,,,,,,
2020-03-26,47133,47133,1,0,,,,,,,,,,,,,,
2020-03-26,,47OOS,117,17,,,,,,,,,,,,,,
2020-03-26,47123,47123,2,0,,,,,,,,,,,,,,
2020-03-26,47111,47111,1,,,,,,,,,,,,,,,
2020-03-26,47107,47107,3,1,,,,,,,,,,,,,,
2020-03-26,47119,47119,7,0,,,,,,,,,,,,,,
2020-03-26,47115,47115,2,1,,,,,,,,,,,,,,
2020-03-26,47113,47113,2,0,,,,,,,,,,,,,,
2020-03-26,47135,47135,1,0,,,,,,,,,,,,,,
2020-03-26,47121,47121,1,,,,,,,,,,,,,,,
2020-03-26,47141,47141,11,2,,,,,,,,,,,,,,
2020-03-26,47189,47189,13,3,,,,,,,,,,,,,,
2020-03-26,47147,47147,20,5,,,,,,,,,,,,,,
2020-03-26,47149,47149,27,8,,,,,,,,,,,,,,
2020-03-26,47151,47151,1,0,,,,,,,,,,,,,,
2020-03-26,47155,47155,3,1,,,,,,,,,,,,,,
2020-03-26,47157,47157,147,30,,,,,,,,,,,,,,
2020-03-26,47163,47163,4,2,,,,,,,,,,,,,,
2020-03-26,47165,47165,43,7,,,,,,,,,,,,,,
2020-03-26,47167,47167,8,2,,,,,,,,,,,,,,
2020-03-26,47171,47171,1,,,,,,,,,,,,,,,
2020-03-26,47179,47179,9,2,,,,,,,,,,,,,,
2020-03-26,47185,47185,1,0,,,,,,,,,,,,,,
2020-03-26,47187,47187,70,4,,,,,,,,,,,,,,
2020-03-26,47105,47105,6,3,,,,,,,,,,,,,,
2020-03-26,47145,47145,1,0,,,,,,,,,,,,,,
2020-03-26,47103,47103,1,0,,,,,,,,,,,,,,
2020-03-26,47041,47041,2,1,,,,,,,,,,,,,,
2020-03-26,47093,47093,26,6,,,,,,,,,,,,,,
2020-03-26,47003,47003,1,0,,,,,,,,,,,,,,
2020-03-26,47005,47005,1,,,,,,,,,,,,,,,
2020-03-26,47009,47009,4,1,,,,,,,,,,,,,,
2020-03-26,47011,47011,5,2,,,,,,,,,,,,,,
2020-03-26,47013,47013,2,0,,,,,,,,,,,,,,
2020-03-26,47015,47015,1,,,,,,,,,,,,,,,
2020-03-26,47017,47017,3,0,,,,,,,,,,,,,,
2020-03-26,47021,47021,7,0,,,,,,,,,,,,,,
2020-03-26,47023,47023,2,1,,,,,,,,,,,,,,
2020-03-26,47025,47025,2,1,,,,,,,,,,,,,,
2020-03-26,47029,47029,1,0,,,,,,,,,,,,,,
2020-03-26,47035,47035,6,3,,,,,,,,,,,,,,
2020-03-26,47037,47037,203,15,,,,,,,,,,,,,,
2020-03-26,47001,47001,3,0,,,,,,,,,,,,,,
2020-03-26,47043,47043,7,2,,,,,,,,,,,,,,
2020-03-26,47101,47101,2,1,,,,,,,,,,,,,,
2020-03-26,47089,47089,4,0,,,,,,,,,,,,,,
2020-03-26,47083,47083,2,-1,,,,,,,,,,,,,,
2020-03-26,47073,47073,1,0,,,,,,,,,,,,,,
2020-03-26,47065,47065,28,13,,,,,,,,,,,,,,
2020-03-26,47063,47063,2,0,,,,,,,,,,,,,,
2020-03-26,47071,47071,1,0,,,,,,,,,,,,,,
2020-03-26,47059,47059,8,1,,,,,,,,,,,,,,
2020-03-26,47053,47053,2,0,,,,,,,,,,,,,,
2020-03-26,47051,47051,3,2,,,,,,,,,,,,,,
2020-03-26,47047,47047,3,0,,,,,,,,,,,,,,
2020-03-26,47045,47045,3,1,,,,,,,,,,,,,,
2020-03-26,47061,47061,1,0,,,,,,,,,,,,,,
2020-03-27,,47OOS,141,24,,,,,,,,,,,,,,
2020-03-27,47135,47135,2,1,,,,,,,,,,,,,,
2020-03-27,,47PEN,172,60,,,,,,,,,,,,,,
2020-03-27,47133,47133,1,0,,,,,,,,,,,,,,
2020-03-27,47125,47125,9,3,,,,,,,,,,,,,,
2020-03-27,47113,47113,3,1,,,,,,,,,,,,,,
2020-03-27,47121,47121,1,0,,,,,,,,,,,,,,
2020-03-27,47107,47107,3,0,,,,,,,,,,,,,,
2020-03-27,47119,47119,7,0,,,,,,,,,,,,,,
2020-03-27,47115,47115,2,0,,,,,,,,,,,,,,
2020-03-27,47141,47141,13,2,,,,,,,,,,,,,,
2020-03-27,47123,47123,2,0,,,,,,,,,,,,,,
2020-03-27,47145,47145,1,0,,,,,,,,,,,,,,
2020-03-27,47163,47163,6,2,,,,,,,,,,,,,,
2020-03-27,47149,47149,39,12,,,,,,,,,,,,,,
2020-03-27,47151,47151,2,1,,,,,,,,,,,,,,
2020-03-27,47155,47155,6,3,,,,,,,,,,,,,,
2020-03-27,47157,47157,201,54,,,,,,,,,,,,,,
2020-03-27,47159,47159,1,,,,,,,,,,,,,,,
2020-03-27,47165,47165,58,15,,,,,,,,,,,,,,
2020-03-27,47167,47167,10,2,,,,,,,,,,,,,,
2020-03-27,47171,47171,1,0,,,,,,,,,,,,,,
2020-03-27,47179,47179,10,1,,,,,,,,,,,,,,
2020-03-27,47185,47185,1,0,,,,,,,,,,,,,,
2020-03-27,47187,47187,91,21,,,,,,,,,,,,,,
2020-03-27,47189,47189,20,7,,,,,,,,,,,,,,
2020-03-27,47105,47105,6,0,,,,,,,,,,,,,,
2020-03-27,47147,47147,22,2,,,,,,,,,,,,,,
2020-03-27,47103,47103,1,0,,,,,,,,,,,,,,
2020-03-27,47111,47111,1,0,,,,,,,,,,,,,,
2020-03-27,47093,47093,31,5,,,,,,,,,,,,,,
