date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-20,0,2467,3046,450,81.00,19.00
2021-10-20,3,1632,1831,114,89.10,10.90
2021-10-20,1,287,317,14,90.50,9.50
2021-10-20,2,168,438,270,38.40,61.60
