date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-01-03,0,2599,3048,449,85.30,14.70
2021-01-03,3,1753,1860,107,94.20,5.80
2021-01-03,1,269,284,15,94.70,5.30
2021-01-03,2,120,255,135,47.10,52.90
