date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2020-09-14,0,2003,3062,1059,65.40,34.60
2020-09-14,1,312,374,62,83.40,16.60
2020-09-14,2,91,244,153,37.30,62.70
