date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-21,0,2566,3046,423,84.20,15.80
2021-10-21,3,1679,1831,100,91.70,8.30
2021-10-21,1,287,317,14,90.50,9.50
2021-10-21,2,160,446,286,35.90,64.10
