date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-11-11,0,2454,3087,509,79.50,20.50
2021-11-11,3,1626,1856,148,87.60,12.40
2021-11-11,1,284,317,28,89.60,10.40
2021-11-11,2,49,182,133,26.90,73.10
