date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-08-27,0,2633,3076,374,85.60,14.40
2021-08-27,3,1686,1862,88,90.50,9.50
2021-08-27,,316,317,6,99.70,0.30
2021-08-27,2,222,422,200,52.60,47.40
