date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-08-08,0,2044,2484,330,82.30,17.70
2022-08-08,3,1565,1832,184,85.40,14.60
2022-08-08,1,283,317,30,89.30,10.70
2022-08-08,2,107,427,320,25.10,74.90
