date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-12-07,0,2482,3092,519,80.30,19.70
2021-12-07,3,1632,1856,118,87.90,12.10
2021-12-07,1,267,317,40,84.20,15.80
2021-12-07,2,41,126,85,32.50,67.50
