date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-10-23,0,2170,2526,193,85.90,14.10
2022-10-23,3,1677,1874,86,89.50,10.50
2022-10-23,1,262,317,16,82.60,17.40
2022-10-23,2,96,416,320,23.10,76.90
