date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2020-10-04,0,2283,3062,779,74.60,25.40
2020-10-04,1,240,278,38,86.30,13.70
2020-10-04,2,93,244,151,38.10,61.90
