date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-02-04,0,2570,3070,372,83.70,16.30
2022-02-04,3,1704,1832,30,93.00,7.00
2022-02-04,1,303,317,1,95.60,4.40
2022-02-04,2,210,434,224,48.40,51.60
