date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-09-26,0,2046,2492,229,82.10,17.90
2022-09-26,3,1591,1842,89,86.40,13.60
2022-09-26,1,271,317,16,85.50,14.50
2022-09-26,2,103,413,310,24.90,75.10
