date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-07-02,0,2560,3086,461,83.00,17.00
2021-07-02,3,1620,1860,153,87.10,12.90
2021-07-02,1,288,317,26,90.90,9.10
2021-07-02,2,116,398,282,29.10,70.90
