date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-06-22,0,2044,2478,274,82.50,17.50
2022-06-22,3,1594,1832,111,87.00,13.00
2022-06-22,1,263,317,37,83.00,17.00
2022-06-22,2,117,427,310,27.40,72.60
