date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-11-09,0,2354,3077,615,76.50,23.50
2021-11-09,3,1550,1860,226,83.30,16.70
2021-11-09,1,271,317,40,85.50,14.50
2021-11-09,2,39,110,71,35.50,64.50
