date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-17,0,2474,3047,468,81.20,18.80
2021-10-17,3,1465,1831,117,88.10,11.90
2021-10-17,1,289,318,21,90.90,9.10
2021-10-17,2,187,509,322,36.70,63.30
