date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-14,0,2546,3047,392,83.60,16.40
2021-10-14,3,1642,1831,84,89.70,10.30
2021-10-14,1,292,318,14,91.80,8.20
2021-10-14,2,185,513,328,36.10,63.90
