date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-07-31,0,1987,2475,288,80.30,19.70
2022-07-31,3,1518,1825,150,83.20,16.80
2022-07-31,1,275,317,33,86.80,13.20
2022-07-31,2,78,420,342,18.60,81.40
