date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-01-29,0,2638,3065,338,86.10,13.90
2022-01-29,3,1706,1832,45,93.10,6.90
2022-01-29,1,295,317,5,93.10,6.90
2022-01-29,2,198,437,239,45.30,54.70
