date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-29,0,2442,3091,500,79.00,21.00
2021-10-29,3,1638,1860,140,88.10,11.90
2021-10-29,1,280,317,31,88.30,11.70
2021-10-29,2,166,447,281,37.10,62.90
