date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-03-08,0,2417,3092,675,78.20,21.80
2021-03-08,3,1707,1866,159,91.50,8.50
2021-03-08,1,287,317,30,90.50,9.50
2021-03-08,2,95,259,164,36.70,63.30
