date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-12-26,0,2193,2526,167,86.80,13.20
2022-12-26,3,1665,1874,92,88.80,11.20
2022-12-26,1,282,317,19,89.00,11.00
2022-12-26,2,96,328,232,29.30,70.70
