date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-11-19,0,2486,3073,495,80.90,19.10
2021-11-19,3,1676,1856,119,90.30,9.70
2021-11-19,1,274,317,35,86.40,13.60
2021-11-19,2,118,431,313,27.40,72.60
