date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-12-19,0,2193,2526,167,86.80,13.20
2022-12-19,3,1684,1874,53,89.90,10.10
2022-12-19,1,281,317,28,88.60,11.40
2022-12-19,2,109,394,285,27.70,72.30
