date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-02-13,0,2416,3061,645,78.90,21.10
2021-02-13,3,1681,1868,187,90.00,10.00
2021-02-13,1,256,284,28,90.10,9.90
2021-02-13,2,116,259,143,44.80,55.20
