date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-06-01,0,2523,3079,556,81.90,18.10
2021-06-01,3,1688,1853,165,91.10,8.90
2021-06-01,1,288,317,29,90.90,9.10
2021-06-01,2,79,258,179,30.60,69.40
