date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-11,0,2455,3047,493,80.60,19.40
2021-10-11,3,1619,1831,126,88.40,11.60
2021-10-11,1,291,318,16,91.50,8.50
2021-10-11,2,72,126,54,57.10,42.90
