date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-12-21,0,2443,3073,503,79.50,20.50
2021-12-21,3,1621,1856,149,87.30,12.70
2021-12-21,1,272,317,34,85.80,14.20
2021-12-21,2,40,124,84,32.30,67.70
