date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-03-27,0,2433,2874,305,84.70,15.30
2022-03-27,3,1648,1830,67,90.10,9.90
2022-03-27,1,288,317,24,90.90,9.10
2022-03-27,2,106,436,330,24.30,75.70
