date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-11-24,0,2479,3087,487,80.30,19.70
2021-11-24,3,1645,1856,119,88.60,11.40
2021-11-24,1,283,317,29,89.30,10.70
2021-11-24,2,139,442,303,31.40,68.60
