date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-10-01,0,2528,3038,432,83.20,16.80
2021-10-01,3,1636,1823,93,89.70,10.30
2021-10-01,1,300,318,13,94.30,5.70
2021-10-01,2,246,431,185,57.10,42.90
