date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-01-12,0,2592,3076,371,84.30,15.70
2022-01-12,3,1692,1859,65,91.00,9.00
2022-01-12,1,291,317,20,91.80,8.20
2022-01-12,2,159,433,274,36.70,63.30
