date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2021-11-02,0,2391,3077,537,77.70,22.30
2021-11-02,3,1557,1860,189,83.70,16.30
2021-11-02,1,285,317,27,89.90,10.10
2021-11-02,2,151,448,297,33.70,66.30
