date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2022-05-06,0,1937,2476,401,78.20,21.80
2022-05-06,3,1499,1830,227,81.90,18.10
2022-05-06,1,267,317,34,84.20,15.80
2022-05-06,2,114,431,317,26.50,73.50
