date_stamp,resource_type,cnt_used,cnt_capacity,cnt_available,pct_used,pct_available
2020-09-25,0,2240,3062,822,73.20,26.80
2020-09-25,1,228,278,50,82.00,18.00
2020-09-25,2,103,245,142,42.00,58.00
