district_id,region_id,school_id,can_submit_covid_data,student_cases,staff_cases,student_cases_prev_week,staff_cases_prev_week,student_cases_inferred,staff_cases_inferred,student_cases_prev_week_inferred,staff_cases_prev_week_inferred,date_stamp,op_model_id,op_has_restrictions,op_restrictions,op_restrictions_end_date,op_last_update,date_cases_updated
TN-00100,6,TN-00100-0035,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-10 18:08:01,
TN-00100,6,TN-00100-0040,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-10 18:08:28,
TN-00100,6,TN-00100-0043,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-23 14:22:19,
TN-00100,6,TN-00100-0045,1,<5,0,,,5,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-29 15:55:51,2020-09-28 15:55:51
TN-00100,6,TN-00100-0050,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-01 00:00:00,
TN-00100,6,TN-00100-0052,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-10 18:09:09,
TN-00100,6,TN-00100-0055,1,0,<5,,,0,5,0,0,2020-10-01 00:00:00,3,0,,,2020-09-29 19:46:35,2020-09-28 15:56:27
TN-00100,6,TN-00100-0085,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-10 18:09:21,
TN-00100,6,TN-00100-0090,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-10 18:09:33,
TN-00100,6,TN-00100-0095,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-10 18:09:44,
TN-00101,6,TN-00101-0010,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-01 00:00:00,
TN-00101,6,TN-00101-0015,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-01 00:00:00,
TN-00101,6,TN-00101-0020,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-01 00:00:00,
TN-00101,6,TN-00101-0025,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-01 00:00:00,
TN-00101,6,TN-00101-0030,1,,,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-08-01 00:00:00,
TN-00110,3,TN-00110-0005,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:09:03,2020-09-28 15:09:03
TN-00110,3,TN-00110-0010,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:09:16,2020-09-28 15:09:16
TN-00110,3,TN-00110-0014,1,<5,0,,,5,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:07:51,2020-09-28 15:07:51
TN-00110,3,TN-00110-0015,1,0,0,,,0,0,0,0,2020-10-01 00:00:00,3,0,,,2020-09-28 15:09:29,2020-09-28 15:09:29
