pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
46,Manitoba,Manitoba,27-11-2020,,15632,0.0,280,15632,338105.0,347081,6487,41.5,244337.01,250823.66,344,2.2,1129.67,20.23,14,1.79,3298.0,2232,310,56.71,8865,640.64,5416,391.4,143,10.33,2713,196.06,73,5.28,387.57,28.01,10.0,0.75,468.79
35,Ontario,Ontario,27-11-2020,,111216,0.0,3523,111216,5926130.0,5921974,94366,84.85,399704.55,399424.24,1855,1.67,750.13,23.76,19,3.17,56140.0,47576,1451,11.98,13327,89.89,20036,135.14,268,1.81,10426,70.32,135,0.91,1489.43,10.05,19.0,0.13,636.48
24,Quebec,Québec,27-11-2020,,138163,0.0,6984,138163,2157797.0,3536832,119727,86.66,250775.55,411044.69,1269,0.92,1605.71,81.17,37,5.05,21587.0,30044,1236,8.29,11452,133.09,16968,197.2,398,4.63,8464,98.37,210,2.44,1209.14,14.05,30.0,0.35,1391.45
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-11-2020,,331,0.0,4,331,61457.0,101885,296,89.43,118060.99,195724.55,4,1.21,63.59,0.77,0,1.21,879.0,930,1,9.37,31,5.96,32,6.15,0,0.0,20,3.84,0,0.0,2.86,0.55,0.0,0.0,56.86
13,New Brunswick,Nouveau-Brunswick,27-11-2020,,477,0.0,7,477,97995.0,122060,356,74.63,124166.11,154658.05,12,2.52,60.44,0.89,0,1.47,1086.0,1645,3,23.9,114,14.44,119,15.08,1,0.13,76,9.63,1,0.13,10.86,1.38,0.0,0.02,45.11
12,Nova Scotia,Nouvelle-Écosse,27-11-2020,,1266,0.0,65,1266,136653.0,173198,1082,85.47,137747.4,174585.08,9,0.71,127.61,6.55,0,5.13,1963.0,2251,4,9.4,119,12.0,130,13.1,0,0.0,106,10.68,0,0.0,15.14,1.53,0.0,0.0,109.07
11,Prince Edward Island,Île-du-Prince-Édouard,27-11-2020,,70,0.0,0,70,57943.0,56353,68,97.14,352627.22,342950.86,0,0.0,42.6,0.0,0,0.0,1207.0,482,0,2.86,2,1.22,2,1.22,0,0.0,2,1.22,0,0.0,0.29,0.17,0.0,0.0,41.38
60,Yukon,Yukon,27-11-2020,,42,0.0,1,42,5113.0,5499,29,69.05,118945.7,127925.37,3,7.14,97.71,2.33,0,2.38,0.0,125,6,28.57,12,27.92,18,41.87,0,0.0,13,30.24,0,0.0,1.86,4.32,0.0,0.0,67.46
61,Northwest Territories,Territoires du Nord-Ouest,27-11-2020,,15,0.0,0,15,6302.0,7358,15,100.0,138493.32,161700.07,0,0.0,32.96,0.0,0,0.0,32.0,54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.96
62,Nunavut,Nunavut,27-11-2020,,159,0.0,0,159,4064.0,4882,8,5.03,103139.35,123899.2,4,2.52,403.52,0.0,0,0.0,0.0,54,3,94.97,151,383.22,155,393.37,0,0.0,75,190.34,0,0.0,10.71,27.19,0.0,0.0,20.3
99,Repatriated travellers,Voyageurs rapatriés,27-11-2020,,13,0.0,0,13,76.0,48,13,100.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,Canada,Canada,27-11-2020,,359064,0.0,11822,359064,11262041.0,13883888,286504,79.79,294462.41,363014.4,5967,1.66,938.82,30.91,94,3.29,102228.0,118072,5581,16.92,60738,158.81,71746,187.59,1051,2.75,38345,100.26,551,1.44,5477.86,14.32,79.0,0.21,749.11
59,British Columbia,Colombie-Britannique,28-11-2020,,31634,0.0,410,31634,783409.0,1118729,21304,67.35,150227.86,214529.4,750,2.37,606.62,7.86,15,1.3,6681.0,14233,0,31.36,9920,190.23,9995,191.67,120,2.3,5447,104.45,79,1.51,778.14,14.92,11.0,0.22,408.53
48,Alberta,Alberta,28-11-2020,,54836,0.0,524,54836,1445984.0,2189127,39381,71.82,325461.04,492727.13,1731,3.16,1234.24,11.79,5,0.96,6617.0,16353,1012,27.23,14931,336.07,16498,371.34,123,2.77,9548,214.91,53,1.19,1364.0,30.7,8.0,0.17,886.38
47,Saskatchewan,Saskatchewan,28-11-2020,,7888,0.0,45,7888,256171.0,333135,4521,57.31,217122.77,282355.12,197,2.5,668.56,3.81,1,0.57,1860.0,3687,137,42.11,3322,281.56,3068,260.03,16,1.36,1651,139.93,12,1.02,235.86,19.99,2.0,0.15,383.19
46,Manitoba,Manitoba,28-11-2020,,16118,0.0,290,16118,338105.0,350444,6804,42.21,244337.01,253253.98,486,3.02,1164.79,20.96,10,1.8,0.0,3363,317,55.99,9024,652.13,5665,409.39,138,9.97,2814,203.36,73,5.28,402.0,29.05,10.0,0.75,491.7
35,Ontario,Ontario,28-11-2020,,113038,0.0,3548,113038,5979414.0,5980011,95876,84.82,403298.44,403338.71,1822,1.61,762.42,23.93,25,3.14,53284.0,58037,1510,12.04,13614,91.82,20277,136.76,274,1.85,10660,71.9,139,0.94,1522.86,10.27,20.0,0.13,646.66
24,Quebec,Québec,28-11-2020,,139643,0.0,7021,139643,2168061.0,3566735,120906,86.58,251968.42,414519.97,1480,1.06,1622.91,81.6,37,5.03,10264.0,29903,1179,8.39,11716,136.16,17000,197.57,410,4.76,8755,101.75,215,2.5,1250.71,14.54,31.0,0.36,1405.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-11-2020,,333,0.0,4,333,61834.0,103106,297,89.19,118785.21,198070.13,2,0.6,63.97,0.77,0,1.2,377.0,1221,1,9.61,32,6.15,32,6.15,0,0.0,17,3.27,0,0.0,2.43,0.47,0.0,0.0,57.05
13,New Brunswick,Nouveau-Brunswick,28-11-2020,,481,0.0,7,481,98513.0,123623,363,75.47,124822.45,156638.47,4,0.83,60.95,0.89,0,1.46,518.0,1563,7,23.08,111,14.06,117,14.82,1,0.13,57,7.22,1,0.13,8.14,1.03,0.0,0.02,45.99
12,Nova Scotia,Nouvelle-Écosse,28-11-2020,,1280,0.0,65,1280,139261.0,176304,1090,85.16,140376.29,177715.95,14,1.09,129.03,6.55,0,5.08,2608.0,3106,8,9.77,125,12.6,138,13.91,0,0.0,112,11.29,0,0.0,16.0,1.61,0.0,0.0,109.87
11,Prince Edward Island,Île-du-Prince-Édouard,28-11-2020,,72,0.0,0,72,58524.0,56988,68,94.44,356163.05,346815.32,2,2.78,43.82,0.0,0,0.0,581.0,635,0,5.56,4,2.43,4,2.43,0,0.0,4,2.43,0,0.0,0.57,0.35,0.0,0.0,41.38
60,Yukon,Yukon,28-11-2020,,45,0.0,1,45,5166.0,5620,29,64.44,120178.66,130740.24,3,6.67,104.69,2.33,0,2.22,53.0,121,0,33.33,15,34.9,21,48.85,0,0.0,16,37.22,0,0.0,2.29,5.32,0.0,0.0,67.46
61,Northwest Territories,Territoires du Nord-Ouest,28-11-2020,,15,0.0,0,15,6302.0,7410,15,100.0,138493.32,162842.83,0,0.0,32.96,0.0,0,0.0,0.0,52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.96
62,Nunavut,Nunavut,28-11-2020,,164,0.0,0,164,4105.0,4993,33,20.12,104179.88,126716.24,5,3.05,416.21,0.0,0,0.0,41.0,111,25,79.88,131,332.46,160,406.06,0,0.0,55,139.58,0,0.0,7.86,19.94,0.0,0.0,83.75
99,Repatriated travellers,Voyageurs rapatriés,28-11-2020,,13,0.0,0,13,76.0,48,13,100.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,Canada,Canada,28-11-2020,,365560,0.0,11915,365560,11344925.0,14016273,290700,79.52,296629.53,366475.8,6496,1.78,955.81,31.15,93,3.26,82884.0,132385,4196,17.22,62945,164.58,72975,190.8,1082,2.83,39136,102.33,572,1.5,5590.86,14.62,82.0,0.21,760.08
59,British Columbia,Colombie-Britannique,29-11-2020,,32642,0.0,427,32642,783409.0,1133941,21304,65.27,150227.86,217446.48,1008,3.09,625.95,8.19,17,1.31,0.0,15212,0,33.43,10911,209.23,10344,198.36,137,2.63,5829,111.78,96,1.84,832.71,15.97,14.0,0.26,408.53
48,Alberta,Alberta,29-11-2020,,56444,0.0,533,56444,1445984.0,2210873,40219,71.25,325461.04,497621.7,1608,2.85,1270.44,12.0,9,0.94,0.0,21746,838,27.8,15692,353.19,17115,385.22,126,2.84,9572,215.45,62,1.4,1367.43,30.78,9.0,0.2,905.25
47,Saskatchewan,Saskatchewan,29-11-2020,,8239,0.0,45,8239,258367.0,336494,4589,55.7,218984.04,285202.11,351,4.26,698.31,3.81,0,0.55,2196.0,3359,68,43.76,3605,305.55,3238,274.44,14,1.19,1766,149.68,12,1.02,252.29,21.38,2.0,0.15,388.95
46,Manitoba,Manitoba,29-11-2020,,16483,0.0,301,16483,338105.0,353411,7010,42.53,244337.01,255398.13,365,2.21,1191.17,21.75,11,1.83,0.0,2967,206,55.65,9172,662.83,5536,400.07,139,10.05,2939,212.39,72,5.2,419.86,30.34,10.0,0.74,506.59
35,Ontario,Ontario,29-11-2020,,114746,0.0,3572,114746,6031609.0,6035097,97319,84.81,406818.88,407054.14,1708,1.49,773.94,24.09,24,3.11,52195.0,55086,1443,12.07,13855,93.45,20737,139.87,269,1.81,10834,73.07,151,1.02,1547.71,10.44,22.0,0.15,656.4
24,Quebec,Québec,29-11-2020,,141038,0.0,7033,141038,2177421.0,3594799,122014,86.51,253056.22,417781.52,1395,0.99,1639.12,81.74,12,4.99,9360.0,28064,1108,8.5,11991,139.36,17184,199.71,407,4.73,8996,104.55,204,2.37,1285.14,14.94,29.0,0.34,1418.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-11-2020,,337,0.0,4,337,62273.0,103933,297,88.13,119628.55,199658.82,4,1.19,64.74,0.77,0,1.19,439.0,827,0,10.68,36,6.92,34,6.53,0,0.0,18,3.46,0,0.0,2.57,0.49,0.0,0.0,57.05
13,New Brunswick,Nouveau-Brunswick,29-11-2020,,495,0.0,7,495,99406.0,124608,369,74.55,125953.94,157886.53,14,2.83,62.72,0.89,0,1.41,893.0,985,6,24.04,119,15.08,128,16.22,1,0.13,65,8.24,1,0.13,9.29,1.18,0.0,0.02,46.75
12,Nova Scotia,Nouvelle-Écosse,29-11-2020,,1290,0.0,65,1290,141190.0,179947,1100,85.27,142320.74,181388.13,10,0.78,130.03,6.55,0,5.04,1929.0,3643,10,9.69,125,12.6,146,14.72,0,0.0,111,11.19,0,0.0,15.86,1.6,0.0,0.0,110.88
11,Prince Edward Island,Île-du-Prince-Édouard,29-11-2020,,72,0.0,0,72,59077.0,58195,68,94.44,359528.48,354160.83,0,0.0,43.82,0.0,0,0.0,553.0,1207,0,5.56,4,2.43,4,2.43,0,0.0,4,2.43,0,0.0,0.57,0.35,0.0,0.0,41.38
60,Yukon,Yukon,29-11-2020,,45,0.0,1,45,5166.0,5864,29,64.44,120178.66,136416.51,0,0.0,104.69,2.33,0,2.22,0.0,244,0,33.33,15,34.9,21,48.85,0,0.0,13,30.24,0,0.0,1.86,4.32,0.0,0.0,67.46
61,Northwest Territories,Territoires du Nord-Ouest,29-11-2020,,15,0.0,0,15,6302.0,7460,15,100.0,138493.32,163941.63,0,0.0,32.96,0.0,0,0.0,0.0,50,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.96
62,Nunavut,Nunavut,29-11-2020,,177,0.0,0,177,4187.0,5096,65,36.72,106260.94,129330.25,13,7.34,449.2,0.0,0,0.0,82.0,103,32,63.28,112,284.24,159,403.52,0,0.0,47,119.28,0,0.0,6.71,17.04,0.0,0.0,164.96
99,Repatriated travellers,Voyageurs rapatriés,29-11-2020,,13,0.0,0,13,76.0,48,13,100.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,Canada,Canada,29-11-2020,,372036,0.0,11988,372036,11412572.0,14149766,294411,79.14,298398.26,369966.17,6476,1.74,972.74,31.34,73,3.22,67647.0,133493,3711,17.64,65637,171.62,74646,195.17,1093,2.86,40194,105.09,598,1.56,5742.0,15.01,85.0,0.22,769.78
59,British Columbia,Colombie-Britannique,30-11-2020,,33238,0.0,441,33238,783409.0,1147254,23111,69.53,150227.86,219999.41,596,1.79,637.38,8.46,14,1.33,0.0,13313,1807,29.14,9686,185.74,10294,197.4,142,2.72,5831,111.82,93,1.78,833.0,15.97,13.0,0.25,443.18
48,Alberta,Alberta,30-11-2020,,58177,0.0,541,58177,1445984.0,2234255,41182,70.79,325461.04,502884.5,1733,2.98,1309.44,12.18,8,0.93,0.0,23382,963,28.28,16454,370.35,17988,404.87,114,2.57,9756,219.59,65,1.46,1393.71,31.37,9.0,0.21,926.92
47,Saskatchewan,Saskatchewan,30-11-2020,,8564,0.0,47,8564,260818.0,340320,4638,54.16,221061.43,288444.91,325,3.79,725.86,3.98,2,0.55,2451.0,3826,49,45.29,3879,328.77,3382,286.65,16,1.36,1856,157.31,10,0.85,265.14,22.47,1.0,0.12,393.1
46,Manitoba,Manitoba,30-11-2020,,16825,0.0,312,16825,347108.0,356631,7253,43.11,250843.17,257725.12,342,2.03,1215.89,22.55,11,1.85,9003.0,3220,243,55.04,9260,669.19,5486,396.45,140,10.12,2738,197.87,76,5.49,391.14,28.27,11.0,0.78,524.15
35,Ontario,Ontario,30-11-2020,,116492,0.0,3579,116492,6069726.0,6089056,98639,84.67,409389.79,410693.56,1746,1.5,785.71,24.14,7,3.07,38117.0,53959,1320,12.25,14274,96.28,20996,141.61,267,1.8,10991,74.13,142,0.96,1570.14,10.59,20.0,0.14,665.3
24,Quebec,Québec,30-11-2020,,142371,0.0,7056,142371,2186076.0,3619894,123177,86.52,254062.09,420698.02,1333,0.94,1654.61,82.0,23,4.96,8655.0,25095,1163,8.53,12138,141.07,17299,201.05,405,4.71,9165,106.51,214,2.49,1309.29,15.22,31.0,0.36,1431.54
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-11-2020,,338,0.0,4,338,62520.0,104697,298,88.17,120103.04,201126.49,1,0.3,64.93,0.77,0,1.18,247.0,764,1,10.65,36,6.92,35,6.72,0,0.0,17,3.27,0,0.0,2.43,0.47,0.0,0.0,57.25
13,New Brunswick,Nouveau-Brunswick,30-11-2020,,501,0.0,7,501,100485.0,125971,374,74.65,127321.11,159613.54,6,1.2,63.48,0.89,0,1.4,1079.0,1363,5,23.95,120,15.2,126,15.97,1,0.13,56,7.1,0,0.0,8.0,1.01,0.0,0.0,47.39
12,Nova Scotia,Nouvelle-Écosse,30-11-2020,,1305,0.0,65,1305,143754.0,182202,1102,84.44,144905.27,183661.19,15,1.15,131.55,6.55,0,4.98,2564.0,2255,2,10.57,138,13.91,159,16.03,0,0.0,115,11.59,0,0.0,16.43,1.66,0.0,0.0,111.08
11,Prince Edward Island,Île-du-Prince-Édouard,30-11-2020,,72,0.0,0,72,59923.0,58776,68,94.44,364677.03,357696.66,0,0.0,43.82,0.0,0,0.0,846.0,581,0,5.56,4,2.43,4,2.43,0,0.0,3,1.83,0,0.0,0.43,0.26,0.0,0.0,41.38
60,Yukon,Yukon,30-11-2020,,47,0.0,1,47,5166.0,5947,29,61.7,120178.66,138347.37,2,4.26,109.34,2.33,0,2.13,0.0,83,0,36.17,17,39.55,23,53.51,0,0.0,9,20.94,0,0.0,1.29,2.99,0.0,0.0,67.46
61,Northwest Territories,Territoires du Nord-Ouest,30-11-2020,,15,0.0,0,15,6355.0,7467,15,100.0,139658.05,164095.46,0,0.0,32.96,0.0,0,0.0,53.0,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.96
62,Nunavut,Nunavut,30-11-2020,,181,0.0,0,181,4242.0,5174,73,40.33,107656.78,131309.8,4,2.21,459.36,0.0,0,0.0,55.0,78,8,59.67,108,274.09,155,393.37,0,0.0,47,119.28,0,0.0,6.71,17.04,0.0,0.0,185.27
99,Repatriated travellers,Voyageurs rapatriés,30-11-2020,,13,0.0,0,13,76.0,48,13,100.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,Canada,Canada,30-11-2020,,378139,0.0,12053,378139,11475642.0,14277692,299972,79.33,300047.31,373310.98,6103,1.61,988.7,31.51,65,3.19,63070.0,127926,5561,17.48,66114,172.86,75947,198.57,1085,2.84,40584,106.11,600,1.57,5797.71,15.16,86.0,0.22,784.32
59,British Columbia,Colombie-Britannique,01-12-2020,,33894,0.0,457,33894,802376.0,1156745,23774,70.14,153865.01,221819.42,656,1.94,649.96,8.76,16,1.35,18967.0,9491,663,28.51,9663,185.3,10233,196.23,147,2.82,5546,106.35,99,1.9,792.29,15.19,14.0,0.27,455.89
48,Alberta,Alberta,01-12-2020,,59484,0.0,551,59484,1473584.0,2254848,42305,71.12,331673.22,507519.56,1307,2.2,1338.86,12.4,10,0.93,27600.0,20593,1123,27.95,16628,374.26,18522,416.89,119,2.68,9948,223.91,59,1.33,1421.14,31.99,8.0,0.19,952.2
47,Saskatchewan,Saskatchewan,01-12-2020,,8745,0.0,51,8745,262262.0,344571,4875,55.75,222285.32,292047.93,181,2.07,741.2,4.32,4,0.58,1444.0,4251,237,43.67,3819,323.69,3323,281.65,20,1.7,1862,157.82,14,1.19,266.0,22.55,2.0,0.17,413.19
46,Manitoba,Manitoba,01-12-2020,,17107,0.0,328,17107,349309.0,359491,7713,45.09,252433.76,259791.94,282,1.65,1236.26,23.7,16,1.92,2201.0,2860,460,53.0,9066,655.17,5499,397.39,149,10.77,2549,184.21,80,5.78,364.14,26.32,11.0,0.83,557.39
35,Ontario,Ontario,01-12-2020,,118199,0.0,3586,118199,6103234.0,6128462,100012,84.61,411649.83,413351.4,1707,1.44,797.23,24.19,7,3.03,33508.0,39406,1373,12.35,14601,98.48,21454,144.7,264,1.78,11689,78.84,136,0.92,1669.86,11.26,19.0,0.13,674.56
24,Quebec,Québec,01-12-2020,,143548,0.0,7084,143548,2194452.0,3640962,124200,86.52,255035.54,423146.51,1177,0.82,1668.29,82.33,28,4.93,8376.0,21068,1023,8.54,12264,142.53,17494,203.31,409,4.75,9218,107.13,197,2.29,1316.86,15.3,28.0,0.33,1443.43
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-12-2020,,339,0.0,4,339,62844.0,105178,302,89.09,120725.46,202050.51,1,0.29,65.12,0.77,0,1.18,324.0,481,4,9.73,33,6.34,34,6.53,0,0.0,16,3.07,0,0.0,2.29,0.44,0.0,0.0,58.02
13,New Brunswick,Nouveau-Brunswick,01-12-2020,,508,0.0,7,508,101550.0,127537,385,75.79,128670.53,161597.77,7,1.38,64.37,0.89,0,1.38,1065.0,1566,11,22.83,116,14.7,129,16.35,1,0.13,58,7.35,0,0.0,8.29,1.05,0.0,0.0,48.78
12,Nova Scotia,Nouvelle-Écosse,01-12-2020,,1315,0.0,65,1315,146919.0,185256,1108,84.26,148095.62,186739.65,10,0.76,132.55,6.55,0,4.94,3165.0,3054,6,10.8,142,14.31,164,16.53,0,0.0,88,8.87,0,0.0,12.57,1.27,0.0,0.0,111.69
11,Prince Edward Island,Île-du-Prince-Édouard,01-12-2020,,72,0.0,0,72,60683.0,59329,68,94.44,369302.21,361062.09,0,0.0,43.82,0.0,0,0.0,760.0,553,0,5.56,4,2.43,4,2.43,0,0.0,3,1.83,0,0.0,0.43,0.26,0.0,0.0,41.38
60,Yukon,Yukon,01-12-2020,,47,0.0,1,47,5336.0,6045,29,61.7,124133.44,140627.18,0,0.0,109.34,2.33,0,2.13,170.0,98,0,36.17,17,39.55,22,51.18,0,0.0,9,20.94,0,0.0,1.29,2.99,0.0,0.0,67.46
61,Northwest Territories,Territoires du Nord-Ouest,01-12-2020,,15,0.0,0,15,6397.0,7476,15,100.0,140581.05,164293.25,0,0.0,32.96,0.0,0,0.0,42.0,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.96
62,Nunavut,Nunavut,01-12-2020,,182,0.0,0,182,4300.0,5226,89,48.9,109128.75,132629.5,1,0.55,461.89,0.0,0,0.0,58.0,52,16,51.1,93,236.02,122,309.62,0,0.0,38,96.44,0,0.0,5.43,13.78,0.0,0.0,225.87
99,Repatriated travellers,Voyageurs rapatriés,01-12-2020,,13,0.0,0,13,76.0,48,13,100.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,Canada,Canada,01-12-2020,,383468,0.0,12134,383468,11573322.0,14381174,304888,79.51,302601.3,376016.67,5329,1.39,1002.63,31.73,81,3.16,97680.0,103482,4916,17.33,66446,173.73,77000,201.33,1109,2.9,41024,107.26,585,1.53,5860.57,15.32,84.0,0.22,797.17
59,British Columbia,Colombie-Britannique,02-12-2020,,34728,0.0,469,34728,807438.0,1165416,24424,70.33,154835.7,223482.18,834,2.4,665.95,8.99,12,1.35,5062.0,8671,650,28.32,9835,188.6,10306,197.63,149,2.86,5642,108.19,98,1.88,806.0,15.46,14.0,0.27,468.36
48,Alberta,Alberta,02-12-2020,,61169,0.0,561,61169,1487573.0,2270731,43464,71.06,334821.86,511094.5,1685,2.75,1376.79,12.63,10,0.92,13989.0,15883,1159,28.03,17144,385.88,19477,438.39,118,2.66,10368,233.36,61,1.37,1481.14,33.34,9.0,0.2,978.28
47,Saskatchewan,Saskatchewan,02-12-2020,,8982,0.0,53,8982,263604.0,347002,4959,55.21,223422.76,294108.37,237,2.64,761.29,4.49,2,0.59,1342.0,2431,84,44.2,3970,336.49,3429,290.63,21,1.78,1935,164.0,16,1.36,276.43,23.43,2.0,0.19,420.31
46,Manitoba,Manitoba,02-12-2020,,17384,0.0,342,17384,351645.0,361799,8072,46.43,254121.91,261459.86,277,1.59,1256.28,24.72,14,1.97,2336.0,2308,359,51.6,8970,648.23,5377,388.58,152,10.98,2477,179.0,86,6.21,353.86,25.57,12.0,0.89,583.34
35,Ontario,Ontario,02-12-2020,,119922,0.0,3621,119922,6146013.0,6163102,101698,84.8,414535.18,415687.8,1723,1.44,808.85,24.42,35,3.02,42779.0,34640,1686,12.18,14603,98.49,21760,146.77,269,1.81,12039,81.2,136,0.92,1719.86,11.6,19.0,0.13,685.93
24,Quebec,Québec,02-12-2020,,145062,0.0,7125,145062,2204216.0,3662447,125197,86.31,256170.29,425643.46,1514,1.04,1685.89,82.81,41,4.91,9764.0,21485,997,8.78,12740,148.06,17829,207.21,415,4.82,9632,111.94,210,2.44,1376.0,15.99,30.0,0.35,1455.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-12-2020,,340,0.0,4,340,63163.0,105616,306,90.0,121338.27,202891.92,1,0.29,65.32,0.77,0,1.18,319.0,438,4,8.82,30,5.76,33,6.34,0,0.0,16,3.07,0,0.0,2.29,0.44,0.0,0.0,58.78
13,New Brunswick,Nouveau-Brunswick,02-12-2020,,514,0.0,7,514,102612.0,128554,388,75.49,130016.16,162886.38,6,1.17,65.13,0.89,0,1.36,1062.0,1017,3,23.15,119,15.08,126,15.97,1,0.13,61,7.73,0,0.0,8.71,1.1,0.0,0.0,49.16
12,Nova Scotia,Nouvelle-Écosse,02-12-2020,,1332,0.0,65,1332,149259.0,189381,1140,85.59,150454.36,190897.68,17,1.28,134.27,6.55,0,4.88,2340.0,4125,32,9.53,127,12.8,178,17.94,0,0.0,89,8.97,0,0.0,12.71,1.28,0.0,0.0,114.91
11,Prince Edward Island,Île-du-Prince-Édouard,02-12-2020,,72,0.0,0,72,61037.0,60175,68,94.44,371456.57,366210.64,0,0.0,43.82,0.0,0,0.0,354.0,846,0,5.56,4,2.43,4,2.43,0,0.0,2,1.22,0,0.0,0.29,0.17,0.0,0.0,41.38
60,Yukon,Yukon,02-12-2020,,49,0.0,1,49,5399.0,6143,29,59.18,125599.03,142906.99,2,4.08,113.99,2.33,0,2.04,63.0,98,0,38.78,19,44.2,24,55.83,0,0.0,10,23.26,0,0.0,1.43,3.32,0.0,0.0,67.46
61,Northwest Territories,Territoires du Nord-Ouest,02-12-2020,,15,0.0,0,15,6434.0,7542,15,100.0,141394.16,165743.67,0,0.0,32.96,0.0,0,0.0,37.0,66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.96
62,Nunavut,Nunavut,02-12-2020,,193,0.0,0,193,4345.0,5294,113,58.55,110270.79,134355.25,11,5.7,489.81,0.0,0,0.0,45.0,68,24,41.45,80,203.03,123,312.16,0,0.0,38,96.44,0,0.0,5.43,13.78,0.0,0.0,286.78
99,Repatriated travellers,Voyageurs rapatriés,02-12-2020,,13,0.0,0,13,76.0,48,13,100.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,Canada,Canada,02-12-2020,,389775,0.0,12248,389775,11652814.0,14473250,309886,79.5,304679.73,378424.13,6307,1.62,1019.12,32.02,114,3.14,79492.0,92076,4998,17.35,67641,176.86,78666,205.68,1125,2.94,42309,110.62,607,1.59,6044.14,15.8,87.0,0.23,810.24
59,British Columbia,Colombie-Britannique,03-12-2020,,35421,0.0,481,35421,815367.0,1177023,24928,70.38,156356.18,225707.96,693,1.96,679.24,9.22,12,1.36,7929.0,11607,504,28.27,10012,191.99,10463,200.64,160,3.07,5448,104.47,97,1.86,778.29,14.92,14.0,0.27,478.02
48,Alberta,Alberta,03-12-2020,,63023,0.0,575,63023,1495622.0,2289249,44705,70.93,336633.52,515262.51,1854,2.94,1418.52,12.94,14,0.91,8049.0,18518,1241,28.15,17743,399.36,20226,455.25,124,2.79,11145,250.85,65,1.46,1592.14,35.84,9.0,0.21,1006.22
47,Saskatchewan,Saskatchewan,03-12-2020,,9243,0.0,54,9243,265300.0,349475,5173,55.97,224860.24,296204.41,261,2.82,783.41,4.58,1,0.58,1696.0,2473,214,43.45,4016,340.38,3592,304.45,22,1.86,1881,159.43,14,1.19,268.71,22.78,2.0,0.17,438.45
46,Manitoba,Manitoba,03-12-2020,,17751,0.0,353,17751,354449.0,364017,8268,46.58,256148.26,263062.73,367,2.07,1282.8,25.51,11,1.99,2804.0,2218,196,51.43,9130,659.79,5269,380.77,155,11.2,2463,177.99,87,6.29,351.86,25.43,12.0,0.9,597.5
35,Ontario,Ontario,03-12-2020,,121746,0.0,3635,121746,6197157.0,6207328,103239,84.8,417984.73,418670.74,1824,1.5,821.15,24.52,14,2.99,51144.0,44226,1541,12.22,14872,100.31,22374,150.91,255,1.72,12385,83.53,131,0.88,1769.29,11.93,19.0,0.13,696.32
24,Quebec,Québec,03-12-2020,,146532,0.0,7155,146532,2215810.0,3693972,126179,86.11,257517.73,429307.24,1470,1.0,1702.97,83.15,30,4.88,11594.0,31525,982,9.01,13198,153.38,18092,210.26,411,4.78,9638,112.01,208,2.42,1376.86,16.0,30.0,0.35,1466.43
