pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
11,Prince Edward Island,Île-du-Prince-Édouard,21-04-2020,,26,0,0,26,2330,2288,23,88.46,14597,14334,0,0.00,16.29,0.00,0,0.00,91,153,0,11.54,3,1.88,4,2.51,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,21-04-2020,,11,0,0,11,872,802,8,72.73,20736,19072,0,0.00,26.16,0.00,0,0.00,-6,0,0,27.27,3,7.13,4,9.51,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,21-04-2020,,5,0,0,5,1509,1550,5,100.00,33414,34322,0,0.00,11.07,0.00,0,0.00,14,24,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,21-04-2020,,0,0,0,0,320,244,0,N/A,8132,6200,0,0.00,0.00,0.00,0,,15,0,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,21-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,21-04-2020,,38412,9,1839,38421,569954,460055,13188,34.32,14997,12105,1591,4.32,101.09,4.84,144,4.79,10300,21372,603,60.89,23394,61.55,20524,54.00,1459,3.84,11358,29.89,936,2.46,1623,4.27,134,0.35,1.59
59,British Columbia,Colombie-Britannique,22-04-2020,,1795,0,90,1795,57499,65141,1079,60.11,11170,12654,71,4.12,34.87,1.75,3,5.01,973,1208,38,34.87,626,12.16,459,8.92,42,0.82,234,4.55,15,0.29,33,0.65,2,0.04,0.74
48,Alberta,Alberta,22-04-2020,,3401,0,66,3401,108521,106689,1310,38.52,24542,24128,306,9.89,76.91,1.49,5,1.94,4151,4010,37,59.54,2025,45.80,1978,44.73,37,0.84,1405,31.77,18,0.41,201,4.54,3,0.06,0.84
47,Saskatchewan,Saskatchewan,22-04-2020,,326,0,4,326,24008,23895,261,80.06,20369,20273,6,1.88,27.66,0.34,0,1.23,454,399,9,18.71,61,5.18,55,4.67,1,0.08,22,1.87,0,0.00,3,0.27,0,0.00,0.76
46,Manitoba,Manitoba,22-04-2020,,246,11,6,257,20651,20214,154,59.92,14972,14656,2,0.78,18.63,0.44,0,2.33,323,314,4,37.74,97,7.03,36,2.61,3,0.22,11,0.80,1,0.07,2,0.11,0,0.01,0.29
35,Ontario,Ontario,22-04-2020,,12245,0,664,12245,178467,27716,6221,50.80,12113,1881,510,4.35,83.11,4.51,37,5.42,30361,9330,415,43.77,5360,36.38,6969,47.30,490,3.33,3798,25.78,274,1.86,543,3.68,39,0.27,2.82
24,Quebec,Québec,22-04-2020,,20965,0,1134,20965,176048,187847,4291,20.47,20531,21907,839,4.17,244.50,13.23,93,5.41,4528,4802,243,74.12,15540,181.23,10934,127.52,959,11.18,6105,71.20,647,7.55,872,10.17,92,1.08,2.83
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-04-2020,,256,0,3,256,6655,8805,199,77.73,12747,16864,0,0.00,49.03,0.57,0,1.17,272,100,5,21.09,54,10.34,24,4.60,1,0.19,9,1.72,0,0.00,1,0.25,0,0.00,0.96
13,New Brunswick,Nouveau-Brunswick,22-04-2020,,118,0,0,118,11121,11517,104,88.14,14231,14737,0,0.00,15.10,0.00,0,0.00,322,369,2,11.86,14,1.79,10,1.28,0,0.00,1,0.13,0,0.00,0,0.02,0,0.00,0.26
12,Nova Scotia,Nouvelle-Écosse,22-04-2020,,772,0,12,772,24155,24347,330,42.75,24664,24860,35,4.75,78.83,1.23,2,1.55,894,516,44,55.70,430,43.91,430,43.91,11,1.12,223,22.77,9,0.92,32,3.25,1,0.13,4.49
11,Prince Edward Island,Île-du-Prince-Édouard,22-04-2020,,26,0,0,26,2344,2316,24,92.31,14684,14509,0,0.00,16.29,0.00,0,0.00,14,28,1,7.69,2,1.25,2,1.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.63
60,Yukon,Yukon,22-04-2020,,11,0,0,11,878,815,8,72.73,20879,19381,0,0.00,26.16,0.00,0,0.00,6,13,0,27.27,3,7.13,4,9.51,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,22-04-2020,,5,0,0,5,1512,1569,5,100.00,33480,34742,0,0.00,11.07,0.00,0,0.00,3,19,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,22-04-2020,,0,0,0,0,333,261,0,N/A,8462,6632,0,0.00,0.00,0.00,0,,13,17,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,22-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,22-04-2020,,40179,11,1979,40190,612268,481180,13986,34.80,16110,12661,1769,4.60,105.75,5.21,140,4.92,42314,21125,798,60.28,24225,63.74,20901,55.00,1544,4.06,11809,31.07,964,2.54,1687,4.44,138,0.36,2.10
59,British Columbia,Colombie-Britannique,23-04-2020,,1824,0,94,1824,58848,66688,1092,59.87,11432,12955,29,1.62,35.43,1.83,4,5.15,1349,1547,13,34.98,638,12.39,454,8.82,44,0.85,263,5.11,19,0.37,38,0.73,3,0.05,0.25
48,Alberta,Alberta,23-04-2020,,3720,0,67,3720,112562,111002,1357,36.48,25456,25103,319,9.38,84.13,1.52,1,1.80,4041,4313,47,61.72,2296,51.92,2269,51.31,35,0.79,1562,35.32,17,0.38,223,5.05,2,0.05,1.06
47,Saskatchewan,Saskatchewan,23-04-2020,,331,0,4,331,24504,24405,270,81.57,20789,20705,5,1.53,28.08,0.34,0,1.21,496,510,9,17.22,57,4.84,53,4.50,1,0.08,26,2.21,0,0.00,4,0.32,0,0.00,0.76
46,Manitoba,Manitoba,23-04-2020,,251,11,6,262,21229,20657,174,66.41,15392,14977,5,1.95,19.00,0.44,0,2.29,578,443,20,31.30,82,5.95,38,2.76,3,0.22,12,0.87,1,0.07,2,0.12,0,0.01,1.45
35,Ontario,Ontario,23-04-2020,,12879,0,718,12879,188377,38077,6680,51.87,12785,2584,634,5.18,87.41,4.87,54,5.57,9910,10361,459,42.56,5481,37.20,7120,48.32,518,3.52,3918,26.59,290,1.97,560,3.80,41,0.28,3.12
24,Quebec,Québec,23-04-2020,,21838,0,1243,21838,180833,193170,4484,20.53,21089,22528,873,4.16,254.68,14.50,109,5.69,4785,5323,193,73.78,16111,187.89,10926,127.42,1027,11.98,5981,69.75,613,7.15,854,9.96,88,1.02,2.25
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-04-2020,,256,0,3,256,6862,9214,205,80.08,13143,17648,0,0.00,49.03,0.57,0,1.17,207,409,6,18.75,48,9.19,20,3.83,0,0.00,4,0.77,0,0.00,1,0.11,0,0.00,1.15
13,New Brunswick,Nouveau-Brunswick,23-04-2020,,118,0,0,118,11616,11884,104,88.14,14864,15207,0,0.00,15.10,0.00,0,0.00,495,367,0,11.86,14,1.79,7,0.90,0,0.00,1,0.13,0,0.00,0,0.02,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,23-04-2020,,827,0,16,827,24884,25198,358,43.29,25409,25729,55,7.12,84.44,1.63,4,1.93,729,851,28,54.78,453,46.26,454,46.36,14,1.43,248,25.32,13,1.33,35,3.62,2,0.19,2.86
11,Prince Edward Island,Île-du-Prince-Édouard,23-04-2020,,26,0,0,26,2466,2379,24,92.31,15449,14904,0,0.00,16.29,0.00,0,0.00,122,63,0,7.69,2,1.25,1,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
60,Yukon,Yukon,23-04-2020,,11,0,0,11,881,817,8,72.73,20950,19428,0,0.00,26.16,0.00,0,0.00,3,2,0,27.27,3,7.13,3,7.13,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,23-04-2020,,5,0,0,5,1515,1572,5,100.00,33547,34809,0,0.00,11.07,0.00,0,0.00,3,3,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,23-04-2020,,0,0,0,0,340,261,0,N/A,8640,6632,0,0.00,0.00,0.00,0,,7,0,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,23-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,23-04-2020,,42099,11,2151,42110,634993,505372,14761,35.05,16708,13297,1920,4.78,110.80,5.66,172,5.11,22725,24192,775,59.84,25198,66.30,21345,56.16,1642,4.32,12018,31.62,953,2.51,1717,4.52,136,0.36,2.04
59,British Columbia,Colombie-Britannique,24-04-2020,,1853,0,98,1853,60472,68415,1114,60.12,11747,13290,29,1.59,36.00,1.90,4,5.29,1624,1727,22,34.59,641,12.45,443,8.61,43,0.84,278,5.40,21,0.41,40,0.77,3,0.06,0.43
48,Alberta,Alberta,24-04-2020,,4017,0,72,4017,116859,115059,1397,34.78,26427,26020,297,7.98,90.84,1.63,5,1.79,4297,4057,40,63.43,2548,57.62,2517,56.92,33,0.75,1620,36.64,22,0.50,231,5.23,3,0.07,0.90
47,Saskatchewan,Saskatchewan,24-04-2020,,341,0,4,341,25141,24956,280,82.11,21330,21173,10,3.02,28.93,0.34,0,1.17,637,551,10,16.72,57,4.84,56,4.75,1,0.08,34,2.88,0,0.00,5,0.41,0,0.00,0.85
46,Manitoba,Manitoba,24-04-2020,,252,11,6,263,21720,20981,196,74.52,15748,15212,1,0.38,19.07,0.44,0,2.28,491,324,22,23.19,61,4.42,33,2.39,2,0.15,13,0.94,1,0.07,2,0.13,0,0.01,1.60
35,Ontario,Ontario,24-04-2020,,13519,0,768,13519,200270,48291,7087,52.42,13592,3278,640,4.97,91.75,5.21,50,5.68,11893,10214,407,41.90,5664,38.44,7282,49.42,546,3.71,3994,27.11,285,1.93,571,3.87,41,0.28,2.76
24,Quebec,Québec,24-04-2020,,22616,0,1340,22616,185632,199770,4724,20.89,21649,23298,778,3.56,263.76,15.63,97,5.93,4799,6600,240,73.19,16552,193.04,10939,127.57,1099,12.82,5818,67.85,652,7.60,831,9.69,93,1.09,2.80
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-04-2020,,256,0,3,256,7105,9457,207,80.86,13608,18113,0,0.00,49.03,0.57,0,1.17,243,243,2,17.97,46,8.81,17,3.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.38
13,New Brunswick,Nouveau-Brunswick,24-04-2020,,118,0,0,118,11908,12188,107,90.68,15238,15596,0,0.00,15.10,0.00,0,0.00,292,304,3,9.32,11,1.41,6,0.77,0,0.00,1,0.13,0,0.00,0,0.02,0,0.00,0.38
12,Nova Scotia,Nouvelle-Écosse,24-04-2020,,850,0,16,850,25658,26119,392,46.12,26199,26670,23,2.78,86.79,1.63,0,1.88,774,921,34,52.00,442,45.13,443,45.23,14,1.43,244,24.91,12,1.23,35,3.56,2,0.18,3.47
11,Prince Edward Island,Île-du-Prince-Édouard,24-04-2020,,26,0,0,26,2564,2393,24,92.31,16063,14991,0,0.00,16.29,0.00,0,0.00,98,14,0,7.69,2,1.25,1,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
60,Yukon,Yukon,24-04-2020,,11,0,0,11,888,830,8,72.73,21117,19737,0,0.00,26.16,0.00,0,0.00,7,13,0,27.27,3,7.13,3,7.13,0,0.00,2,4.76,0,0.00,0,0.68,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,24-04-2020,,5,0,0,5,1537,1580,5,100.00,34034,34986,0,0.00,11.07,0.00,0,0.00,22,8,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,24-04-2020,,0,0,0,0,354,264,0,N/A,8996,6709,0,0.00,0.00,0.00,0,,14,3,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,24-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,24-04-2020,,43877,11,2307,43888,660184,530351,15541,35.41,17371,13955,1778,4.22,115.48,6.07,156,5.26,25191,24979,780,59.33,26040,68.52,21740,57.20,1738,4.57,12004,31.59,993,2.61,1715,4.51,142,0.37,2.05
59,British Columbia,Colombie-Britannique,25-04-2020,,1948,0,100,1948,63039,70691,1137,58.37,12246,13733,95,5.13,37.84,1.94,2,5.13,2567,2276,23,36.50,711,13.81,503,9.77,42,0.82,330,6.41,22,0.43,47,0.92,3,0.06,0.45
48,Alberta,Alberta,25-04-2020,,4233,0,73,4233,121244,119530,1471,34.75,27419,27032,216,5.38,95.73,1.65,1,1.72,4385,4471,74,63.52,2689,60.81,2664,60.25,33,0.75,1671,37.79,22,0.50,239,5.40,3,0.07,1.67
47,Saskatchewan,Saskatchewan,25-04-2020,,347,2,4,349,25697,25670,288,82.52,21801,21779,8,2.35,29.61,0.34,0,1.15,556,714,8,16.33,57,4.84,60,5.09,0,0.00,36,3.05,0,0.00,5,0.44,0,0.00,0.68
46,Manitoba,Manitoba,25-04-2020,,256,11,6,267,21720,21767,199,74.53,15748,15782,4,1.52,19.36,0.44,0,2.25,0,786,3,23.22,62,4.50,25,1.81,2,0.15,14,1.02,1,0.07,2,0.15,0,0.01,0.22
35,Ontario,Ontario,25-04-2020,,13995,0,816,13995,210502,60586,7509,53.65,14287,4112,476,3.52,94.98,5.54,48,5.83,10232,12295,422,40.51,5670,38.48,7347,49.86,563,3.82,3985,27.05,297,2.02,569,3.86,42,0.29,2.86
24,Quebec,Québec,25-04-2020,,23267,0,1446,23267,190765,206120,5057,21.73,22248,24039,651,2.88,271.35,16.86,106,6.21,5133,6350,333,72.05,16764,195.51,10975,127.99,1157,13.49,5746,67.01,641,7.48,821,9.57,92,1.07,3.88
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-04-2020,,257,0,3,257,7332,9861,208,80.93,14043,18887,1,0.39,49.22,0.57,0,1.17,227,404,1,17.90,46,8.81,16,3.06,0,0.00,1,0.19,0,0.00,0,0.03,0,0.00,0.19
13,New Brunswick,Nouveau-Brunswick,25-04-2020,,118,0,0,118,12279,12611,107,90.68,15713,16137,0,0.00,15.10,0.00,0,0.00,371,423,0,9.32,11,1.41,6,0.77,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,25-04-2020,,865,0,22,865,26320,27007,412,47.63,26875,27576,15,1.76,88.32,2.25,6,2.54,662,888,20,49.83,431,44.01,437,44.62,20,2.04,216,22.06,15,1.53,31,3.15,2,0.22,2.04
11,Prince Edward Island,Île-du-Prince-Édouard,25-04-2020,,26,0,0,26,2564,2515,24,92.31,16063,15756,0,0.00,16.29,0.00,0,0.00,0,122,0,7.69,2,1.25,1,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
60,Yukon,Yukon,25-04-2020,,11,0,0,11,894,830,8,72.73,21259,19737,0,0.00,26.16,0.00,0,0.00,6,0,0,27.27,3,7.13,3,7.13,0,0.00,2,4.76,0,0.00,0,0.68,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,25-04-2020,,5,0,0,5,1554,1601,5,100.00,34410,35451,0,0.00,11.07,0.00,0,0.00,17,21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,25-04-2020,,0,0,0,0,361,277,0,N/A,9173,7039,0,0.00,0.00,0.00,0,,7,13,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,25-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,25-04-2020,,45341,13,2470,45354,684347,559114,16425,36.22,18007,14711,1466,3.34,119.34,6.50,163,5.45,24163,28763,884,58.34,26459,69.62,22037,57.98,1817,4.78,12001,31.58,998,2.63,1714,4.51,143,0.38,2.33
59,British Columbia,Colombie-Britannique,26-04-2020,,1948,0,100,1948,64700,73196,1137,58.37,12569,14219,0,0.00,37.84,1.94,0,5.13,1661,2505,0,36.50,711,13.81,503,9.77,42,0.82,330,6.41,22,0.43,47,0.92,3,0.06,0.00
48,Alberta,Alberta,26-04-2020,,4480,0,73,4480,125310,124061,1549,34.58,28339,28056,247,5.84,101.31,1.65,0,1.63,4066,4531,78,63.79,2858,64.63,2829,63.98,29,0.66,1918,43.38,22,0.50,274,6.20,3,0.07,1.76
47,Saskatchewan,Saskatchewan,26-04-2020,,353,0,4,353,25697,26316,288,81.59,21801,22327,4,1.15,29.95,0.34,0,1.13,0,646,0,17.28,61,5.18,55,4.67,0,0.00,38,3.22,0,0.00,5,0.46,0,0.00,0.00
46,Manitoba,Manitoba,26-04-2020,,260,11,6,271,21720,22366,199,73.43,15748,16216,4,1.50,19.65,0.44,0,2.21,0,599,0,24.35,66,4.79,29,2.10,2,0.15,18,1.31,1,0.07,3,0.19,0,0.01,0.00
35,Ontario,Ontario,26-04-2020,,14432,0,840,14432,222129,71164,8000,55.43,15076,4830,437,3.12,97.95,5.70,24,5.82,11627,10578,491,38.75,5592,37.95,7383,50.11,566,3.84,3854,26.16,282,1.91,551,3.74,40,0.27,3.33
24,Quebec,Québec,26-04-2020,,24107,0,1515,24107,195577,212482,5342,22.16,22809,24780,840,3.61,281.15,17.67,69,6.28,4812,6362,285,71.56,17250,201.18,11261,131.33,1187,13.84,5750,67.06,638,7.44,821,9.58,91,1.06,3.32
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-04-2020,,258,0,3,258,7440,10150,219,84.88,14250,19441,1,0.39,49.42,0.57,0,1.16,108,289,11,13.95,36,6.90,16,3.06,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00,2.11
13,New Brunswick,Nouveau-Brunswick,26-04-2020,,118,0,0,118,12525,12891,111,94.07,16027,16496,0,0.00,15.10,0.00,0,0.00,246,280,4,5.93,7,0.90,4,0.51,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.51
12,Nova Scotia,Nouvelle-Écosse,26-04-2020,,873,0,24,873,26871,27972,439,50.29,27438,28562,8,0.92,89.14,2.45,2,2.75,551,965,27,46.96,410,41.86,428,43.70,22,2.25,198,20.22,15,1.53,28,2.89,2,0.22,2.76
11,Prince Edward Island,Île-du-Prince-Édouard,26-04-2020,,26,0,0,26,2688,2683,24,92.31,16839,16808,0,0.00,16.29,0.00,0,0.00,124,168,0,7.69,2,1.25,1,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
60,Yukon,Yukon,26-04-2020,,11,0,0,11,908,845,8,72.73,21592,20094,0,0.00,26.16,0.00,0,0.00,14,15,0,27.27,3,7.13,3,7.13,0,0.00,2,4.76,0,0.00,0,0.68,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,26-04-2020,,5,0,0,5,1575,1619,5,100.00,34875,35850,0,0.00,11.07,0.00,0,0.00,21,18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,26-04-2020,,0,0,0,0,368,288,0,N/A,9351,7318,0,0.00,0.00,0.00,0,,7,11,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,26-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,26-04-2020,,46884,11,2565,46895,707584,586081,17321,36.94,18618,15421,1541,3.40,123.39,6.75,95,5.47,23237,26967,896,57.59,27009,71.07,22512,59.23,1848,4.86,12110,31.86,980,2.58,1730,4.55,140,0.37,2.36
59,British Columbia,Colombie-Britannique,27-04-2020,,1998,0,103,1998,67289,75748,1190,59.56,13072,14715,50,2.57,38.81,2.00,3,5.16,2589,2552,53,35.29,705,13.70,508,9.87,34,0.66,299,5.81,17,0.33,43,0.83,2,0.05,1.03
48,Alberta,Alberta,27-04-2020,,4696,0,75,4696,128860,128725,1664,35.43,29141,29111,216,4.82,106.20,1.70,2,1.60,3550,4664,115,62.97,2957,66.87,2964,67.03,29,0.66,1788,40.44,16,0.36,255,5.78,2,0.05,2.60
47,Saskatchewan,Saskatchewan,27-04-2020,,365,0,5,365,26642,26857,288,78.90,22603,22786,12,3.40,30.97,0.42,1,1.37,945,541,0,19.73,72,6.11,65,5.51,1,0.08,49,4.16,1,0.08,7,0.59,0,0.01,0.00
46,Manitoba,Manitoba,27-04-2020,,261,11,6,272,23149,22773,205,75.37,16784,16511,1,0.37,19.72,0.44,0,2.21,1429,407,6,22.43,61,4.42,26,1.89,2,0.15,18,1.31,0,0.00,3,0.19,0,0.00,0.44
35,Ontario,Ontario,27-04-2020,,14856,0,897,14856,234268,83184,8525,57.38,15900,5646,424,2.94,100.83,6.09,57,6.04,12139,12020,525,36.58,5434,36.88,7386,50.13,606,4.11,3672,24.92,308,2.09,525,3.56,44,0.30,3.56
24,Quebec,Québec,27-04-2020,,24982,0,1599,24982,200172,218578,5517,22.08,23345,25491,875,3.63,291.35,18.65,84,6.40,4595,6096,175,71.52,17866,208.36,11425,133.24,1239,14.45,5663,66.04,660,7.70,809,9.43,94,1.10,2.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-04-2020,,258,0,3,258,7641,10416,221,85.66,14635,19950,0,0.00,49.42,0.57,0,1.16,201,266,2,13.18,34,6.51,14,2.68,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00,0.38
13,New Brunswick,Nouveau-Brunswick,27-04-2020,,118,0,0,118,12648,13099,112,94.92,16185,16762,0,0.00,15.10,0.00,0,0.00,123,208,1,5.08,6,0.77,2,0.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.13
12,Nova Scotia,Nouvelle-Écosse,27-04-2020,,900,0,24,900,27437,28645,509,56.56,28015,29249,27,3.09,91.90,2.45,0,2.67,566,673,70,40.78,367,37.47,426,43.50,21,2.14,179,18.28,15,1.53,26,2.61,2,0.22,7.15
11,Prince Edward Island,Île-du-Prince-Édouard,27-04-2020,,26,0,0,26,2726,2737,24,92.31,17078,17146,0,0.00,16.29,0.00,0,0.00,38,54,0,7.69,2,1.25,1,0.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
60,Yukon,Yukon,27-04-2020,,11,0,0,11,919,845,8,72.73,21854,20094,0,0.00,26.16,0.00,0,0.00,11,0,0,27.27,3,7.13,3,7.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,27-04-2020,,5,0,0,5,1585,1641,5,100.00,35097,36337,0,0.00,11.07,0.00,0,0.00,10,22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,27-04-2020,,0,0,0,0,369,303,0,N/A,9377,7700,0,0.00,0.00,0.00,0,,1,15,0,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,27-04-2020,,13,0,,13,76,48,,,,,0,0.00,,,,,0,0,,,,,0,,0,,0,,0,,0,,0,,
1,Canada,Canada,27-04-2020,,48489,11,2712,48500,733781,613599,18268,37.67,19307,16145,1605,3.42,127.61,7.14,147,5.59,26197,27518,947,56.74,27520,72.41,22820,60.04,1932,5.08,11670,30.71,1017,2.68,1667,4.39,145,0.38,2.49
59,British Columbia,Colombie-Britannique,28-04-2020,,2053,0,105,2053,68935,78020,1231,59.96,13391,15156,55,2.75,39.88,2.04,2,5.11,1646,2272,41,34.92,717,13.93,536,10.41,33,0.64,329,6.39,18,0.35,47,0.91,3,0.05,0.80
48,Alberta,Alberta,28-04-2020,,4850,0,80,4850,131772,133026,1800,37.11,29800,30084,154,3.28,109.68,1.81,5,1.65,2912,4301,136,61.24,2970,67.17,2980,67.39,32,0.72,1755,39.69,19,0.43,251,5.67,3,0.06,3.08
47,Saskatchewan,Saskatchewan,28-04-2020,,366,0,5,366,26915,27380,291,79.51,22835,23229,1,0.27,31.05,0.42,0,1.37,273,523,3,19.13,70,5.94,65,5.51,1,0.08,46,3.90,1,0.08,7,0.56,0,0.01,0.25
46,Manitoba,Manitoba,28-04-2020,,261,11,6,272,23379,23145,209,76.84,16950,16781,0,0.00,19.72,0.44,0,2.21,230,372,4,20.96,57,4.13,26,1.89,2,0.15,17,1.23,0,0.00,2,0.18,0,0.00,0.29
35,Ontario,Ontario,28-04-2020,,15381,0,956,15381,244766,95734,8964,58.28,16612,6497,525,3.53,104.39,6.49,59,6.22,10498,12550,439,35.50,5461,37.06,7428,50.41,622,4.22,3646,24.75,329,2.23,521,3.54,47,0.32,2.98
24,Quebec,Québec,28-04-2020,,25757,0,1682,25757,204472,224287,5841,22.68,23846,26157,775,3.10,300.39,19.62,83,6.53,4300,5709,324,70.79,18234,212.65,11509,134.22,1247,14.54,5631,65.67,641,7.48,804,9.38,92,1.07,3.78
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-04-2020,,258,0,3,258,7905,10738,222,86.05,15141,20567,0,0.00,49.42,0.57,0,1.16,264,322,1,12.79,33,6.32,14,2.68,0,0.00,2,0.38,0,0.00,0,0.05,0,0.00,0.19
13,New Brunswick,Nouveau-Brunswick,28-04-2020,,118,0,0,118,12907,13323,114,96.61,16516,17049,0,0.00,15.10,0.00,0,0.00,259,224,2,3.39,4,0.51,2,0.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.26
12,Nova Scotia,Nouvelle-Écosse,28-04-2020,,915,0,27,915,28108,29290,522,57.05,28701,29908,15,1.67,93.43,2.76,3,2.95,671,645,13,40.00,366,37.37,398,40.64,24,2.45,178,18.18,17,1.74,25,2.60,2,0.25,1.33
11,Prince Edward Island,Île-du-Prince-Édouard,28-04-2020,,27,0,0,27,2726,2775,24,88.89,17078,17384,1,3.85,16.91,0.00,0,0.00,0,38,0,11.11,3,1.88,2,1.25,0,0.00,1,0.63,0,0.00,0,0.09,0,0.00,0.00
60,Yukon,Yukon,28-04-2020,,11,0,0,11,953,846,8,72.73,22662,20118,0,0.00,26.16,0.00,0,0.00,34,1,0,27.27,3,7.13,3,7.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,28-04-2020,,5,0,0,5,1585,1655,5,100.00,35097,36647,0,0.00,11.07,0.00,0,0.00,0,14,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
