pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numtotal,numtotal_last7,ratecases_total,numconf,numprob,numtests,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
35,Ontario,Ontario,29-01-2022,4,2022,1,1026291,35459,6922.11,,,,10945,418,73.82,239.16,2.82,88655,722,597.96,4.87,5065.57,34.17,59.71,0.4
24,Quebec,Québec,29-01-2022,4,2022,1,861211,23769,10008.85,,,,13152,403,152.84,276.24,4.68,54774,900,636.58,10.46,3395.57,39.46,57.57,0.67
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-01-2022,4,2022,1,16966,2161,3259.23,,,,38,8,7.35,415.14,1.48,4560,13,875.99,2.52,308.71,59.31,1.1,0.21
13,New Brunswick,Nouveau-Brunswick,29-01-2022,4,2022,1,28442,2977,3603.79,,,,228,21,28.89,377.21,2.66,6083,45,770.76,5.7,425.29,53.89,3,0.38
12,Nova Scotia,Nouvelle-Écosse,29-01-2022,4,2022,1,37200,3179,3749.75,,,,142,14,14.28,320.43,1.37,7099,23,715.54,2.29,454.12,45.78,1.94,0.2
11,Prince Edward Island,Île-du-Prince-Édouard,29-01-2022,4,2022,1,7462,1655,4541.28,,,,10,4,6.17,1007.02,2.52,3345,9,2035.43,5.48,236.39,143.86,0.59,0.36
60,Yukon,Yukon,29-01-2022,4,2022,1,3076,190,7155.82,,,,16,0,37.22,442.78,0,411,1,955.35,2.33,27.19,63.25,0,0
61,Northwest Territories,Territoires du Nord-Ouest,29-01-2022,4,2022,1,5607,904,12321.99,,,,15,1,32.96,1986.95,1.26,1823,2,4005.93,5.02,129.16,283.85,0.08,0.18
62,Nunavut,Nunavut,29-01-2022,4,2022,1,1657,311,4204.54,,,,5,0,12.69,788.55,0,516,0,1308.82,1.09,44.39,112.65,0,0
99,Repatriated travellers,Voyageurs rapatriés,29-01-2022,4,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,29-01-2022,4,2022,,3033753,115994,7932.19,,,,33218,1089,86.85,303.28,2.85,271333,2122,709.44,5.55,16570.52,43.33,155.61,0.41
59,British Columbia,Colombie-Britannique,05-02-2022,5,2022,1,331964,9699,6365.8,,,,2675,78,51.3,185.99,1.5,21722,146,416.54,2.8,1385.57,26.57,11.14,0.21
48,Alberta,Alberta,05-02-2022,5,2022,1,503819,15628,11339.92,,,,3640,102,81.93,351.75,2.3,35484,188,798.67,4.22,2232.57,50.25,14.61,0.33
47,Saskatchewan,Saskatchewan,05-02-2022,5,2022,1,122525,6014,10384.85,,,,1006,17,85.27,509.73,1.44,14683,34,1244.49,2.88,859.14,72.82,2.43,0.21
46,Manitoba,Manitoba,05-02-2022,5,2022,1,122632,3770,8862.2,,,,1585,42,114.54,272.45,3.04,8611,93,622.29,6.72,538.57,38.92,6,0.43
35,Ontario,Ontario,05-02-2022,5,2022,1,1051174,24883,7089.94,,,,11329,384,76.41,167.83,2.59,60342,802,406.99,5.41,3554.71,23.98,54.86,0.37
24,Quebec,Québec,05-02-2022,5,2022,1,882276,21064,10253.66,,,,13448,296,156.28,244.81,3.44,44834,699,521.05,8.12,3009.21,34.97,42.29,0.49
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-02-2022,5,2022,1,18464,1498,3547,,,,47,8,8.95,287.77,1.59,3659,16,702.91,3.07,214,41.11,1.18,0.23
13,New Brunswick,Nouveau-Brunswick,05-02-2022,5,2022,1,30602,2160,3877.47,,,,258,30,32.69,273.69,3.8,5137,51,650.89,6.46,308.57,39.1,4.29,0.54
12,Nova Scotia,Nouvelle-Écosse,05-02-2022,5,2022,1,39993,2794,4031.36,,,,157,15,15.8,281.61,1.51,5973,29,602.04,2.88,399.1,40.23,2.14,0.22
11,Prince Edward Island,Île-du-Prince-Édouard,05-02-2022,5,2022,1,8842,1380,5381.12,,,,12,2,7.39,839.83,1.22,3035,6,1846.85,3.74,197.14,119.98,0.29,0.17
60,Yukon,Yukon,05-02-2022,5,2022,1,3202,126,7449.71,,,,19,3,43.42,293.89,6.2,317,3,736.67,6.2,18.05,41.98,0.38,0.89
61,Northwest Territories,Territoires du Nord-Ouest,05-02-2022,5,2022,1,6566,959,14428.87,,,,16,1,36.1,2106.88,3.14,1863,2,4093.83,4.4,136.96,300.98,0.2,0.45
62,Nunavut,Nunavut,05-02-2022,5,2022,1,1929,272,4895.93,,,,5,0,12.69,691.39,0,583,0,1479.95,0,38.92,98.77,0,0
99,Repatriated travellers,Voyageurs rapatriés,05-02-2022,5,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,05-02-2022,5,2022,,3124001,90248,8168.15,,,,34196,979,89.41,235.97,2.56,206241,2068,539.25,5.41,12892.53,33.71,139.81,0.37
59,British Columbia,Colombie-Britannique,12-02-2022,6,2022,1,339736,7772,6514.84,,,,2747,72,52.68,149.04,1.38,17471,150,335.03,2.88,1110.29,21.29,10.29,0.2
48,Alberta,Alberta,12-02-2022,6,2022,1,514251,10432,11574.71,,,,3745,105,84.3,234.8,2.37,26060,208,586.55,4.67,1490.27,33.54,15.04,0.34
47,Saskatchewan,Saskatchewan,12-02-2022,6,2022,1,125756,3231,10658.7,,,,1056,50,89.5,273.85,4.24,9245,67,783.58,5.68,461.57,39.12,7.14,0.61
46,Manitoba,Manitoba,12-02-2022,6,2022,1,125844,3212,9094.32,,,,1619,34,117,232.12,2.46,6982,76,504.57,5.49,458.86,33.16,4.86,0.35
35,Ontario,Ontario,12-02-2022,6,2022,1,1070455,19281,7219.99,,,,11615,286,78.34,130.05,1.93,44164,670,297.88,4.52,2754.43,18.58,40.86,0.28
24,Quebec,Québec,12-02-2022,6,2022,1,899242,16966,10450.83,,,,13674,227,158.92,197.18,2.64,38030,523,441.98,6.08,2423.71,28.17,32.43,0.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-02-2022,6,2022,1,19954,1490,3833.23,,,,54,8,10.43,286.23,1.48,2988,16,574,3.07,212.86,40.89,1.1,0.21
13,New Brunswick,Nouveau-Brunswick,12-02-2022,6,2022,1,32610,2008,4131.9,,,,286,28,36.24,254.43,3.55,4168,58,528.11,7.35,286.86,36.35,4,0.51
12,Nova Scotia,Nouvelle-Écosse,12-02-2022,6,2022,1,42230,2237,4256.81,,,,172,15,17.31,225.45,1.51,5030,30,507.06,3.02,319.51,32.21,2.14,0.22
11,Prince Edward Island,Île-du-Prince-Édouard,12-02-2022,6,2022,1,10105,1263,6149.75,,,,14,1,8.26,768.63,0.87,2643,3,1608.47,2.09,180.43,109.8,0.2,0.12
60,Yukon,Yukon,12-02-2022,6,2022,1,3314,112,7710.26,,,,20,1,46.53,260.55,3.1,238,4,554.44,9.31,16,37.22,0.19,0.44
61,Northwest Territories,Territoires du Nord-Ouest,12-02-2022,6,2022,1,7440,875,16350.84,,,,17,1,37.36,1921.97,1.26,1833,2,4028.85,4.4,124.94,274.57,0.08,0.18
62,Nunavut,Nunavut,12-02-2022,6,2022,1,2155,226,5469.13,,,,5,0,12.69,573.2,0,498,0,1264.59,0,32.27,81.89,0,0
99,Repatriated travellers,Voyageurs rapatriés,12-02-2022,6,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,12-02-2022,6,2022,,3193105,69104,8348.84,,,,35024,828,91.58,180.68,2.17,159352,1807,416.65,4.72,9871.98,25.81,118.33,0.31
59,British Columbia,Colombie-Britannique,19-02-2022,7,2022,1,344262,4526,6601.63,,,,2786,39,53.42,86.79,0.75,12298,111,235.83,2.13,646.57,12.4,5.57,0.11
48,Alberta,Alberta,19-02-2022,7,2022,1,520315,6064,11711.2,,,,3813,67,85.82,136.49,1.52,16496,173,371.29,3.89,866.29,19.5,9.63,0.22
47,Saskatchewan,Saskatchewan,19-02-2022,7,2022,1,127162,1406,10777.87,,,,1093,37,92.64,119.17,3.14,4637,87,393.02,7.37,200.86,17.02,5.29,0.45
46,Manitoba,Manitoba,19-02-2022,7,2022,1,128486,2642,9285.25,,,,1649,30,119.17,190.93,2.17,5854,64,423.05,4.63,377.43,27.28,4.29,0.31
35,Ontario,Ontario,19-02-2022,7,2022,1,1085518,15063,7321.58,,,,11777,162,79.43,101.6,1.09,34344,448,231.64,3.02,2151.86,14.51,23.14,0.16
24,Quebec,Québec,19-02-2022,7,2022,1,910984,11742,10587.3,,,,13844,170,160.89,136.47,1.97,28708,396,333.65,4.61,1677.5,19.5,24.21,0.28
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-02-2022,7,2022,1,21613,1659,4151.93,,,,62,7,11.86,318.7,1.43,3149,15,604.93,2.91,237,45.53,1.06,0.2
13,New Brunswick,Nouveau-Brunswick,19-02-2022,7,2022,1,34222,1612,4336.15,,,,298,12,37.76,204.25,1.52,3620,40,458.68,5.07,230.29,29.18,1.71,0.22
12,Nova Scotia,Nouvelle-Écosse,19-02-2022,7,2022,1,43833,1603,4418.39,,,,185,13,18.6,161.58,1.3,3840,28,387.03,2.81,229,23.08,1.84,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,19-02-2022,7,2022,1,11484,1379,6988.71,,,,15,1,8.87,838.97,0.61,2642,2,1607.6,1.48,196.94,119.85,0.14,0.09
60,Yukon,Yukon,19-02-2022,7,2022,1,3369,55,7837.44,,,,20,0,46.53,127.17,0,167,1,387.72,3.1,7.81,18.17,0,0
61,Northwest Territories,Territoires du Nord-Ouest,19-02-2022,7,2022,1,8124,683,17852.75,,,,18,1,38.93,1501.91,1.57,1558,1,3423.87,2.83,97.63,214.56,0.1,0.22
62,Nunavut,Nunavut,19-02-2022,7,2022,1,2414,259,6126.07,,,,5,0,12.69,656.95,0,485,0,1230.15,0,36.98,93.85,0,0
99,Repatriated travellers,Voyageurs rapatriés,19-02-2022,7,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,19-02-2022,7,2022,,3241798,48693,8476.15,,,,35563,539,92.99,127.31,1.41,117797,1367,308,3.57,6956.15,18.19,76.99,0.2
59,British Columbia,Colombie-Britannique,26-02-2022,8,2022,1,347729,3467,6668.12,,,,2851,65,54.67,66.48,1.25,7993,104,153.28,1.99,495.29,9.5,9.29,0.18
48,Alberta,Alberta,26-02-2022,8,2022,1,524520,4205,11805.86,,,,3877,64,87.26,94.65,1.44,10269,131,231.14,2.96,600.76,13.52,9.14,0.21
47,Saskatchewan,Saskatchewan,26-02-2022,8,2022,1,128263,1101,10871.18,,,,1137,44,96.37,93.32,3.73,2507,81,212.49,6.87,157.29,13.33,6.29,0.53
46,Manitoba,Manitoba,26-02-2022,8,2022,1,130277,1791,9414.68,,,,1675,26,121.05,129.43,1.88,4433,56,320.36,4.05,255.86,18.49,3.71,0.27
35,Ontario,Ontario,26-02-2022,8,2022,1,1098695,13177,7410.46,,,,11939,162,80.53,88.88,1.09,28240,324,190.47,2.19,1882.43,12.7,23.14,0.16
24,Quebec,Québec,26-02-2022,8,2022,1,920156,9172,10693.89,,,,13964,120,162.29,106.59,1.4,20914,290,243.06,3.37,1310.21,15.23,17.21,0.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-02-2022,8,2022,1,23443,1830,4503.48,,,,65,3,12.46,351.55,0.6,3489,11,670.25,2.03,261.43,50.22,0.45,0.09
13,New Brunswick,Nouveau-Brunswick,26-02-2022,8,2022,1,36417,2195,4614.27,,,,301,3,38.14,278.12,0.38,3807,15,482.37,1.9,313.57,39.73,0.43,0.05
12,Nova Scotia,Nouvelle-Écosse,26-02-2022,8,2022,1,45351,1518,4571.39,,,,192,7,19.31,153,0.71,3121,20,314.59,2,216.84,21.86,1,0.1
11,Prince Edward Island,Île-du-Prince-Édouard,26-02-2022,8,2022,1,13361,1878,8131.36,,,,16,1,9.48,1142.65,0.61,3256,2,1981.61,1.22,268.22,163.24,0.14,0.09
60,Yukon,Yukon,26-02-2022,8,2022,1,3438,69,7998.73,,,,21,1,48.85,161.29,2.33,124,1,288.47,2.33,9.9,23.04,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,26-02-2022,8,2022,1,8656,532,19021.56,,,,19,1,41.13,1168.81,2.2,1215,2,2670.72,3.77,75.98,166.97,0.14,0.31
62,Nunavut,Nunavut,26-02-2022,8,2022,1,2690,277,6827.98,,,,5,0,12.69,701.9,0,535,0,1358.85,0,39.51,100.27,0,0
99,Repatriated travellers,Voyageurs rapatriés,26-02-2022,8,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,26-02-2022,8,2022,,3283009,41211,8583.9,,,,36061,498,94.29,107.75,1.3,89904,1037,235.07,2.71,5887.28,15.39,71.09,0.19
59,British Columbia,Colombie-Britannique,05-03-2022,9,2022,1,350329,2600,6717.97,,,,2903,52,55.67,49.86,1,6067,117,116.34,2.24,371.43,7.12,7.43,0.14
48,Alberta,Alberta,05-03-2022,9,2022,1,527894,3375,11881.81,,,,3950,73,88.91,75.95,1.65,7580,137,170.61,3.09,482.08,10.85,10.49,0.24
47,Saskatchewan,Saskatchewan,05-03-2022,9,2022,1,129251,988,10954.92,,,,1151,14,97.56,83.74,1.19,2089,58,177.06,4.92,141.14,11.96,2,0.17
46,Manitoba,Manitoba,05-03-2022,9,2022,1,131526,1249,9504.94,,,,1690,15,122.13,90.26,1.08,3040,41,219.69,2.96,178.43,12.89,2.14,0.15
35,Ontario,Ontario,05-03-2022,9,2022,1,1111423,12728,7496.31,,,,12062,123,81.36,85.85,0.83,25905,285,174.72,1.92,1818.29,12.26,17.57,0.12
24,Quebec,Québec,05-03-2022,9,2022,1,927774,7618,10782.43,,,,14070,106,163.52,88.54,1.23,16790,226,195.12,2.63,1088.29,12.65,15.14,0.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-03-2022,9,2022,1,26197,2754,5032.53,,,,69,4,13.17,529.05,0.71,4584,7,880.6,1.32,393.43,75.58,0.53,0.1
13,New Brunswick,Nouveau-Brunswick,05-03-2022,9,2022,1,38937,2520,4933.57,,,,309,8,39.15,319.3,1.01,4715,11,597.42,1.39,360,45.61,1.14,0.14
12,Nova Scotia,Nouvelle-Écosse,05-03-2022,9,2022,1,46719,1369,4709.34,,,,207,16,20.89,137.95,1.58,2886,23,290.95,2.29,195.51,19.71,2.24,0.23
11,Prince Edward Island,Île-du-Prince-Édouard,05-03-2022,9,2022,1,16604,3243,10104.71,,,,16,0,9.74,1973.35,0.26,5120,1,3116,0.87,463.22,281.91,0.06,0.04
60,Yukon,Yukon,05-03-2022,9,2022,1,3495,57,8130.55,,,,22,1,51.18,131.83,2.33,126,2,293.12,4.65,8.1,18.83,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,05-03-2022,9,2022,1,9107,451,20013.63,,,,19,0,41.75,992.06,0.63,983,1,2160.88,2.83,64.49,141.72,0.04,0.09
62,Nunavut,Nunavut,05-03-2022,9,2022,1,3017,327,7656.78,,,,5,0,12.69,828.8,0,603,0,1530.7,0,46.65,118.4,0,0
99,Repatriated travellers,Voyageurs rapatriés,05-03-2022,9,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,05-03-2022,9,2022,,3322286,39277,8686.6,,,,36474,413,95.37,102.7,1.08,80488,910,210.45,2.38,5611.05,14.67,58.94,0.15
59,British Columbia,Colombie-Britannique,12-03-2022,10,2022,1,352319,1990,6756.14,,,,2932,29,56.22,38.16,0.56,4590,81,88.02,1.55,284.29,5.45,4.14,0.08
48,Alberta,Alberta,12-03-2022,10,2022,1,531119,3225,11954.4,,,,3993,42,89.87,72.59,0.95,6600,116,148.54,2.61,460.71,10.37,6.06,0.14
47,Saskatchewan,Saskatchewan,12-03-2022,10,2022,1,130082,831,11025.36,,,,1179,28,99.93,70.43,2.37,1819,42,154.17,3.56,118.71,10.06,4,0.34
46,Manitoba,Manitoba,12-03-2022,10,2022,1,132681,1155,9588.41,,,,1710,20,123.58,83.47,1.45,2404,35,173.73,2.53,165,11.92,2.86,0.21
35,Ontario,Ontario,12-03-2022,10,2022,1,1123709,12286,7579.17,,,,12247,185,82.6,82.87,1.25,25014,308,168.71,2.08,1755.14,11.84,26.43,0.18
24,Quebec,Québec,12-03-2022,10,2022,1,935258,7484,10869.41,,,,14164,93,164.61,86.98,1.08,15102,199,175.52,2.31,1069.21,12.43,13.29,0.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-03-2022,10,2022,1,30100,3903,5782.31,,,,76,8,14.65,749.78,1.48,6657,11,1278.83,2.2,557.57,107.11,1.1,0.21
13,New Brunswick,Nouveau-Brunswick,12-03-2022,10,2022,1,42320,3383,5362.22,,,,320,11,40.55,428.65,1.39,5903,19,747.95,2.41,483.29,61.24,1.57,0.2
12,Nova Scotia,Nouvelle-Écosse,12-03-2022,10,2022,1,48076,1357,4846.12,,,,217,9,21.83,136.77,0.94,2725,25,274.73,2.52,193.84,19.54,1.33,0.13
11,Prince Edward Island,Île-du-Prince-Édouard,12-03-2022,10,2022,1,19603,3000,11930.18,,,,16,0,9.74,1825.47,0,6242,0,3798.82,0.26,428.51,260.78,0,0
60,Yukon,Yukon,12-03-2022,10,2022,1,3562,67,8286.42,,,,23,1,53.51,155.86,2.33,124,2,287.69,4.65,9.57,22.27,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,12-03-2022,10,2022,1,9487,380,20849.66,,,,20,1,43.32,836.03,1.57,832,1,1828.1,2.2,54.35,119.43,0.1,0.22
62,Nunavut,Nunavut,12-03-2022,10,2022,1,3262,245,8278.56,,,,5,0,12.69,621.78,0,572,0,1450.58,0,35,88.83,0,0
99,Repatriated travellers,Voyageurs rapatriés,12-03-2022,10,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,12-03-2022,10,2022,,3361593,39306,8789.37,,,,36901,427,96.48,102.77,1.12,78584,840,205.47,2.2,5615.19,14.68,61.02,0.16
59,British Columbia,Colombie-Britannique,19-03-2022,11,2022,1,353778,1459,6784.11,,,,2966,34,56.88,27.98,0.65,3449,63,66.14,1.21,208.43,4,4.86,0.09
48,Alberta,Alberta,19-03-2022,11,2022,1,534625,3506,12033.31,,,,4026,34,90.63,78.91,0.76,6731,76,151.5,1.71,500.84,11.27,4.82,0.11
47,Saskatchewan,Saskatchewan,19-03-2022,11,2022,1,130977,895,11101.21,,,,1211,32,102.64,75.86,2.71,1726,60,146.29,5.09,127.86,10.84,4.57,0.39
46,Manitoba,Manitoba,19-03-2022,11,2022,1,133928,1247,9678.52,,,,1726,16,124.73,90.12,1.16,2402,36,173.58,2.6,178.14,12.87,2.29,0.17
35,Ontario,Ontario,19-03-2022,11,2022,1,1136521,12812,7665.59,,,,12329,82,83.16,86.41,0.55,25098,267,169.28,1.8,1830.29,12.34,11.71,0.08
24,Quebec,Québec,19-03-2022,11,2022,1,943798,8540,10968.66,,,,14252,89,165.64,99.25,1.03,16024,182,186.23,2.12,1220,14.18,12.71,0.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-03-2022,11,2022,1,33834,3734,6499.63,,,,86,10,16.58,717.31,1.92,7637,18,1467.09,3.4,533.43,102.47,1.43,0.27
13,New Brunswick,Nouveau-Brunswick,19-03-2022,11,2022,1,45101,2781,5714.59,,,,336,16,42.57,352.37,2.03,6164,27,781.02,3.42,397.29,50.34,2.29,0.29
12,Nova Scotia,Nouvelle-Écosse,19-03-2022,11,2022,1,50534,2458,5093.86,,,,228,11,22.98,247.74,1.15,3815,21,384.51,2.09,351.1,35.39,1.63,0.16
11,Prince Edward Island,Île-du-Prince-Édouard,19-03-2022,11,2022,1,22151,2548,13480.83,,,,16,0,9.74,1550.65,0,5548,0,3376.12,0,364,221.52,0,0
60,Yukon,Yukon,19-03-2022,11,2022,1,3640,78,8468.65,,,,23,0,53.51,182.23,0,145,1,338.09,2.33,11.19,26.03,0,0
61,Northwest Territories,Territoires du Nord-Ouest,19-03-2022,11,2022,1,9841,354,21627.61,,,,21,1,45.52,777.95,2.2,734,2,1613.99,3.77,50.57,111.14,0.14,0.31
62,Nunavut,Nunavut,19-03-2022,11,2022,1,3370,108,8553.74,,,,5,0,12.69,275.18,0,353,0,896.96,0,15.49,39.31,0,0
99,Repatriated travellers,Voyageurs rapatriés,19-03-2022,11,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,19-03-2022,11,2022,,3402113,40520,8895.32,,,,37226,325,97.33,105.95,0.85,79827,752,208.72,1.97,5788.62,15.14,46.45,0.12
59,British Columbia,Colombie-Britannique,26-03-2022,12,2022,1,355299,1521,6813.28,,,,2983,17,57.2,29.17,0.33,2980,51,57.14,0.98,217.29,4.17,2.43,0.05
48,Alberta,Alberta,26-03-2022,12,2022,1,538776,4150,12126.72,,,,4061,35,91.41,93.42,0.78,7656,68,172.33,1.54,592.92,13.35,4.96,0.11
47,Saskatchewan,Saskatchewan,26-03-2022,12,2022,1,132172,1195,11202.5,,,,1232,21,104.42,101.28,1.78,2090,53,177.14,4.49,170.71,14.47,3,0.25
46,Manitoba,Manitoba,26-03-2022,12,2022,1,135214,1286,9771.46,,,,1744,18,126.03,92.93,1.3,2533,34,183.05,2.46,183.71,13.28,2.57,0.19
35,Ontario,Ontario,26-03-2022,12,2022,1,1151090,14569,7763.85,,,,12397,68,83.62,98.26,0.46,27381,150,184.68,1.01,2081.29,14.04,9.71,0.07
24,Quebec,Québec,26-03-2022,12,2022,1,957214,13416,11124.58,,,,14312,60,166.33,155.92,0.69,21956,148,255.17,1.73,1916.57,22.27,8.5,0.1
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-03-2022,12,2022,1,36624,2790,7035.59,,,,100,13,19.16,535.97,2.58,6524,23,1253.28,4.5,398.57,76.57,1.92,0.37
13,New Brunswick,Nouveau-Brunswick,26-03-2022,12,2022,1,48197,3096,6106.88,,,,349,13,44.22,392.28,1.65,5877,29,744.65,3.67,442.29,56.04,1.86,0.24
12,Nova Scotia,Nouvelle-Écosse,26-03-2022,12,2022,1,53825,3292,5425.65,,,,241,13,24.32,331.79,1.34,5749,25,579.53,2.49,470.22,47.4,1.9,0.19
11,Prince Edward Island,Île-du-Prince-Édouard,26-03-2022,12,2022,1,24747,2596,15060.61,,,,17,1,10.43,1579.78,0.7,5144,1,3130.43,0.7,370.84,225.68,0.16,0.1
60,Yukon,Yukon,26-03-2022,12,2022,1,3737,97,8694.3,,,,24,1,55.83,225.65,2.33,175,1,407.88,2.33,13.86,32.24,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,26-03-2022,12,2022,1,10374,533,22798.31,,,,21,0,46.15,1170.7,0.63,887,1,1948.65,2.83,76.1,167.24,0.04,0.09
62,Nunavut,Nunavut,26-03-2022,12,2022,1,3441,71,8733.2,,,,6,1,14.14,179.46,1.45,179,1,454.64,1.45,10.1,25.64,0.08,0.21
99,Repatriated travellers,Voyageurs rapatriés,26-03-2022,12,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,26-03-2022,12,2022,,3450724,48611,9022.42,,,,37487,261,98.01,127.1,0.68,89132,586,233.05,1.53,6944.47,18.16,37.28,0.1
59,British Columbia,Colombie-Britannique,02-04-2022,13,2022,1,357242,1943,6850.54,,,,3004,21,57.61,37.26,0.4,3464,38,66.43,0.73,277.57,5.32,3,0.06
48,Alberta,Alberta,02-04-2022,13,2022,1,543884,5108,12241.7,,,,4091,30,92.08,114.97,0.68,9259,65,208.39,1.46,729.73,16.42,4.29,0.1
47,Saskatchewan,Saskatchewan,02-04-2022,13,2022,1,133204,1032,11289.97,,,,1255,23,106.37,87.47,1.95,2227,44,188.75,3.73,147.43,12.5,3.29,0.28
46,Manitoba,Manitoba,02-04-2022,13,2022,1,136573,1359,9869.67,,,,1751,7,126.54,98.21,0.51,2645,25,191.15,1.81,194.14,14.03,1,0.07
35,Ontario,Ontario,02-04-2022,13,2022,1,1169361,18271,7887.09,,,,12460,63,84.04,123.23,0.42,32840,131,221.5,0.88,2610.14,17.6,9,0.06
24,Quebec,Québec,02-04-2022,13,2022,1,976956,19742,11354.01,,,,14393,81,167.27,229.43,0.94,33158,140,385.35,1.63,2820.21,32.78,11.57,0.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-04-2022,13,2022,1,39312,2688,7551.97,,,,115,15,22.12,516.37,2.96,5478,29,1052.34,5.54,384,73.77,2.2,0.42
13,New Brunswick,Nouveau-Brunswick,02-04-2022,13,2022,1,51854,3657,6570.24,,,,358,9,45.36,463.37,1.14,6753,22,855.65,2.79,522.43,66.2,1.29,0.16
12,Nova Scotia,Nouvelle-Écosse,02-04-2022,13,2022,1,58398,4572,5886.54,,,,252,11,25.42,460.89,1.09,7864,24,792.68,2.43,653.18,65.84,1.55,0.16
11,Prince Edward Island,Île-du-Prince-Édouard,02-04-2022,13,2022,1,27271,2524,16596.48,,,,19,1,11.3,1535.87,0.87,5120,3,3115.65,1.56,360.53,219.41,0.2,0.12
60,Yukon,Yukon,02-04-2022,13,2022,1,3855,117,8967.26,,,,24,0,55.83,272.96,0,214,1,498.61,2.33,16.76,38.99,0,0
61,Northwest Territories,Territoires du Nord-Ouest,02-04-2022,13,2022,1,10873,499,23895.54,,,,21,0,46.15,1097.23,0,1032,0,2267.93,0.63,71.33,156.75,0,0
62,Nunavut,Nunavut,02-04-2022,13,2022,1,3506,65,8897.07,,,,7,1,16.68,163.87,2.54,135,2,343.34,3.99,9.22,23.41,0.14,0.36
99,Repatriated travellers,Voyageurs rapatriés,02-04-2022,13,2022,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,02-04-2022,13,2022,,3512301,61577,9183.42,,,,37750,263,98.7,161,0.69,110188,524,288.1,1.37,8796.69,23,37.53,0.1
59,British Columbia,Colombie-Britannique,09-04-2022,14,2022,1,359002,1760,6884.29,,,,3036,32,58.22,33.75,0.61,3703,53,71.01,1.02,251.43,4.82,4.57,0.09
48,Alberta,Alberta,09-04-2022,14,2022,1,549765,5881,12374.06,,,,4125,34,92.85,132.37,0.77,10989,64,247.34,1.44,840.12,18.91,4.86,0.11
47,Saskatchewan,Saskatchewan,09-04-2022,14,2022,1,134252,1048,11378.79,,,,1275,20,108.07,88.83,1.7,2080,43,176.29,3.64,149.71,12.69,2.86,0.24
46,Manitoba,Manitoba,09-04-2022,14,2022,1,138271,1698,9992.38,,,,1759,8,127.12,122.71,0.58,3057,15,220.92,1.08,242.57,17.53,1.14,0.08
35,Ontario,Ontario,09-04-2022,14,2022,1,1192437,23076,8042.73,,,,12548,88,84.63,155.64,0.59,41347,151,278.88,1.02,3296.57,22.23,12.57,0.08
24,Quebec,Québec,09-04-2022,14,2022,1,999191,22236,11612.43,,,,14525,132,168.81,258.42,1.53,41977,213,487.85,2.48,3176.5,36.92,18.86,0.22
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-04-2022,14,2022,1,41255,1943,7925.23,,,,128,13,24.67,373.26,2.55,4631,29,889.63,5.52,277.57,53.32,1.9,0.36
13,New Brunswick,Nouveau-Brunswick,09-04-2022,14,2022,1,55812,3958,7071.75,,,,368,10,46.63,501.5,1.27,7615,19,964.87,2.41,565.43,71.64,1.43,0.18
12,Nova Scotia,Nouvelle-Écosse,09-04-2022,14,2022,1,69899,11501,7045.89,,,,271,19,27.29,1159.35,1.87,16074,29,1620.24,2.97,1643.06,165.62,2.65,0.27
11,Prince Edward Island,Île-du-Prince-Édouard,09-04-2022,14,2022,1,29649,2378,18043.5,,,,20,2,12.26,1447.02,0.96,4901,3,2982.89,1.83,339.67,206.72,0.22,0.14
