pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numtotal,numtotal_last7,ratecases_total,numconf,numprob,numtests,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
46,Manitoba,Manitoba,22-08-2020,34,2020,1,872,209,63.02,,,,12,3,0.87,15.1,0.22,365,4,26.38,0.29,29.86,2.16,0.43,0.03
35,Ontario,Ontario,22-08-2020,34,2020,1,41287,722,278.47,,,,2759,8,18.61,4.87,0.05,1320,13,8.9,0.09,103.14,0.7,1.14,0.01
24,Quebec,Québec,22-08-2020,34,2020,1,54457,567,632.89,,,,5736,18,66.67,6.59,0.2,1168,46,13.58,0.53,81,0.94,2.5,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-08-2020,34,2020,1,268,0,51.48,,,,3,0,0.58,0,0,1,0,0.19,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,22-08-2020,34,2020,1,188,4,23.82,,,,2,0,0.25,0.51,0,12,0,1.52,0,0.57,0.07,0,0
12,Nova Scotia,Nouvelle-Écosse,22-08-2020,34,2020,1,1079,5,108.72,,,,65,1,6.52,0.48,0.07,8,1,0.76,0.07,0.67,0.07,0.1,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,22-08-2020,34,2020,1,44,3,26.78,,,,0,0,0,2.09,0,8,0,4.87,0,0.49,0.3,0,0
60,Yukon,Yukon,22-08-2020,34,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,22-08-2020,34,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,22-08-2020,34,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,22-08-2020,34,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,22-08-2020,34,2020,,117538,2755,307.32,,,,9032,46,23.62,7.2,0.12,5322,93,13.91,0.24,393.55,1.03,6.54,0.02
59,British Columbia,Colombie-Britannique,29-08-2020,35,2020,1,5496,581,105.4,,,,204,2,3.91,11.14,0.04,1138,8,21.82,0.15,83,1.59,0.29,0.01
48,Alberta,Alberta,29-08-2020,35,2020,1,13645,846,307.11,,,,238,8,5.37,19.05,0.17,1503,17,33.83,0.39,120.9,2.72,1.1,0.02
47,Saskatchewan,Saskatchewan,29-08-2020,35,2020,1,1615,18,136.88,,,,24,2,2.03,1.53,0.17,49,3,4.15,0.25,2.57,0.22,0.29,0.02
46,Manitoba,Manitoba,29-08-2020,35,2020,1,1151,279,83.18,,,,14,2,1.01,20.16,0.14,488,5,35.27,0.36,39.86,2.88,0.29,0.02
35,Ontario,Ontario,29-08-2020,35,2020,1,42083,796,283.84,,,,2771,12,18.69,5.37,0.08,1518,20,10.24,0.13,113.71,0.77,1.71,0.01
24,Quebec,Québec,29-08-2020,35,2020,1,55192,734,641.43,,,,5756,20,66.9,8.54,0.23,1302,38,15.13,0.44,104.93,1.22,2.86,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-08-2020,35,2020,1,269,1,51.68,,,,3,0,0.58,0.19,0,1,0,0.19,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,29-08-2020,35,2020,1,191,3,24.2,,,,2,0,0.25,0.38,0,7,0,0.89,0,0.43,0.05,0,0
12,Nova Scotia,Nouvelle-Écosse,29-08-2020,35,2020,1,1084,5,109.22,,,,65,0,6.55,0.5,0.03,10,1,0.98,0.1,0.71,0.07,0.04,0
11,Prince Edward Island,Île-du-Prince-Édouard,29-08-2020,35,2020,1,44,0,26.78,,,,0,0,0,0,0,3,0,2.09,0,0,0,0,0
60,Yukon,Yukon,29-08-2020,35,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,29-08-2020,35,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,29-08-2020,35,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,29-08-2020,35,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,29-08-2020,35,2020,,120802,3264,315.85,,,,9078,46,23.74,8.53,0.12,6019,92,15.74,0.24,466.26,1.22,6.57,0.02
59,British Columbia,Colombie-Britannique,05-09-2020,36,2020,1,6162,666,118.17,,,,211,7,4.05,12.77,0.13,1247,9,23.91,0.17,95.14,1.82,1,0.02
48,Alberta,Alberta,05-09-2020,36,2020,1,14653,1008,329.81,,,,244,6,5.5,22.69,0.14,1854,14,41.74,0.31,144.02,3.24,0.86,0.02
47,Saskatchewan,Saskatchewan,05-09-2020,36,2020,1,1643,28,139.26,,,,24,0,2.03,2.37,0,46,2,3.9,0.17,4,0.34,0,0
46,Manitoba,Manitoba,05-09-2020,36,2020,1,1294,143,93.51,,,,16,2,1.16,10.33,0.14,422,4,30.5,0.29,20.43,1.48,0.29,0.02
35,Ontario,Ontario,05-09-2020,36,2020,1,43003,920,290.05,,,,2774,3,18.71,6.21,0.02,1716,15,11.57,0.1,131.43,0.89,0.43,0
24,Quebec,Québec,05-09-2020,36,2020,1,56426,1234,655.77,,,,5768,12,67.03,14.34,0.13,1968,32,22.88,0.37,176.29,2.05,1.64,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-09-2020,36,2020,1,270,1,51.87,,,,3,0,0.58,0.19,0,2,0,0.38,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,05-09-2020,36,2020,1,192,1,24.33,,,,2,0,0.25,0.13,0,4,0,0.51,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,05-09-2020,36,2020,1,1086,2,109.44,,,,65,0,6.55,0.22,0,7,0,0.72,0.03,0.31,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,05-09-2020,36,2020,1,49,5,29.91,,,,0,0,0,3.13,0,5,0,3.13,0,0.73,0.45,0,0
60,Yukon,Yukon,05-09-2020,36,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,05-09-2020,36,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,05-09-2020,36,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,05-09-2020,36,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,05-09-2020,36,2020,,124810,4008,326.34,,,,9107,30,23.81,10.48,0.08,7272,76,19.01,0.2,572.63,1.5,4.21,0.01
59,British Columbia,Colombie-Britannique,12-09-2020,37,2020,1,6962,800,133.51,,,,213,2,4.08,15.34,0.04,1466,9,28.11,0.17,114.29,2.19,0.29,0.01
48,Alberta,Alberta,12-09-2020,37,2020,1,15587,934,350.82,,,,251,7,5.65,21.02,0.15,1942,13,43.71,0.28,133.41,3,0.94,0.02
47,Saskatchewan,Saskatchewan,12-09-2020,37,2020,1,1709,66,144.85,,,,24,0,2.03,5.59,0,94,0,7.97,0,9.43,0.8,0,0
46,Manitoba,Manitoba,12-09-2020,37,2020,1,1410,116,101.9,,,,16,0,1.16,8.38,0,259,2,18.72,0.14,16.57,1.2,0,0
35,Ontario,Ontario,12-09-2020,37,2020,1,44300,1297,298.79,,,,2776,2,18.72,8.75,0.01,2217,5,14.95,0.03,185.29,1.25,0.29,0
24,Quebec,Québec,12-09-2020,37,2020,1,58140,1714,675.69,,,,5777,9,67.14,19.92,0.1,2948,20,34.26,0.24,244.86,2.85,1.29,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-09-2020,37,2020,1,271,1,52.06,,,,3,0,0.58,0.19,0,2,0,0.38,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,12-09-2020,37,2020,1,193,1,24.45,,,,2,0,0.25,0.13,0,2,0,0.25,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,12-09-2020,37,2020,1,1086,0,109.47,,,,65,0,6.55,0.03,0,2,0,0.24,0,0.04,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,12-09-2020,37,2020,1,55,6,33.65,,,,0,0,0,3.74,0,11,0,6.87,0,0.88,0.53,0,0
60,Yukon,Yukon,12-09-2020,37,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12-09-2020,37,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,12-09-2020,37,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,12-09-2020,37,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,12-09-2020,37,2020,,129746,4935,339.24,,,,9127,20,23.86,12.9,0.05,8944,49,23.38,0.13,705.04,1.84,2.8,0.01
59,British Columbia,Colombie-Britannique,19-09-2020,38,2020,1,7842,880,150.39,,,,223,10,4.28,16.88,0.19,1680,12,32.22,0.23,125.71,2.41,1.43,0.03
48,Alberta,Alberta,19-09-2020,38,2020,1,16490,903,371.15,,,,256,5,5.77,20.32,0.12,1837,12,41.34,0.27,128.98,2.9,0.76,0.02
47,Saskatchewan,Saskatchewan,19-09-2020,38,2020,1,1787,78,151.46,,,,24,0,2.03,6.61,0,144,0,12.21,0,11.14,0.94,0,0
46,Manitoba,Manitoba,19-09-2020,38,2020,1,1558,148,112.59,,,,16,0,1.16,10.7,0,264,0,19.08,0,21.14,1.53,0,0
35,Ontario,Ontario,19-09-2020,38,2020,1,46484,2184,313.52,,,,2788,12,18.8,14.73,0.08,3481,14,23.48,0.09,312,2.1,1.71,0.01
24,Quebec,Québec,19-09-2020,38,2020,1,60685,2546,705.27,,,,5797,20,67.37,29.58,0.23,4260,29,49.5,0.34,363.64,4.23,2.86,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-09-2020,38,2020,1,272,1,52.25,,,,3,0,0.58,0.19,0,2,0,0.38,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,19-09-2020,38,2020,1,194,1,24.58,,,,2,0,0.25,0.13,0,2,0,0.25,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,19-09-2020,38,2020,1,1086,0,109.47,,,,65,0,6.55,0,0,0,0,0.03,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,19-09-2020,38,2020,1,57,2,34.69,,,,0,0,0,1.04,0,8,0,4.78,0,0.24,0.15,0,0
60,Yukon,Yukon,19-09-2020,38,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,19-09-2020,38,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,19-09-2020,38,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,19-09-2020,38,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,19-09-2020,38,2020,,136488,6742,356.87,,,,9174,47,23.99,17.63,0.12,11677,67,30.53,0.17,963.15,2.52,6.76,0.02
59,British Columbia,Colombie-Britannique,26-09-2020,39,2020,1,8641,799,165.71,,,,230,7,4.41,15.32,0.13,1679,17,32.2,0.33,114.14,2.19,1,0.02
48,Alberta,Alberta,26-09-2020,39,2020,1,17472,982,393.26,,,,263,6,5.91,22.11,0.14,1885,12,42.43,0.26,140.33,3.16,0.9,0.02
47,Saskatchewan,Saskatchewan,26-09-2020,39,2020,1,1863,76,157.9,,,,24,0,2.03,6.44,0,154,0,13.05,0,10.86,0.92,0,0
46,Manitoba,Manitoba,26-09-2020,39,2020,1,1829,271,132.18,,,,19,3,1.37,19.58,0.22,419,3,30.28,0.22,38.71,2.8,0.43,0.03
35,Ontario,Ontario,26-09-2020,39,2020,1,49340,2856,332.79,,,,2799,11,18.88,19.26,0.07,5040,23,33.99,0.16,408,2.75,1.57,0.01
24,Quebec,Québec,26-09-2020,39,2020,1,65295,4610,758.85,,,,5820,22,67.63,53.58,0.26,7156,42,83.16,0.49,658.57,7.65,3.21,0.04
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-09-2020,39,2020,1,272,0,52.25,,,,3,0,0.58,0,0,1,0,0.19,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,26-09-2020,39,2020,1,200,6,25.34,,,,2,0,0.25,0.76,0,7,0,0.89,0,0.86,0.11,0,0
12,Nova Scotia,Nouvelle-Écosse,26-09-2020,39,2020,1,1087,1,109.54,,,,65,0,6.55,0.07,0,1,0,0.07,0,0.1,0.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,26-09-2020,39,2020,1,58,1,35.38,,,,0,0,0,0.7,0,3,0,1.74,0,0.16,0.1,0,0
60,Yukon,Yukon,26-09-2020,39,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,26-09-2020,39,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,26-09-2020,39,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,26-09-2020,39,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,26-09-2020,39,2020,,146090,9602,381.97,,,,9224,50,24.12,25.11,0.13,16344,97,42.73,0.25,1371.73,3.59,7.11,0.02
59,British Columbia,Colombie-Britannique,03-10-2020,40,2020,1,9381,740,179.9,,,,238,8,4.56,14.19,0.15,1539,15,29.51,0.29,105.71,2.03,1.14,0.02
48,Alberta,Alberta,03-10-2020,40,2020,1,18653,1181,419.84,,,,275,12,6.18,26.59,0.27,2163,18,48.69,0.41,168.73,3.8,1.71,0.04
47,Saskatchewan,Saskatchewan,03-10-2020,40,2020,1,1954,91,165.62,,,,24,0,2.03,7.71,0,167,0,14.15,0,13,1.1,0,0
46,Manitoba,Manitoba,03-10-2020,40,2020,1,2108,279,152.34,,,,22,3,1.59,20.16,0.22,550,6,39.75,0.43,39.86,2.88,0.43,0.03
35,Ontario,Ontario,03-10-2020,40,2020,1,53633,4293,361.74,,,,2929,130,19.76,28.96,0.88,7149,141,48.22,0.95,613.29,4.14,18.57,0.13
24,Quebec,Québec,03-10-2020,40,2020,1,72511,7216,842.71,,,,5868,48,68.19,83.86,0.56,11826,70,137.44,0.82,1030.86,11.98,6.86,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-10-2020,40,2020,1,276,4,53.02,,,,3,0,0.66,0.77,0.08,4,0,0.77,0.08,0.57,0.11,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,03-10-2020,40,2020,1,201,1,25.47,,,,2,0,0.25,0.13,0,7,0,0.89,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,03-10-2020,40,2020,1,1088,2,109.71,,,,65,0,6.55,0.17,0,2,0,0.24,0,0.24,0.02,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,03-10-2020,40,2020,1,60,2,36.6,,,,0,0,0,1.22,0,3,0,1.91,0,0.29,0.17,0,0
60,Yukon,Yukon,03-10-2020,40,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,03-10-2020,40,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,03-10-2020,40,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,03-10-2020,40,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,03-10-2020,40,2020,,159899,13809,418.08,,,,9426,201,24.64,36.11,0.53,23411,251,61.21,0.66,1972.69,5.16,28.78,0.08
59,British Columbia,Colombie-Britannique,10-10-2020,41,2020,1,10185,804,195.31,,,,245,7,4.7,15.42,0.13,1544,15,29.61,0.29,114.86,2.2,1,0.02
48,Alberta,Alberta,10-10-2020,41,2020,1,20208,1555,454.84,,,,284,9,6.39,35,0.21,2736,21,61.59,0.48,222.16,5,1.33,0.03
47,Saskatchewan,Saskatchewan,10-10-2020,41,2020,1,2068,114,175.28,,,,24,0,2.03,9.66,0,205,0,17.38,0,16.29,1.38,0,0
46,Manitoba,Manitoba,10-10-2020,41,2020,1,2524,416,182.4,,,,32,10,2.31,30.06,0.72,695,13,50.23,0.94,59.43,4.29,1.43,0.1
35,Ontario,Ontario,10-10-2020,41,2020,1,58490,4857,394.5,,,,2964,35,19.99,32.76,0.24,9150,165,61.71,1.11,693.86,4.68,5,0.03
24,Quebec,Québec,10-10-2020,41,2020,1,79530,7018,924.28,,,,5944,77,69.09,81.57,0.89,14234,125,165.43,1.45,1002.64,11.65,11,0.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-10-2020,41,2020,1,282,6,54.17,,,,4,1,0.77,1.15,0.11,10,1,1.92,0.19,0.86,0.16,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,10-10-2020,41,2020,1,258,57,32.69,,,,2,0,0.25,7.22,0,58,0,7.35,0,8.14,1.03,0,0
12,Nova Scotia,Nouvelle-Écosse,10-10-2020,41,2020,1,1091,3,109.99,,,,65,0,6.55,0.27,0,4,0,0.45,0,0.39,0.04,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,10-10-2020,41,2020,1,62,2,37.82,,,,0,0,0,1.22,0,4,0,2.43,0,0.29,0.17,0,0
60,Yukon,Yukon,10-10-2020,41,2020,1,15,0,34.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10-10-2020,41,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,10-10-2020,41,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,10-10-2020,41,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,10-10-2020,41,2020,,174731,14832,456.86,,,,9564,139,25.01,38.78,0.36,28641,340,74.89,0.89,2118.91,5.54,19.84,0.05
59,British Columbia,Colombie-Britannique,17-10-2020,42,2020,1,11189,1004,214.57,,,,251,6,4.81,19.25,0.12,1808,13,34.67,0.25,143.43,2.75,0.86,0.02
48,Alberta,Alberta,17-10-2020,42,2020,1,22122,1914,497.91,,,,290,6,6.53,43.07,0.14,3469,15,78.07,0.35,273.37,6.15,0.88,0.02
47,Saskatchewan,Saskatchewan,17-10-2020,42,2020,1,2306,238,195.45,,,,25,1,2.12,20.17,0.08,352,1,29.83,0.08,34,2.88,0.14,0.01
46,Manitoba,Manitoba,17-10-2020,42,2020,1,3258,734,235.44,,,,38,6,2.75,53.04,0.43,1150,16,83.11,1.16,104.86,7.58,0.86,0.06
35,Ontario,Ontario,17-10-2020,42,2020,1,63713,5223,429.73,,,,2999,35,20.23,35.23,0.24,10080,70,67.99,0.47,746.14,5.03,5,0.03
24,Quebec,Québec,17-10-2020,42,2020,1,86676,7146,1007.33,,,,6028,84,70.06,83.06,0.97,14165,160,164.62,1.87,1020.93,11.87,11.93,0.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-10-2020,42,2020,1,287,5,55.13,,,,4,0,0.77,0.96,0,11,1,2.11,0.11,0.71,0.14,0,0
13,New Brunswick,Nouveau-Brunswick,17-10-2020,42,2020,1,305,47,38.65,,,,2,0,0.25,5.96,0,104,0,13.18,0,6.71,0.85,0,0
12,Nova Scotia,Nouvelle-Écosse,17-10-2020,42,2020,1,1096,4,110.43,,,,65,0,6.55,0.45,0,7,0,0.72,0,0.63,0.06,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,17-10-2020,42,2020,1,64,1,38.69,,,,0,0,0,0.87,0,3,0,2.09,0,0.2,0.12,0,0
60,Yukon,Yukon,17-10-2020,42,2020,1,16,1,36.45,,,,0,0,0,1.55,0,1,0,1.55,0,0.1,0.22,0,0
61,Northwest Territories,Territoires du Nord-Ouest,17-10-2020,42,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,17-10-2020,42,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,17-10-2020,42,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,17-10-2020,42,2020,,191049,16318,499.52,,,,9702,138,25.37,42.66,0.36,31150,276,81.45,0.72,2331.09,6.09,19.66,0.05
59,British Columbia,Colombie-Britannique,24-10-2020,43,2020,1,12554,1365,240.74,,,,256,5,4.91,26.18,0.1,2369,11,45.43,0.21,195,3.74,0.71,0.01
48,Alberta,Alberta,24-10-2020,43,2020,1,24801,2679,558.22,,,,302,12,6.8,60.31,0.27,4593,18,103.38,0.41,382.78,8.62,1.73,0.04
47,Saskatchewan,Saskatchewan,24-10-2020,43,2020,1,2669,363,226.22,,,,25,0,2.12,30.77,0,601,1,50.94,0.08,51.86,4.4,0,0
46,Manitoba,Manitoba,24-10-2020,43,2020,1,4088,830,295.43,,,,50,12,3.61,59.98,0.87,1564,18,113.02,1.3,118.57,8.57,1.71,0.12
35,Ontario,Ontario,24-10-2020,43,2020,1,69331,5618,467.62,,,,3040,41,20.5,37.89,0.28,10841,76,73.12,0.51,802.57,5.41,5.86,0.04
24,Quebec,Québec,24-10-2020,43,2020,1,93284,6608,1084.14,,,,6124,96,71.18,76.8,1.12,13755,180,159.86,2.09,944.07,10.97,13.79,0.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-10-2020,43,2020,1,289,2,55.52,,,,4,0,0.77,0.38,0,7,0,1.34,0,0.29,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,24-10-2020,43,2020,1,326,21,41.31,,,,4,2,0.51,2.66,0.25,68,2,8.62,0.25,3,0.38,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,24-10-2020,43,2020,1,1100,4,110.87,,,,65,0,6.55,0.43,0,9,0,0.88,0,0.61,0.06,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,24-10-2020,43,2020,1,64,0,38.95,,,,0,0,0,0.26,0,2,0,1.13,0,0.06,0.04,0,0
60,Yukon,Yukon,24-10-2020,43,2020,1,19,3,43.42,,,,0,0,0,6.98,0,4,0,8.53,0,0.43,1,0,0
61,Northwest Territories,Territoires du Nord-Ouest,24-10-2020,43,2020,1,8,3,17.27,,,,0,0,0,6.28,0,3,0,6.28,0,0.41,0.9,0,0
62,Nunavut,Nunavut,24-10-2020,43,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,24-10-2020,43,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,24-10-2020,43,2020,,208546,17498,545.27,,,,9871,169,25.81,45.75,0.44,33815,306,88.41,0.8,2499.64,6.54,24.09,0.06
59,British Columbia,Colombie-Britannique,31-10-2020,44,2020,1,14733,2179,282.53,,,,263,7,5.04,41.78,0.13,3544,12,67.96,0.23,311.29,5.97,1,0.02
48,Alberta,Alberta,31-10-2020,44,2020,1,28313,3512,637.27,,,,326,23,7.33,79.05,0.53,6192,36,139.36,0.8,501.73,11.29,3.35,0.08
47,Saskatchewan,Saskatchewan,31-10-2020,44,2020,1,3144,475,266.48,,,,25,0,2.12,40.26,0,838,0,71.03,0,67.86,5.75,0,0
46,Manitoba,Manitoba,31-10-2020,44,2020,1,5723,1635,413.58,,,,67,17,4.84,118.16,1.23,2465,29,178.14,2.1,233.57,16.88,2.43,0.18
35,Ontario,Ontario,31-10-2020,44,2020,1,75730,6399,510.78,,,,3085,45,20.81,43.16,0.3,12017,86,81.05,0.58,914.14,6.17,6.43,0.04
24,Quebec,Québec,31-10-2020,44,2020,1,99882,6598,1160.81,,,,6252,127,72.65,76.68,1.48,13206,224,153.48,2.6,942.5,10.95,18.14,0.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-10-2020,44,2020,1,291,2,55.9,,,,4,0,0.77,0.38,0,4,0,0.77,0,0.29,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,31-10-2020,44,2020,1,343,17,43.46,,,,6,2,0.76,2.15,0.25,38,4,4.81,0.51,2.43,0.31,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,31-10-2020,44,2020,1,1110,10,111.85,,,,65,0,6.55,0.98,0,14,0,1.41,0,1.39,0.14,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,31-10-2020,44,2020,1,64,0,38.95,,,,0,0,0,0,0,0,0,0.26,0,0,0,0,0
60,Yukon,Yukon,31-10-2020,44,2020,1,23,4,53.51,,,,1,1,2.33,10.08,2.33,7,1,17.06,2.33,0.62,1.44,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,31-10-2020,44,2020,1,10,2,21.35,,,,0,0,0,4.08,0,5,0,10.36,0,0.27,0.58,0,0
62,Nunavut,Nunavut,31-10-2020,44,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,31-10-2020,44,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,31-10-2020,44,2020,,229379,20833,599.74,,,,10093,222,26.39,54.47,0.58,38330,391,100.22,1.02,2976.08,7.78,31.78,0.08
59,British Columbia,Colombie-Britannique,07-11-2020,45,2020,1,17716,2983,339.73,,,,276,13,5.29,57.2,0.25,5162,20,98.99,0.38,426.14,8.17,1.86,0.04
48,Alberta,Alberta,07-11-2020,45,2020,1,32755,4442,737.26,,,,360,34,8.1,99.98,0.77,7954,58,179.03,1.3,634.59,14.28,4.88,0.11
47,Saskatchewan,Saskatchewan,07-11-2020,45,2020,1,3738,594,316.82,,,,27,2,2.29,50.35,0.17,1069,2,90.61,0.17,84.86,7.19,0.29,0.02
46,Manitoba,Manitoba,07-11-2020,45,2020,1,7689,1966,555.66,,,,103,36,7.44,142.08,2.6,3601,53,260.23,3.83,280.86,20.3,5.14,0.37
35,Ontario,Ontario,07-11-2020,45,2020,1,82825,7095,558.64,,,,3164,79,21.34,47.85,0.53,13494,124,91.01,0.84,1013.57,6.84,11.29,0.08
24,Quebec,Québec,07-11-2020,45,2020,1,107756,7874,1252.32,,,,6422,170,74.63,91.5,1.98,14471,297,168.18,3.45,1124.79,13.07,24.29,0.28
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-11-2020,45,2020,1,296,5,56.86,,,,4,0,0.77,0.96,0,7,0,1.34,0,0.71,0.14,0,0
13,New Brunswick,Nouveau-Brunswick,07-11-2020,45,2020,1,353,10,44.73,,,,6,0,0.76,1.27,0,27,2,3.42,0.25,1.43,0.18,0,0
12,Nova Scotia,Nouvelle-Écosse,07-11-2020,45,2020,1,1124,15,113.34,,,,65,0,6.55,1.5,0,25,0,2.48,0,2.12,0.21,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,07-11-2020,45,2020,1,66,2,39.99,,,,0,0,0,1.04,0,2,0,1.04,0,0.24,0.15,0,0
