hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
435bc6d4686226ba3a508751129be8b2ef723836,2020-07-31,2020-07-31 00:00:00,AK,02,3677,118,229429,7931,,898,23,0,,0,40,,,3,,233106,8049
310a029041a6b87a179110674657ee90aac288c0,2020-07-31,2020-07-31 11:00:00,AL,01,87723,1961,601744,7398,,35401,1580,15,10521,451,1596,,1144,,613,689467,9359
9cde316736e90029c9b3e6f5406264a5fe92e696,2020-07-31,2020-07-31 14:40:00,AR,05,42511,752,460958,0,,35413,453,11,2852,105,507,,,100,395,503469,752
a758a84dadf07e79a63c53418e84cdfca38e8388,2020-07-31,2020-07-16 00:00:00,AS,60,0,0,1037,0,,,0,0,,0,,,,,,1037,0
3c8eb20a6bf16e51f4675a96bdfefb37954a78e3,2020-07-31,2020-07-31 00:00:00,AZ,04,174010,3212,759733,17265,,22714,3694,68,11260,88,2302,719,,505,,933743,20477
01334802bc96449522bb9a789767abc759b9c877,2020-07-31,2020-07-31 00:00:00,CA,06,493588,8086,7317453,169115,,,9005,96,,0,7999,2163,,,,7811041,177201
42a49fb0dd7bdde37420e8b6a99fc07881d438bc,2020-07-31,2020-07-31 01:59:00,CO,08,46204,408,480142,6266,,5309,1691,3,6413,15,350,,,,,526346,6674
8629fc94656ef8300960d62bdc419dec97b3ba47,2020-07-31,2020-07-30 20:30:00,CT,09,49810,140,744186,15128,,8613,4432,1,10807,0,69,,,,,793996,15268
eb20b1e5a5b1250ce7115fc0a9521b58662637bd,2020-07-31,2020-07-30 00:00:00,DC,11,12126,69,176615,5682,,9816,585,1,,0,86,17,,9,,188741,5751
1889178ec2298997117743470c6260b294db2ebd,2020-07-31,2020-07-30 18:00:00,DE,10,14788,99,166259,2085,,8179,585,4,,0,46,11,,,,181047,2184
917789dd8e922579b8236f5430eb606b688d4c3d,2020-07-31,2020-07-30 23:59:00,FL,12,470386,9007,3157702,39964,3363,,6966,257,26905,519,8209,,,,,3628088,48971
6064012678ebb35cfca8310cc2a28c80503d7f02,2020-07-31,2020-07-31 14:50:00,GA,13,186352,4066,1388335,29232,,,3752,81,18689,386,3155,,3414,,,1574687,33298
5676f66b16613cbe3bdd770e924c47fc36ddb195,2020-07-31,2020-07-30 23:30:00,GU,66,356,2,21526,338,,304,5,0,,0,2,2,,,,21882,340
c221668b6da41bb4ba8f0d5fdda9ef69c99e8f43,2020-07-31,2020-07-30 23:30:00,HI,15,1989,124,119379,2032,,1226,26,0,177,4,61,15,,9,,121368,2156
f52e0018acf65e565dea01b5453fe0c23dc54773,2020-07-31,2020-07-31 00:00:00,IA,19,44582,544,429830,4770,,32578,867,10,,0,225,71,,29,,474412,5314
f8fb752768472cddf6143c810dac70584fee8096,2020-07-31,2020-07-30 18:52:00,ID,16,20246,567,158864,3024,,6744,177,4,835,27,236,51,247,,,179110,3591
146e5d6475bc2f183dc6541060b93626de481465,2020-07-31,2020-07-31 00:00:00,IL,17,180118,1980,2520731,47841,,,7692,22,,0,1369,346,,148,,2700849,49821
d014ae52427788ccab76900bb2a4260acd81acdf,2020-07-31,2020-07-30 23:59:00,IN,18,66154,901,681229,10634,,46466,2965,19,8727,60,865,280,1825,81,,747383,11535
7272c443bd7ac71b55e5ce79bda13aa0b9a15656,2020-07-31,2020-07-31 10:00:00,KS,20,27812,942,264695,6616,,1178,358,9,1751,51,366,98,494,26,179,292507,7558
bf4e9352f95a5c171e7fae4840acc5f82c072c88,2020-07-31,2020-07-31 00:00:00,KY,21,30151,765,557672,7752,,7481,735,4,3314,10,597,150,1133,,,587823,8517
ab6b6b8213f785a171cd32d518125ad69c1dd648,2020-07-31,2020-07-31 13:00:00,LA,22,116280,1799,1225963,23054,,74246,3949,24,,0,1546,,,222,,1342243,24853
e4756bb49e5f5ffda1b20582074b9a9fa5ce7512,2020-07-31,2020-07-31 10:00:00,MA,25,117612,514,1070818,18764,,97595,8609,14,11908,15,347,58,,28,,1188430,19278
d770ded5fc834e15404447dde1d91c4f30fe2504,2020-07-31,2020-07-31 10:00:00,MD,24,88346,1169,822845,16057,,5689,3493,5,12593,93,590,128,,,,911191,17226
1922e39313cdf7c468551778e8d0a0556bd63e01,2020-07-31,2020-07-30 23:59:00,ME,23,3912,24,163255,2336,,3361,123,1,388,2,12,7,,2,,167167,2360
1838849752395976b378c1f785772496598ec987,2020-07-31,2020-07-31 00:00:00,MI,26,90574,793,1753873,30476,,57502,6450,7,,0,727,238,,144,,1844447,31269
426f3524083285ca67d2dd4021842ef8f218392c,2020-07-31,2020-07-30 17:00:00,MN,27,54463,771,779891,-174299,,47289,1640,6,5155,43,312,151,1510,,,834354,-173528
7547bf8e8b1d62e8e4e3daa6f8e01c365fe0fff5,2020-07-31,2020-07-31 15:00:00,MO,29,50323,1489,636450,10151,,,1243,10,,0,869,,,108,,686773,11640
