hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
c5e7641b5775740f5912af833d4d6b5c452c3383,2020-11-06,2020-11-07 03:59:00,AK,02,18699,525,762602,-1050,,7122,84,0,,0,106,,,7,,781301,-525
3c28ba3b012f38332635f3629ab4fa30bddaf663,2020-11-06,2020-11-06 11:00:00,AL,01,200714,1556,1217002,7161,,84471,3049,23,21294,267,1022,,2110,,1220,1387448,8341
857a88ae2ba0c49b94fd2cff5909d3578d1c7d2a,2020-11-06,2020-11-06 00:00:00,AR,05,119230,1870,1298264,12651,,105746,2056,19,7401,75,633,235,,105,863,1407002,14097
7113b8d9b4c8875c13e403e62e224421d71d7d96,2020-11-06,2020-11-01 00:00:00,AS,60,0,0,1768,0,,,0,0,,0,,,,,,1768,0
f26b37d31cec9fcaa2c54e30e98dba367ba5686c,2020-11-06,2020-11-06 00:00:00,AZ,04,254764,1996,1593981,20120,,42652,6109,22,22018,187,1082,250,,138,,1842311,15682
da26c407443f1de00bddf8db42a41b8f721e3887,2020-11-06,2020-11-06 02:59:00,CA,06,951094,6518,18445255,123468,,,17866,51,,0,3489,923,,,,19396349,129986
79774e37706c022c4d5e32d59a9e13fd9f975670,2020-11-06,2020-11-05 01:59:00,CO,08,121006,3369,1173474,11264,,8366,2158,11,9714,96,1016,,,,,2141933,32819
b7b37ba6fcc53159eddf95f842904a5f3b97e454,2020-11-06,2020-11-05 20:30:00,CT,09,78125,1065,2356349,0,,9800,4671,15,12257,0,402,,,,,2434474,1065
6c41ca0e113bd235833bedb9130ff5041ab6b455,2020-11-06,2020-11-05 00:00:00,DC,11,17792,110,528531,5711,,13738,652,2,,0,79,25,,9,,546323,5821
4f23bc4b46570ffbe5994cf50b3d268fc227cd3c,2020-11-06,2020-11-05 18:00:00,DE,10,26035,282,334846,2213,,13766,716,0,,0,114,27,,,,577122,3331
5109930ebb8b8e9e4e3421efbc3cb5c403d0d62e,2020-11-06,2020-11-05 23:59:00,FL,12,821526,5150,5504450,29721,4789,,17224,54,50868,198,2564,,,,,10405346,76349
6f9652308547c1c4761ab991611c753eb3032416,2020-11-06,2020-11-06 14:50:00,GA,13,370106,1738,3321627,17835,,,8608,30,32317,100,1848,,6075,,,3691733,19573
c59a4f40c7dd498717fd153db4b4a7528ea5e58e,2020-11-06,2020-11-06 09:00:00,GU,66,5077,73,66027,564,,3403,88,3,,0,86,21,,10,,71104,637
9941d81a6b957fd4522b68e2e12a90809b6ad75c,2020-11-06,2020-11-05 18:00:00,HI,15,15785,99,295153,0,,11958,219,0,1138,13,68,13,,9,,551803,4470
e0bba8ee222c0d24eab211b20a439dc41ed06020,2020-11-06,2020-11-06 00:00:00,IA,19,133510,2778,788507,2835,,99243,1818,16,,0,912,188,,67,,922017,5613
85be9fcfba2f58dba0e12b3d9d1da1632a1e816a,2020-11-06,2020-11-05 19:00:00,ID,16,69579,1265,338656,2160,,31574,671,7,2788,58,296,77,568,,,398721,3045
1b6da116fb4a6b07db1335770ba13e562b69e083,2020-11-06,2020-11-06 00:00:00,IL,17,465540,11790,7749589,80352,,,10397,84,,0,4090,786,,339,,8215129,92142
2ac3538ef5fd888d83eba527a48f1752b97fa708,2020-11-06,2020-11-05 23:59:00,IN,18,200823,4647,1576282,10511,,130248,4547,36,18005,207,2001,540,3477,191,,3117069,43214
04e70e5f524dfda3a2ea1b0fdb6ca350ac6a5897,2020-11-06,2020-11-06 10:00:00,KS,20,97633,5418,578687,7222,,2808,1166,79,4067,83,693,183,1122,62,337,676320,12640
34dd3c29e97da82c31d106581a0f20bfe5b00f94,2020-11-06,2020-11-06 00:00:00,KY,21,117505,2228,2079371,166478,,20926,1544,10,7708,127,1153,299,1922,,,2177509,168192
6467e4b585690283700e469db1f32059b341ee25,2020-11-06,2020-11-06 13:00:00,LA,22,191715,870,2674761,17940,,172210,6016,21,,0,644,,,81,,2866476,18810
7ed8b5487dfa0f81ddc86e11f31e9b68ce4e6add,2020-11-06,2020-11-06 08:00:00,MA,25,167274,2113,2690585,18652,,131646,10106,21,13373,0,513,118,,57,,6547668,86357
8ff3d568f20893346a781b5b07c1da009e45a81e,2020-11-06,2020-11-06 10:00:00,MD,24,151505,1541,1851665,11606,,8262,4194,12,17537,102,609,152,,,,3587697,35366
e2b6022070130cfd81a8628c40c01f574a41d89f,2020-11-06,2020-11-05 23:59:00,ME,23,7444,184,668621,8031,,5830,150,0,513,3,37,14,,3,,676065,8215
e8f7ba6f3da694511ae093d4825ab25e08ce7f09,2020-11-06,2020-11-06 00:00:00,MI,26,222509,4246,4984958,48339,,121093,7880,47,,0,2425,484,,202,,5207467,52585
0fc2d15a2870ce09e130e8a35aa0e8e836d0b826,2020-11-06,2020-11-05 17:00:00,MN,27,170307,5442,1793542,16911,,139190,2591,36,11193,177,1038,224,2864,,,2990965,43812
eae4063dee4aaff2b393e6c415818f7e5f3839b8,2020-11-06,2020-11-06 00:59:00,MO,29,200507,3931,1366724,6299,,,3131,25,,0,1834,517,,226,,2649277,24307
3e8ee6fd675ba22daded720f66be127f6d069880,2020-11-06,2020-11-06 00:00:00,MP,69,98,2,15993,0,,29,2,0,4,0,,,,,,16091,2
ee57202dc3697e70a83496d2c32d5a6707395114,2020-11-06,2020-11-05 00:00:00,MS,28,124854,967,837208,0,,105839,3419,14,6728,0,695,176,,82,,962062,967
e0a0c08bbbc39e5e2284f3e0dab569d5577b8b0f,2020-11-06,2020-11-06 01:59:00,MT,30,37947,979,485649,2593,,23607,419,12,1447,26,437,,,,,523596,3572
