hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
6d01ab8f9ee9605ca15805c4665d29ad9e8b6bd4,2021-02-28,2021-02-26 03:59:00,AK,02,55989,0,,0,,,290,0,1277,0,43,,,5,,1679675,0
ab0a421dfe871ee590aeff5a9b87742a1ca4c88d,2021-02-28,2021-02-28 11:00:00,AL,01,493252,569,1903691,2776,,285130,9929,-1,45428,0,657,,2650,,1508,2290216,3265
d6313920a93b16678b82ec9e28842c6c828196d5,2021-02-28,2021-02-28 00:00:00,AR,05,322415,3220,2441857,51991,,312758,5243,-174,14763,0,455,183,,85,1520,2695887,53995
720ded5c8a828bce5fceffdc033af068a623feb3,2021-02-28,2020-12-01 00:00:00,AS,60,0,0,2140,0,,,0,0,,0,,,,,,2140,0
e077e5f5b8bac238548a408f3f855c647bc5ab21,2021-02-28,2021-02-28 00:00:00,AZ,04,816782,1075,2996831,9935,,,15980,13,57599,91,1251,402,,210,,7663423,40030
f86022de4fee5f9beb5dcdd2ff96204d277018ba,2021-02-28,2021-02-28 02:59:00,CA,06,3475562,4685,,0,,,51979,158,,0,5674,1585,,,,48469106,249616
28c6a9300abe06cf3c87d1c78b65d3549078dc3a,2021-02-28,2021-02-28 01:59:00,CO,08,428303,841,2172628,4673,,,5951,6,23476,17,404,,,,,6216201,25679
093a5730f74c71beda350729aec96eb3c334d999,2021-02-28,2021-02-25 23:59:00,CT,09,279946,0,,0,,,7622,0,12257,0,451,,,,,6299277,0
9406f22210744fa22e962e3c21d768242afc252e,2021-02-28,2021-02-27 00:00:00,DC,11,40598,120,,0,,28881,1017,7,,0,163,45,,26,,1228359,6796
d658c01e49ecc814b9b263e5844f82f365a843fa,2021-02-28,2021-02-27 18:00:00,DE,10,86799,282,538644,1037,,,1422,4,,0,142,22,,,,1395584,8220
ef46279de0a9630ba989a3eb1167234320c144df,2021-02-28,2021-02-27 23:59:00,FL,12,1874154,5385,9185534,22572,8433,,31406,126,80572,105,3679,,,,,21761798,77453
34a32d8a4cc768103b7077395697117fc248fde0,2021-02-28,2021-02-28 14:50:00,GA,13,1006521,2334,,0,,,17295,1,56039,76,2341,,9126,,,7201974,19980
644a6aca832663004222caee635a99b8b792a9b8,2021-02-28,2021-02-27 22:45:00,GU,66,7736,1,109867,0,,7564,131,0,,0,4,1,,1,,117603,1
8874ebc04f61b618359f541310c1e680d33e6147,2021-02-28,2021-02-26 14:30:00,HI,15,28326,56,,0,,,439,0,2214,0,30,3,,3,,1112978,5461
e1767feb02ff3476dadbed8ea4e8f39b36a193cb,2021-02-28,2021-02-28 00:00:00,IA,19,280039,295,1033790,1527,,315134,5471,1,,0,196,50,,19,,1313829,1822
e72f2a54a0ccc1e04e3c175a7075d049ee555c3c,2021-02-28,2021-02-27 19:06:00,ID,16,171140,233,500096,865,,94230,1860,1,7076,11,162,35,1231,,,638919,1036
adb236a30073e8664a70ad52292d751987764096,2021-02-28,2021-02-28 00:00:00,IL,17,1186696,1249,16949557,65251,,,22735,25,,0,1265,303,,150,,18136253,66500
626a625ccd0cd6bc00f2ed06bb38860254f1cd5b,2021-02-28,2021-02-27 23:59:00,IN,18,661673,731,2455528,4296,,,12573,17,42775,39,778,116,7508,67,,8021430,31476
610cbb40109a5de680c79232b35b88a3ead81c66,2021-02-28,2021-02-26 10:00:00,KS,20,293663,0,960800,0,,,4735,0,9249,0,258,63,2510,29,411,1254463,0
6cc5aacce2de1f884e7f1616e115becf7246d682,2021-02-28,2021-02-28 00:00:00,KY,21,404622,675,,0,,47544,4637,12,19101,11,732,187,3970,118,,3904567,0
846ce00ccaaac928f669281bba70650af6438c44,2021-02-28,2021-02-28 13:00:00,LA,22,430100,1508,5147067,30981,,408463,9608,21,,0,630,,,91,,5577167,32489
defd6ae0f5096a4ccd89e136eba9870f016c2fb9,2021-02-28,2021-02-27 23:59:00,MA,25,581148,1468,4348539,8459,,494740,16118,51,19444,0,760,183,,124,,16208091,102571
ec000ebef1b76c2f74bc08144afd8cbac36da800,2021-02-28,2021-02-28 10:00:00,MD,24,382099,827,2999585,6487,,9667,7869,13,35000,73,868,240,,,,7887028,38783
1f215da64d4968e7417e0b799c023eef7c48c130,2021-02-28,2021-02-27 23:59:00,ME,23,44634,142,1575467,0,,12800,703,1,1527,2,72,24,,8,,1620101,142
9d83bc32a997b1539a7894c1f2105e8c73bd4bc3,2021-02-28,2021-02-27 00:00:00,MI,26,645550,0,9644816,0,,541258,16508,0,,0,841,195,,93,,10290366,0
8d15c04ce5f31cf57d41d276e167b0c52c88e125,2021-02-28,2021-02-27 17:00:00,MN,27,484594,804,3008703,9667,,470819,6483,8,25719,5,263,60,5306,,,6916577,24903
4b7f4eff98768bd8a0317604f6f861509044f922,2021-02-28,2021-02-28 00:59:00,MO,29,478224,274,1857446,2656,,,7919,-1,,0,1172,229,,136,,4482293,9471
82f9fa69343312618cc0dd8e3347a1b93d7a449c,2021-02-28,2021-02-20 00:00:00,MP,69,143,0,17429,0,,29,2,0,4,0,,,,,,17572,0
a4b070eefeba55c96c59202925b2465834c47c92,2021-02-28,2021-02-27 00:00:00,MS,28,294795,704,1436186,0,,273437,6681,12,9012,0,492,114,,69,,1730981,704
84d83ce4e5eac0732d25914d52a4d85d9b8efc95,2021-02-28,2021-02-28 01:59:00,MT,30,99954,117,982558,3481,,96982,1357,1,4581,2,68,13,,6,,1082512,3598
de361545e183e9a4ac15d2e6ac13a6e2a061a957,2021-02-28,2021-02-27 12:00:00,NC,37,858548,0,9464473,0,,,11212,0,,0,1414,348,,,,10323021,0
fb5605fc76e2407268c8783187f7ca360528600f,2021-02-28,2021-02-28 01:59:00,ND,38,99809,29,304951,141,,97759,1472,0,3867,1,21,3,565,,,1409615,529
0b1e6546b3ea12ae6fed56a05dec636d58bfe718,2021-02-28,2021-02-28 10:15:00,NE,31,200848,167,764004,598,,154909,2082,0,6102,3,151,,,,,2371202,5076
c3c7efcdb177161ec5668363d2c547fa46d8a511,2021-02-28,2021-02-28 09:00:00,NH,33,75424,258,576603,157,,71722,1170,0,1118,4,87,,345,,,1458750,7065
c9e12b3af7932b8dba0384609aa4f213b05b58dd,2021-02-28,2021-02-28 00:00:00,NJ,34,789356,2389,9868082,0,,,23252,14,63713,49,1849,393,,229,,10657438,2389
4d9448d23da39e3a72179c0b47e64c1f6cd223da,2021-02-28,2021-02-28 17:38:00,NM,35,185132,244,2508329,11834,,146013,3716,16,13108,11,192,,,,,2693461,12078
a17d27df22985cb77be056e84388999efcf8473f,2021-02-28,2021-02-27 00:00:00,NV,32,293754,266,1117229,1870,,,4957,0,,0,491,115,,67,,2719219,6710
e0bb9617637a5e363610408d584559962a022f79,2021-02-28,2021-02-27 14:00:00,NY,36,1630445,7580,,0,,,38497,90,89995,0,5259,1083,,728,,38106915,273720
7394795576e22fae99c6ecf8f470626609a65d72,2021-02-28,2021-02-28 14:00:00,OH,39,967422,1268,,0,,909524,17297,60,50279,82,1149,316,7134,203,,10030523,36196
8ce640b15a3c12316f82a689f3b8a6005b55d9f5,2021-02-28,,OK,40,424508,706,3084829,0,2965,407312,4428,49,23985,76,484,150,,,,3509337,706
cc612b961fb72a083d6b78c6fe59e17282973543,2021-02-28,2021-02-26 03:01:00,OR,41,155597,719,,0,,,2208,2,8570,0,177,35,,16,,3564120,0
cf8abb13d15c17c655fb6113bdc098fe30f39e48,2021-02-28,2021-02-28 12:00:00,PA,42,931642,1945,3884586,8370,,836727,24021,84,,0,1720,374,,211,,10378789,0
