hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
d939ccbfc0a45044ede4b81384f1a41520b50f87,2020-09-20,2020-09-20 03:59:00,AK,02,7767,93,419158,3982,,2438,45,0,,0,43,,,13,,426925,4075
1068eacf936cf84dc1349d453d2454fa7e85ffa1,2020-09-20,2020-09-19 11:00:00,AL,01,144962,798,923366,4918,,61232,2437,0,16227,0,780,,1643,,904,1054017,5595
7ae6e9d3ea3d6cd32353b9b22df4862a9d40f1e0,2020-09-20,2020-09-20 00:00:00,AR,05,75723,1641,810294,16197,,67853,1181,8,4967,4,404,212,,83,628,883984,17549
3e8d4473820fe86e6e0d374bbcf084d1a4283566,2020-09-20,2020-09-01 00:00:00,AS,60,0,0,1571,0,,,0,0,,0,,,,,,1571,0
7389ef357a7c4b8e64ccabb01a376c6e67e87d75,2020-09-20,2020-09-20 00:00:00,AZ,04,214018,467,1169906,10298,,33835,5476,9,21876,-6,472,120,,57,,1383924,10765
fd88a82366b400053d994227a86f175bbe8112b4,2020-09-20,2020-09-20 02:59:00,CA,06,778400,4265,12744758,175007,,,14987,75,,0,3441,925,,,,13523158,179272
53538ff2d6fb07c9a2a5be3d98b592c35770bf7b,2020-09-20,2020-09-20 01:59:00,CO,08,64356,606,761346,7227,,6274,1913,0,7357,10,237,,,,,1195379,13550
c23b8f09fd8aeea712d8e464d7f2456f8097e929,2020-09-20,2020-09-17 20:30:00,CT,09,55527,0,1366621,0,,9204,4492,0,11447,0,77,,,,,1422148,0
64545b24e233cc19e1139412d3c0df143abd32c4,2020-09-20,2020-09-19 00:00:00,DC,11,14955,53,340189,4214,,11829,620,1,,0,86,25,,14,,355144,4267
a7697ebb4a222e020c6d40a7b15fcd80eafacfcc,2020-09-20,2020-09-19 18:00:00,DE,10,19566,117,251855,1593,,10299,621,0,,0,60,14,,,,271421,1710
cfb904601b096e11d34b678dd9d9abdcbf80e2c4,2020-09-20,2020-09-19 23:59:00,FL,12,683754,2521,4411335,24014,3871,,13459,9,42939,81,2292,,,,,5095089,26535
2432e2db740a480d7db5e0fb4a03010cc0afde1a,2020-09-20,2020-09-20 14:50:00,GA,13,306155,1134,2444667,14299,,,6602,3,27377,39,1926,,5002,,,2750822,15433
3bfc034531cffc78d480c081bb28d9a8b2c7b492,2020-09-20,2020-09-19 04:15:00,GU,66,2117,0,43841,0,,1450,34,0,,0,36,19,,,,45958,0
38a3be6d93c57e4008714676d7a19cd972faf2d8,2020-09-20,2020-09-19 18:00:00,HI,15,11326,109,268523,0,,4622,120,0,726,26,185,51,,40,,279849,109
31ae6f0da018d9d0ec472b92b1bc0f0e709650a7,2020-09-20,2020-09-20 00:00:00,IA,19,77679,621,640600,3883,,57524,1265,1,,0,269,73,,38,,718279,4504
aee2dbb7f50bc2dc4a5028e8655b462335f3f042,2020-09-20,2020-09-19 19:00:00,ID,16,37247,288,252681,1445,,20105,441,3,1711,10,146,51,442,,,286830,1693
a3869b881ecc0914920947ed7fde97b852eb1c8c,2020-09-20,2020-09-20 00:00:00,IL,17,276456,1402,4830895,46609,,,8686,14,,0,1417,357,,151,,5107351,48011
