hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
949ea7b5d6f62139719c052ffa3abf58d9b2afce,2021-02-19,2021-02-19 03:59:00,AK,02,55198,189,,0,,,289,1,1243,0,34,,,4,,1629829,10370
f15282fa10c00473cfb4dd1c9e2130030e137490,2021-02-19,2021-02-19 11:00:00,AL,01,485212,847,1867861,4264,,275245,9573,149,44767,0,951,,2619,,1488,2248455,5063
c00b8d91d44a53548168264a4caa058a8e28b531,2021-02-19,2021-02-19 00:00:00,AR,05,314713,268,2348207,2199,,302872,5336,13,14500,31,630,237,,108,1495,2597383,2379
66877f2d7ed7f12a9a6f670e076c793685c320c9,2021-02-19,2020-12-01 00:00:00,AS,60,0,0,2140,0,,,0,0,,0,,,,,,2140,0
854aa5b90488cd06ca4f3428d4dbf9c7bfa80693,2021-02-19,2021-02-19 00:00:00,AZ,04,804116,1918,2918905,12203,,113697,15421,145,56732,642,1738,563,,334,,7351175,44506
8c82f56b05e67f0b572955914f17ecbcb29d6941,2021-02-19,2021-02-19 02:59:00,CA,06,3428518,6798,,0,,,48344,420,,0,8156,2291,,,,46621654,117399
f526402a50cd9349852cb18f6fa1e77403302a1e,2021-02-19,2021-02-19 01:59:00,CO,08,418695,1280,2156610,35386,,22202,5878,14,23101,54,451,,,,,5960772,33980
e9ca737de5e980bc605d4e78a47df2114f948f9a,2021-02-19,2021-02-18 23:59:00,CT,09,273101,1198,6167204,45237,,9800,7523,27,12257,0,535,,,,,6440305,46435
5214c58d595a1ead4c72718c55d2222e0eaef1a3,2021-02-19,2021-02-18 00:00:00,DC,11,39461,160,,0,,28202,993,1,,0,209,48,,24,,1186987,5825
7ea61f4fb76d14fa9a16d6159779f83bbfa27479,2021-02-19,2021-02-18 18:00:00,DE,10,84181,329,529807,1165,,,1343,17,,0,173,20,,,,1341919,6322
cd53af8624c224f0f352fcab9ddf952d19daea05,2021-02-19,2021-02-18 23:59:00,FL,12,1822644,6536,8956962,27701,8100,,30214,224,78590,295,4298,,,,,20944479,101356
b2d8e54f42b95e72cc79b69a5979580787bfc41d,2021-02-19,2021-02-19 14:50:00,GA,13,980411,3679,,0,,,16610,207,54434,261,2973,,8898,,,6988224,24512
91f1818138ff2633d01781d46bc56a24df526d00,2021-02-19,2021-02-19 05:15:00,GU,66,7715,10,106994,373,,7528,130,0,,0,5,2,,2,,114709,383
58438419d3736d79997e381fdad69a6eb80f7b55,2021-02-19,2021-02-17 14:30:00,HI,15,27778,61,,0,,,430,2,2182,3,42,11,,7,,1053796,4498
ebee00eeec474249129a928ce47e811670cb5b9c,2021-02-19,2021-02-19 00:00:00,IA,19,276621,392,1020693,1366,,307605,5336,15,,0,241,60,,26,,1297314,1758
663681634942c55a20d104ae95298183e0433ae8,2021-02-19,2021-02-18 19:00:00,ID,16,168639,286,491263,1397,,91241,1826,9,6964,17,164,37,1218,,,628267,1591
cb829123caa6f0ff5134f174c3b3100180fb40d0,2021-02-19,2021-02-19 00:00:00,IL,17,1170902,2219,16303417,83744,,,22368,71,,0,1596,366,,190,,17474319,85963
e900e88898afcdac161c4cea44e1aaf9e9830130,2021-02-19,2021-02-18 23:59:00,IN,18,653245,1035,2416621,3489,,427275,12325,44,42333,87,948,179,7383,88,,7683034,32361
f389321912fc80de340f6410b33293eccfa951be,2021-02-19,2021-02-19 10:00:00,KS,20,290832,2115,947591,7010,,6206,4614,93,9071,69,290,82,2457,34,411,1238423,9125
fae9342c32ba2e56008bd29513e3967cea9e29d5,2021-02-19,2021-02-19 00:00:00,KY,21,394687,1958,,0,,46473,4401,28,18438,124,923,265,3853,131,,3798304,11630
54b500d6af1574bd2575fc69b322a52cceb71c1f,2021-02-19,2021-02-19 13:00:00,LA,22,422287,441,4967843,11420,,396834,9440,34,,0,806,,,129,,5390130,11861
7e432067ccaf365b260d66bd490cc063d9da4c2b,2021-02-19,2021-02-18 23:59:00,MA,25,565794,1818,4267078,8800,,477796,15726,40,19176,0,990,258,,163,,15347522,106656
ec796817b81a792b39f7c3e8348bff65aaf22a48,2021-02-19,2021-02-19 10:00:00,MD,24,374974,1008,2951435,6451,,9591,7677,16,34265,97,1016,272,,,,7597220,42207
5fccdd1fec94ce3e8f39a00de4fc6477dc152053,2021-02-19,2021-02-18 23:59:00,ME,23,43224,134,1499401,0,,12755,656,1,1503,8,87,29,,7,,1542625,134
1c72836a2cf16353a86d290f2965809f53e617bf,2021-02-19,2021-02-19 00:00:00,MI,26,635446,1473,9372640,36839,,517991,16274,23,,0,860,217,,107,,10008086,38312
d92a9d063b7c0edb6796513ed12e262ef7b979d0,2021-02-19,2021-02-18 17:00:00,MN,27,477287,995,2943682,11349,,463454,6412,8,25368,27,282,59,5240,,,6700993,39244
20991f96b39306b8fa50e77ede6a2b032b33359a,2021-02-19,2021-02-19 00:59:00,MO,29,474021,562,1830931,2762,,,7709,14,,0,1254,287,,194,,4373021,13181
34c8594eae9d32418035e8dcc8f57f187791b533,2021-02-19,2021-02-16 00:00:00,MP,69,135,0,17429,0,,29,2,0,4,0,,,,,,17564,0
