hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
65ce5b20ebcfe9a6260ba1d15a840072474f3924,2020-05-17,2020-05-17 20:00:00,AK,02,396,4,34255,1366,,344,10,0,,0,13,,,,,34651,1370
540fc4ecea85eb597ddf161ce4bc54e4e9b780a6,2020-05-17,2020-05-17 20:00:00,AL,01,11771,248,144579,2608,,,488,3,1392,5,,,504,,296,156350,2856
28092115d4cbcaa02ed0184e52163f38412774e3,2020-05-17,2020-05-17 20:00:00,AR,05,4759,181,80426,3360,,3590,98,0,520,0,65,,,9,101,85185,3541
25ede1d0f7b90a1989a45a025463b8d1a63f3ce3,2020-05-17,2020-05-17 20:00:00,AS,60,0,0,105,0,,,0,0,,0,,,,,,105,0
cb43c97c57f170e9df1177fb0c9a53c6ba6a9fe6,2020-05-17,2020-05-17 20:00:00,AZ,04,13937,306,137824,4667,,3450,680,1,1699,16,796,337,,201,,151761,4973
efe3d2e04569547fc50e7c3d8084f6f4ea4d4cc7,2020-05-17,2020-05-17 20:00:00,CA,06,78839,2046,1156404,54071,,,3261,57,,0,4291,1293,,,,1235243,56117
ebf23d0d5dd323b43e6f7ec3e0594cecfc640f19,2020-05-17,2020-05-17 20:00:00,CO,08,21633,401,103915,3307,,3346,1192,42,3866,24,650,,,,,125548,3708
e39cea4086461938bd535d666b8175309784d70d,2020-05-17,2020-05-17 20:00:00,CT,09,37419,716,133188,5136,,6264,3408,69,10946,0,937,,,,,170607,5852
0be2a2f3324c58b61fe672bc9083a47d5edfdc28,2020-05-17,2020-05-17 20:00:00,DC,11,7123,81,29403,913,,1023,383,8,,0,369,,,74,,36526,994
af520571eed3b129bb32d06060325add7ab5135a,2020-05-17,2020-05-17 20:00:00,DE,10,7670,123,33195,984,,3478,290,4,,0,229,,,,,40865,1107
5b4835bb4b4216c78e687d24b8d1bd0bb87306aa,2020-05-17,2020-05-17 20:00:00,FL,12,45588,777,606204,20968,1479,,2049,9,8478,85,472,232,,,,651792,21745
50c47abbf5882a9406b82bb459ac2f89ec742a27,2020-05-17,2020-05-17 20:00:00,GA,13,37701,554,313474,29552,,,1606,14,6790,55,1010,,1557,,,351175,30106
0e427eb8db13720a7d15bbd6191814b59a05e3fc,2020-05-17,2020-05-17 20:00:00,GU,66,154,0,4450,85,,126,5,0,,0,,,,,,4604,85
76811d19b76495184c8d5e7da131d9466deb73fa,2020-05-17,2020-05-17 20:00:00,HI,15,639,1,41035,790,,572,17,0,82,1,,,,,,41674,791
f963862b996b61fb24eca2d72ccdce87ceff78fc,2020-05-17,2020-05-17 20:00:00,IA,19,14651,323,85590,3618,,7154,351,5,,0,376,124,,85,,100241,3941
c02b7bdc243dcd84ced0a47a37b3447617718f05,2020-05-17,2020-05-17 20:00:00,ID,16,2419,30,34253,954,,1612,73,0,213,0,,,89,,,36672,984
066bf29c654c015e7a712884a37cbcf9ab02ee61,2020-05-17,2020-05-17 20:00:00,IL,17,94191,1734,487753,18561,,,4177,48,,0,4190,1144,,735,,581944,20295
370425930245713eaf4ab036c5043c16ac39f0b7,2020-05-17,2020-05-17 20:00:00,IN,18,27778,498,149465,5387,,,1751,10,4389,0,1246,441,990,205,,177243,5885
1ae19998b9836ea3a30dfa0a0245ec6d4a162ab8,2020-05-17,2020-05-17 20:00:00,KS,20,7886,0,53706,0,,443,172,0,724,0,,,246,,112,61592,0
a864ee71b15b969194a8b89c5d36f95916bf3077,2020-05-17,2020-05-17 20:00:00,KY,21,7688,244,121997,1707,,2768,334,2,1896,0,381,218,797,,,129685,1951
0eb37699053395eeec68eef15a22eb7e17998941,2020-05-17,2020-05-17 20:00:00,LA,22,34432,315,230738,5113,,22608,2491,12,,0,1019,,,111,,265170,5428
3ee5dc3a064857c633de13fcf0d4e9d3e80f262e,2020-05-17,2020-05-17 20:00:00,MA,25,86010,1077,374816,11660,,,5797,92,8539,83,2597,702,,,,460826,12737
081dd702b5b76b95a909f169533b8dd0d6fc146b,2020-05-17,2020-05-17 20:00:00,MD,24,38804,836,156122,3915,,2816,1992,35,6993,238,1460,562,,,,194926,4751
019aefc12708232fd38f9a3c8250553b6ce8cfd0,2020-05-17,2020-05-17 20:00:00,ME,23,1687,39,22092,0,,1028,70,0,216,2,37,16,,11,,23779,39
afa5e6a23217b238cbf9b76fdb8e431afba9ba3f,2020-05-17,2020-05-17 20:00:00,MI,26,51142,638,345816,38399,,28234,4891,11,,0,1114,488,,434,,396958,39037
2b5d044039c4633ebd06cfc705cc607357ab6535,2020-05-17,2020-05-17 20:00:00,MN,27,15668,699,134917,6605,,10175,731,22,2090,51,487,221,716,,,150585,7304
b5e4999acb0ce2603ad34c12d850551444a7ca39,2020-05-17,2020-05-17 20:00:00,MO,29,10789,114,146255,17590,,,594,5,,0,775,,,116,,157044,17704
3bd2f352ea2d32d232e70ba958174c3eef76c1e1,2020-05-17,2020-05-17 20:00:00,MP,69,21,0,3318,0,,12,2,0,,0,,,,,,3339,0
60b23dfc42bf80c51d2e94541429c32677047acc,2020-05-17,2020-05-17 20:00:00,MS,28,11296,173,101830,4477,,6268,521,11,1773,25,608,158,,81,,113126,4650
ff771f7abaa79ff6458360c6f8af771dc6607f05,2020-05-17,2020-05-17 20:00:00,MT,30,468,0,26417,794,,431,16,0,63,0,3,,,,,26885,794
bcb44ec6dd0d583582c78f0f9b9da5660a8d8f08,2020-05-17,2020-05-17 20:00:00,NC,37,18512,530,230432,9828,,9115,659,7,,0,493,,,,,248944,10358
a8d20aa9876b5d472628a95749091307c2117524,2020-05-17,2020-05-17 20:00:00,ND,38,1900,52,53321,1682,,1178,43,1,130,0,30,,,,,55221,1734
7c50194650a79122ae543459a1168a556a82b27e,2020-05-17,2020-05-17 20:00:00,NE,31,10220,448,55420,5214,,,123,4,,0,,,,,,65640,5662
bf07c588817b4f92aae46d71691ea63f79042571,2020-05-17,2020-05-17 20:00:00,NH,33,3556,92,41196,1984,1216,1258,171,12,347,12,115,,109,,,44752,2076
7a422af8f551e1f526391977393630697a5f6e7e,2020-05-17,2020-05-17 20:00:00,NJ,34,146334,1245,341231,11096,,23299,10356,107,,0,3411,1030,,819,,487565,12341
2f144e87a3cb344b4b7ea05e40b724a4f61424c1,2020-05-17,2020-05-17 20:00:00,NM,35,5857,195,122727,3931,,1739,259,6,886,0,208,,,,,128584,4126
453b9500d39ee3f54e47dd5880e6b0c5483bc03e,2020-05-17,2020-05-17 20:00:00,NV,32,6857,195,73780,6778,,272,349,4,,0,423,105,,65,,80637,6973
dc9b0a8798647b7ae586f484f778baef168b1936,2020-05-17,2020-05-17 20:00:00,NY,36,350121,1889,1063275,32790,,61381,22619,141,75525,362,5897,1981,,1601,,1413396,34679
bc090dcb6a60e739bae718c2cac30897fa63cc2b,2020-05-17,2020-05-17 20:00:00,OH,39,27923,449,236539,17311,,,1625,15,4921,51,914,343,1305,230,,264462,17760
7260960881fb8d20695c84bee427bab0fb53af00,2020-05-17,2020-05-17 20:00:00,OK,40,5310,73,118162,0,,3983,288,0,880,2,180,73,,,,123472,73
c049266a675510772272907c4a9778e017dea12c,2020-05-17,2020-05-17 20:00:00,OR,41,3623,11,90733,2146,,1406,137,0,703,4,156,37,,16,,94356,2157
