hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
69903ec40b2eb2629d77fa81ecaea343e862a768,2020-11-20,2020-11-20 03:59:00,AK,02,25369,460,879343,5453,,7165,101,0,606,13,127,,,15,,904712,5913
f80f4da63db3493044b482c48fbd160331904b94,2020-11-20,2020-11-20 11:00:00,AL,01,228373,2463,1316804,9548,,90702,3451,32,23449,154,1329,,2189,,1265,1508212,11495
d592ed990843af9225a3b264b6846c263bf770b1,2020-11-20,2020-11-20 00:00:00,AR,05,141916,2061,1440090,11805,,122219,2321,24,8353,85,928,359,,146,932,1565873,13423
75b3e9d8e73bac0c045fc4f011d5272817c31ae9,2020-11-20,2020-11-17 00:00:00,AS,60,0,0,1988,0,,,0,0,,0,,,,,,1988,0
1dae08a03c619044abeec56918bc249ec753c326,2020-11-20,2020-11-20 00:00:00,AZ,04,291696,4471,1780492,22422,,47383,6427,43,24052,181,1835,431,,244,,2063889,26601
6e84bec6fd640473066f4043209ddbe06897cdf7,2020-11-20,2020-11-20 02:59:00,CA,06,1072272,13005,20658279,165018,,,18557,91,,0,5497,1332,,,,21730551,178023
cc0f1daf8ec68d68033132b9ea1ba6049be6141c,2020-11-20,2020-11-20 01:59:00,CO,08,188566,5765,1384398,20692,,10618,2355,5,12166,186,1723,,,,,2752718,57018
5ead93b7a15cb0641bacf6640ca1c271145a4cc2,2020-11-20,2020-11-20 16:00:00,CT,09,101469,2088,2827591,29692,,9800,4828,23,12257,0,848,,,,,2929060,31780
b772b782b51463187c425abea3522dc670b4595c,2020-11-20,2020-11-19 00:00:00,DC,11,19808,130,592396,4240,,14699,669,2,,0,126,28,,11,,612204,4370
7b4afed1ea8e91819a7a7ac4d984696d996793a6,2020-11-20,2020-11-19 18:00:00,DE,10,30816,663,362466,3598,,15534,746,4,,0,170,26,,,,659454,16112
1c31aaf7dd8e61fbca169ba1640f4083d490e2ec,2020-11-20,2020-11-19 23:59:00,FL,12,910065,8831,5892625,38335,5399,,18110,80,53749,230,3439,,,,,11456461,107865
a7de5c1dae1e19817ffb927c607a61d5c963f8ac,2020-11-20,2020-11-20 14:50:00,GA,13,399410,2769,3643716,29681,,,9142,40,33897,119,2139,,6340,,,4043126,32450
821f2917ff41b97e783b759604f69ca42af09bc4,2020-11-20,2020-11-21 00:00:00,GU,66,6452,36,72714,0,,4430,103,2,,0,56,13,,6,,79166,36
543577cf2b2314c9d409071c283fece07b099f71,2020-11-20,2020-11-19 05:59:00,HI,15,17199,118,295153,0,,11958,224,1,1228,9,77,23,,10,,618178,5563
8e34793fe5711fb346d3f238b8eb31ce81604774,2020-11-20,2020-11-20 00:00:00,IA,19,181790,3477,837684,4521,,114338,2133,27,,0,1447,275,,144,,1019474,7998
a8eb8e517a05cdb24fa26ea1d91386b68c352dcf,2020-11-20,2020-11-19 19:00:00,ID,16,87978,1543,369142,2627,,36831,835,23,3403,91,389,84,651,,,444226,3871
e10eff9098ea1ef35c9fa228afec44cc868a9146,2020-11-20,2020-11-20 00:00:00,IL,17,634395,13012,8954303,103012,,,11795,147,,0,6111,1196,,604,,9588698,116024
5606784f65e14d8d7527f1dc7a4f2754c6295c92,2020-11-20,2020-11-19 23:59:00,IN,18,282311,6808,1748627,14367,,162324,5206,63,22512,352,3077,898,4182,278,,3785422,60088
f87c069821686a3db9f1803c9c268b82ccebb8de,2020-11-20,2020-11-20 10:00:00,KS,20,134533,5939,629360,9693,,3144,1410,84,4682,121,1048,269,1269,109,372,763893,15632
d5911330c12cb1cbc4f0be7069e9e155b6be3802,2020-11-20,2020-11-20 00:00:00,KY,21,152206,3816,2229650,22936,,25728,1762,20,9286,123,1544,366,2320,188,,2355475,26080
b5f0b44c8db6805a090d07304c4bfde395be9b9e,2020-11-20,2020-11-20 13:00:00,LA,22,216709,4743,2992668,93007,,185960,6233,34,,0,972,,,101,,3209377,97750
7e46faf885449486447321b7c35837edea28f776,2020-11-20,2020-11-20 08:00:00,MA,25,200949,2399,2947448,22590,,145682,10469,34,13817,0,904,179,,75,,7648243,71269
4f5179fdf7feab7069f88f24b5951a3e8fbe6fb1,2020-11-20,2020-11-20 10:00:00,MD,24,177086,2353,2008345,13570,,8474,4398,26,19282,148,1207,261,,,,4039322,41252
0ed225bc24b6215405d1a6159008ae9b92d9ff5f,2020-11-20,2020-11-19 23:59:00,ME,23,9958,224,785433,6818,,7590,173,2,628,15,90,49,,12,,795391,7042
c9e3d0098bef193416f7375418da1cb2547a0525,2020-11-20,2020-11-20 00:00:00,MI,26,321181,10140,5755505,73619,,138862,8774,57,,0,3887,835,,403,,6076686,83759
e6a0b993d93a874acd67be9d00fdc7904a0e7e04,2020-11-20,2020-11-19 17:00:00,MN,27,256700,6794,2007578,20668,,202432,3150,68,14462,291,1784,369,3387,,,3588557,53812
496ab587c9788f0aff68e0a59a077da213e6d288,2020-11-20,2020-11-20 00:59:00,MO,29,262436,4614,1462090,7203,,,3537,30,,0,2734,638,,323,,2889986,24813
404011a3ff148caf23a211da8de6b093572baa9d,2020-11-20,2020-11-20 00:00:00,MP,69,103,0,16467,0,,29,2,0,4,0,,,,,,16570,0
52927869145dec732a40d76da70ff4f2e0f28180,2020-11-20,2020-11-19 00:00:00,MS,28,140429,1638,906991,0,,116683,3642,23,7091,0,965,225,,99,,1047420,1638
59075b6148483556f802c2919cbfdd282d0039b8,2020-11-20,2020-11-20 01:59:00,MT,30,53293,1475,548382,4371,,30557,567,6,2252,31,506,,,,,601675,5846
f9df9671360184da4e915f1050070232f6439b2f,2020-11-20,2020-11-20 13:10:00,NC,37,328846,3688,4490183,29078,,276132,4979,43,,0,1571,415,,,,4819029,32766
abf60b1e9e5e6e3659876210a4033bf513b07d11,2020-11-20,2020-11-20 01:59:00,ND,38,70016,1404,263312,747,,59283,673,17,2390,52,395,45,385,,,1005269,9399
4119267864d3eb7b74f84ed79380c0f4648ec2d5,2020-11-20,2020-11-19 10:00:00,NE,31,109280,2663,582874,3703,,55885,854,28,3859,133,983,,,,,1221265,18151
6bf134ecd90d6792ebf4f90b5a8bb3261a992cff,2020-11-20,2020-11-20 09:00:00,NH,33,16797,520,383009,3803,,12201,507,1,827,1,108,,276,,,747056,8994
d211d97445415dea23acaa4f041d46f223944dac,2020-11-20,2020-11-20 00:00:00,NJ,34,297370,3626,5220330,43744,,40705,16712,23,39825,177,2505,452,,233,,5517700,47370
e2c3777e795d139cc1d9504034efd01a64d29ec2,2020-11-20,2020-11-20 17:50:00,NM,35,77098,2982,1356511,9830,,28130,1325,23,6011,46,808,,,,,1433609,12812
01f1095eb72aaf565c1cc67d9e55e3a83ffbd404,2020-11-20,2020-11-20 00:00:00,NV,32,129714,1839,776680,1382,,,1982,29,,0,1283,271,,151,,1478163,6399
df8d43402856e51150f1cb1723d9d89e43e4c88f,2020-11-20,2020-11-19 23:59:00,NY,36,584850,5468,17006984,199998,,82766,26292,35,89995,0,2348,445,,205,,17591834,205466
09209f5cc035f3eab22312c1349dbc5bc199a2fd,2020-11-20,2020-11-20 14:00:00,OH,39,335423,8808,5208766,59646,,220281,5955,65,23958,398,3936,966,4360,488,,5544189,68454
7bf8703e6cc31d0d7997562580a13d68a244c897,2020-11-20,2020-11-20 00:00:00,OK,40,167261,2921,1739925,13704,10220,134934,1603,15,11020,184,1428,421,,,,1907186,16625
5a9702da8a7daca39fc3947f77a6b6b09783c6a9,2020-11-20,2020-11-20 03:01:00,OR,41,62175,1302,931578,7159,,5870,812,4,3970,35,458,99,,38,,993753,8461
6d8923e2a2888d76dbc65eff28b755d26849cc3c,2020-11-20,2020-11-20 12:00:00,PA,42,295786,6808,2648870,19343,,192260,9689,108,,0,3162,661,,351,,2944656,26151
e9dd765b6e9141a7a6344452349ce40b16efe19d,2020-11-20,2020-11-20 00:00:00,PR,72,45335,904,305972,0,,38238,991,9,,0,614,99,,98,,351307,904
8535c3f48082bd2e42280ebcc2df3a49a4137b0b,2020-11-20,2020-11-20 13:00:00,RI,44,48001,1050,452931,3093,,3314,1294,6,4046,33,288,24,,14,,1416028,14865
aaef4e4552fd3b07f88c5dae0554c090faf0ac2a,2020-11-20,2020-11-19 11:59:00,SC,45,203161,2001,1989587,28620,,105856,4231,30,11455,53,808,203,,106,,2192748,30621
357bbaabf9186426311f9a64fd64f5f4c41bcccb,2020-11-20,2020-11-19 14:00:00,SD,46,71070,1328,235799,2272,,51922,741,36,3993,71,574,107,,56,,306869,3600
3cade6a88792efb8c58bb02a5dfb3aad5d99b2e0,2020-11-20,2020-11-20 15:00:00,TN,47,331532,3444,3909016,18472,,287908,4202,74,11502,80,2260,589,,269,,4240548,21916
