hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
34f7d794ca2dc852c63951de1bab49c928bc8476,2020-10-17,2020-10-17 03:59:00,AK,02,11792,216,518708,7620,,6448,67,1,,0,68,,,9,,530500,7836
0818e4ca4c9a84d2a39e5eac9d528f42e2e559e8,2020-10-17,2020-10-17 11:00:00,AL,01,171662,1288,1098099,6641,,74238,2788,2,18855,0,823,,1933,,1102,1248795,7613
206acb7f2183ec6dcd3f54b027183b13ada120f7,2020-10-17,2020-10-16 00:00:00,AR,05,98422,883,1114815,9034,,87920,1684,19,6278,35,573,236,,92,766,1207642,9744
dbc0c9e0d541855c99e3cdb880ff1eda321f720d,2020-10-17,2020-10-01 00:00:00,AS,60,0,0,1616,0,,,0,0,,0,,,,,,1616,0
2e9182ddfa4fe9a77df7f0fe38ed15fa400ca55d,2020-10-17,2020-10-17 00:00:00,AZ,04,230407,921,1395439,10458,,38193,5824,18,20618,127,757,174,,81,,1620703,11323
ebadf1879fd1872b75d685d26c45d45aff98391d,2020-10-17,2020-10-17 02:59:00,CA,06,864455,2979,15892256,131776,,,16899,69,,0,2995,743,,,,16756711,134755
340203b5d9619eb8edd59fc9486053d5fcbecf6e,2020-10-17,2020-10-16 01:59:00,CO,08,83230,1312,982254,8065,,7087,2042,13,8169,42,434,,,,,1646557,21030
3303ad9120581265161ae3c2f1c23ee36da0e632,2020-10-17,2020-10-15 20:30:00,CT,09,62830,0,1904803,0,,9651,4542,0,12043,0,184,,,,,1967633,0
4bd773d57f5bd94f3ec7c68d3fb639d20a7b5223,2020-10-17,2020-10-16 00:00:00,DC,11,16334,79,446634,7102,,12793,641,0,,0,84,23,,8,,462968,7181
3d3990ff2008c9bdbfcbed129567cee1aa13c90e,2020-10-17,2020-10-16 18:00:00,DE,10,22942,218,301527,3109,,11928,664,2,,0,101,26,,,,324469,3327
840f161e88a91baec2cf02dcd0aa86b7bd7bbee4,2020-10-17,2020-10-16 23:59:00,FL,12,752481,4044,4951619,26371,4326,,16118,88,47513,117,2031,,,,,5704100,30415
5301e8ac8a6c9f85a006042ee8d8e378ce5a640f,2020-10-17,2020-10-17 14:50:00,GA,13,339384,1534,2941284,24864,,,7607,51,30350,133,1622,,5654,,,3280668,26398
