hash,date_stamp,datetime_checked,us_state_postal,us_state_fips,cnt_tested_pos,cnt_tested_pos_new,cnt_tested_neg,cnt_tested_neg_new,cnt_tested_pending,cnt_recovered,cnt_death,cnt_death_new,cnt_hospitalized,cnt_hospitalized_new,cnt_hospitalized_current,cnt_icu_current,cnt_icu_total,cnt_vent_current,cnt_vent_total,cnt_tested,cnt_tested_new
9eaf1802a047fc56612f95b6e8221d463088d951,2020-06-09,2020-06-09 00:00:00,AK,02,573,10,66317,968,,389,11,1,,0,12,,,1,,66890,978
efc4ed6259393a9d1a456d534f048bed440a3188,2020-06-09,2020-06-09 11:00:00,AL,01,21422,497,246317,7251,,11395,729,11,2087,33,600,,631,,375,267739,7748
851214658655b6d73de5bdcef6d60ff6f4cba91f,2020-06-09,2020-06-09 15:00:00,AR,05,10080,340,155701,4854,,6875,161,6,865,21,173,,,44,144,165781,5194
0df19625dbb3d07994abcf96f96cf424a01197f9,2020-06-09,2020-06-01 00:00:00,AS,60,0,0,174,0,,,0,0,,0,,,,,,174,0
13e930e15aa12c07ffcf3af528334c67a01893a1,2020-06-09,2020-06-09 00:00:00,AZ,04,28296,618,264917,4514,,5764,1070,23,3406,29,1243,438,,264,,293213,5132
a893f901165c675d1e9481e4ceec785ebd692881,2020-06-09,2020-06-09 00:00:00,CA,06,133489,2170,2352756,52885,,,4697,44,,0,4583,1345,,,,2486245,55055
4c62d5dd66974261dc87aab6741bec64bda18ca1,2020-06-09,2020-06-09 00:00:00,CO,08,28183,182,193704,4221,,4112,1543,16,4859,374,304,,,,,221887,4403
7ccf1bb61fba57568dd90b78ed0c8ed7b938d44c,2020-06-09,2020-06-08 20:30:00,CT,09,44179,87,268472,4493,,7284,4097,13,9669,0,293,,,,,312651,4580
0eda24d545ecb520c4d0c0b1f8270275a7e2412c,2020-06-09,2020-06-08 00:00:00,DC,11,9474,85,47678,1301,,1143,495,4,,0,255,89,,59,,57152,1386
d2775893c18cc56cae813497de1657b9d18bf57f,2020-06-09,2020-06-08 18:00:00,DE,10,10020,48,60733,758,,5888,410,12,,0,108,,,,,70753,806
436824c9f7c5472d5551b57f58a07708eabd0d26,2020-06-09,2020-06-09 10:00:00,FL,12,66000,1096,1192305,22659,1100,,2851,53,11460,178,,,,,,1258305,23755
0c51ed50a52bb1dd50cdce8109dc0e527c45648e,2020-06-09,2020-06-09 14:50:00,GA,13,53249,752,503934,7056,,,2285,77,8872,126,834,,1960,,,557183,7808
767ded400784ffad3aa77d537037f9618e532005,2020-06-09,2020-06-09 07:00:00,GU,66,180,1,7796,246,,163,5,0,,0,,,,,,7976,247
946cc2b6316718e5f8cb030c370de00e8e58a85c,2020-06-09,2020-06-08 18:00:00,HI,15,676,1,54798,326,,618,17,0,84,0,,,,,,55474,327
1de2dd6908800b3a8e3a3de86b12a1d831fda976,2020-06-09,2020-06-09 00:00:00,IA,19,22236,249,175487,3852,,13411,624,12,,0,255,82,,51,,197723,4101
65641eabb867f280b7a193ba719663a381aa3a4f,2020-06-09,2020-06-08 19:00:00,ID,16,3189,50,54488,1586,,2509,83,0,260,0,,,99,,,57677,1636
5d2576f8a9f8ad91a23dadec22d8f916e9e087cc,2020-06-09,2020-06-09 00:59:00,IL,17,129936,797,949970,19512,,,6196,94,,0,2573,726,,437,,1079906,20309
1ab6b7f0c4144819fd7d7a9e5afe315e14988a4a,2020-06-09,2020-06-08 23:59:00,IN,18,38033,410,277357,5477,,26205,2339,23,6225,46,853,307,1330,113,,315390,5887
cc73a10724e075d4b41fa534607964ccefeb5ae8,2020-06-09,2020-06-08 10:00:00,KS,20,10650,0,108859,0,,625,236,0,936,0,,,311,,136,119509,0
24183fe9ffc925578ddf3c945e542fcae661efd7,2020-06-09,2020-06-09 00:00:00,KY,21,11708,232,248230,6849,,3365,477,5,2386,18,525,75,966,,,259938,7081
756d77d183050c9b7d2787a620ba26dd1b910a9f,2020-06-09,2020-06-09 13:00:00,LA,22,43612,562,410056,10504,,33904,2957,13,,0,568,,,67,,453668,11066
c6b73c5f907c45c6c5c53e6c0557c05f1b315571,2020-06-09,2020-06-09 10:00:00,MA,25,103889,263,558103,4460,,,7408,55,10507,82,1397,315,,202,,661992,4723
daa86e69d16b3bd7a71f7b00201984b1c24af91c,2020-06-09,2020-06-09 10:00:00,MD,24,58904,500,319178,6079,,4279,2811,35,9676,47,970,386,,,,378082,6579
fc7899557cba8aeea3e069596d887f4e99ecdb2a,2020-06-09,2020-06-08 23:59:00,ME,23,2606,18,59814,757,,1992,100,1,302,1,29,10,,7,,62420,775
d58f426d0e282cf89d458573cf9fe2054000ec54,2020-06-09,2020-06-09 00:00:00,MI,26,64998,585,672153,15531,,42041,5943,48,,0,661,249,,150,,737151,16116
fd771dc70463d7d84408d78ef68e0a9a04c87f1d,2020-06-09,2020-06-08 17:00:00,MN,27,28523,299,332468,6466,,24221,1228,20,3441,40,455,199,1068,,,360991,6765
8645ce9574836f13bba660910c2b1e35d2d6b9f9,2020-06-09,2020-06-09 15:00:00,MO,29,14913,179,230782,4055,,,840,21,,0,533,,,59,,245695,4234
c2331586a8a8e882b64243f913ae323651979657,2020-06-09,2020-06-09 00:00:00,MP,69,30,2,7493,279,,19,2,0,,0,,,,,,7523,281
74f478ecedaa7cf03821d57265eb411960620655,2020-06-09,2020-06-07 19:00:00,MS,28,17768,0,190444,0,,13356,837,0,2535,0,598,142,,83,,208212,0
5f7fb95e6365e62bcf0d4d3b62c41424292f1643,2020-06-09,2020-06-09 00:00:00,MT,30,554,6,52630,1586,,485,18,0,72,3,5,,,,,53184,1592
2fd5d1d906d770346d91373c2cab7b5152b2b336,2020-06-09,2020-06-09 12:00:00,NC,37,37160,676,498551,14922,,23653,1029,23,,0,774,,,,,535711,15598
45cb4a034fd1c4bbc2cfbdf976e0b140f9d8e8f2,2020-06-09,2020-06-09 00:00:00,ND,38,2901,21,77765,465,,2450,75,0,189,5,32,,,,,80666,486
71be4aa0a304c5b42f44e99b507fc36ce26e4100,2020-06-09,2020-06-08 20:30:00,NE,31,15752,118,106940,1167,,8637,188,0,967,32,176,,,,,122692,1285
f6bc1463a33f04da8dd517b6992d4d6ac6d999ad,2020-06-09,2020-06-08 09:00:00,NH,33,5079,36,82044,1535,,3392,286,0,492,3,78,,145,,,87123,1571
418ea5826cbe9fdf0a27732f53b01c782722d01f,2020-06-09,2020-06-09 13:00:00,NJ,34,164796,299,824701,14109,,28036,12303,89,18069,19,1736,510,,373,,989497,14408
8fd177ffba6cc194fffebb638822f628d76358d9,2020-06-09,2020-06-08 17:51:00,NM,35,9062,122,229739,4304,,3380,400,4,1558,25,183,,,,,238801,4426
de22e4cb5d4482a710154c9eb4eb505926b0ef29,2020-06-09,2020-06-09 00:00:00,NV,32,10030,244,173559,3342,,557,444,2,,0,350,86,,41,,183589,3586
f671088c5b9a8167f19fee8de5ac3da929ec3fa3,2020-06-09,2020-06-09 00:00:00,NY,36,379482,683,2226387,49290,,67808,24348,49,89995,0,2344,663,,485,,2605869,49973
e55c746bde90d665e441bae508cec311c9b9af22,2020-06-09,2020-06-09 14:00:00,OH,39,39162,325,451228,13247,,,2421,17,6620,70,639,238,1708,153,,490390,13572
0ba53a64471fa5c2e1f216c25036d2572a3c6764,2020-06-09,2020-06-09 00:00:00,OK,40,7363,158,226678,12080,,6073,353,5,1061,22,148,66,,,,234041,12238
e286fc0bfeeecdfb66990b02cc924555b0ff232e,2020-06-09,2020-06-09 03:01:00,OR,41,4988,66,148629,3672,,2313,169,5,851,8,145,47,,20,,153617,3738
5d914ae01cfd57fde1e65be7735f83afb8fc4ecd,2020-06-09,2020-06-09 00:00:00,PA,42,77056,493,459248,7861,,53670,6014,61,,0,1032,,,237,,536304,8354
570a28cc87da1bd1998fb890bcba03147b037a81,2020-06-09,2020-06-09 06:30:00,PR,72,5185,139,,0,,,142,0,,0,95,9,,6,,5185,139
d37083dcf5f18454a9aca7c0aa00f257a751a518,2020-06-09,2020-06-09 12:00:00,RI,44,15691,49,165196,1669,,1398,808,9,1815,8,144,31,,19,,180887,1718
cecd4818e38e9b791531d98d2109319ddfec5f92,2020-06-09,2020-06-09 16:20:00,SC,45,15228,428,232754,2893,,7928,568,11,1898,84,541,,,,,247982,3321
da86a89af6fdf4068e44d9c4c253ae31eff49fa5,2020-06-09,2020-06-08 18:00:00,SD,46,5523,52,53636,1288,,4483,68,3,487,5,90,,,,,59159,1340
9a508235f1a1613a755de73d97ad4d68ca5b4666,2020-06-09,2020-06-09 15:00:00,TN,47,27575,631,493622,7803,,18013,435,14,1974,26,,,,,,521197,8434
7984bedc750c8f33a1044d4bfd2d5350aa8c7a8a,2020-06-09,2020-06-09 16:50:00,TX,48,77253,1637,1070102,25402,,51140,1853,23,,0,2056,,,,,1147355,27039
9296286739043cd5d3db8eaab5bf37e0d0b35d10,2020-06-09,2020-06-09 10:32:00,UT,49,12559,237,234301,3724,,7391,127,3,931,13,230,,274,,116,246860,3961
c9484a09061e917f6e90c4c2ecb49ac802d505a3,2020-06-09,2020-06-08 17:00:00,VA,51,51738,487,339118,6777,383,6677,1496,19,7846,116,1169,311,,155,,390856,7264
782ec37f300d41bac839f954d2e09b1456ea256c,2020-06-09,2020-06-09 08:22:00,VI,78,71,0,2137,9,4,63,6,0,,0,,,,,,2208,9
5eb348b0048c6252b8382f101dea1dc91b571cff,2020-06-09,2020-06-09 00:00:00,VT,50,1084,9,43144,1421,,901,55,0,,0,16,,,,,44228,1430
843d367083e6e52edda73d5e61a1a654d7c0bb2c,2020-06-09,2020-06-08 02:59:00,WA,53,24041,312,386249,4922,,,1161,2,3699,30,205,,,60,,410290,5234
2660e345df18e8152ca68d1e534a8d0722b1ef27,2020-06-09,2020-06-09 00:00:00,WI,55,21308,270,347210,13957,174,14583,661,15,2904,44,505,117,649,,,368518,14227
847da8be8dd6ebc4e34c7124bd0c2413eb037ebc,2020-06-09,2020-06-09 10:00:00,WV,54,2169,16,112169,717,,1477,84,0,,0,24,9,,4,,114338,733
eef2cc2da270a755a50cbfa9b24df20b4db56aa9,2020-06-09,2020-06-09 17:48:00,WY,56,970,10,29366,352,,789,17,0,91,0,8,,,,,30336,362
06594e7f361ff9a5128a34de7a6f674b27c067ed,2020-06-08,2020-06-08 00:00:00,AK,02,563,19,65349,989,,384,10,0,,0,7,,,0,,65912,1008
b8596160c71e9a7a19933497105b33a6f96ab6f4,2020-06-08,2020-06-08 11:00:00,AL,01,20925,425,239066,0,,11395,718,26,2054,32,,,623,,371,259991,425
4601d4a70338d69cb5face8b1cc874f7d6f2f555,2020-06-08,2020-06-08 15:10:00,AR,05,9740,314,150847,0,,6424,155,1,844,0,171,,,46,143,160587,314
56b5b15cf44231c18d5e9ad39b896273ae1124e0,2020-06-08,2020-06-01 00:00:00,AS,60,0,0,174,0,,,0,0,,0,,,,,,174,0
28c5ebf84c4b542c7baa079620da4ee18e34e973,2020-06-08,2020-06-08 00:00:00,AZ,04,27678,789,260403,5671,,5639,1047,3,3377,25,1266,390,,246,,288081,6460
a0bcd255eefa3d6f9e6bfc5a2efbb68fb360ae46,2020-06-08,2020-06-08 00:00:00,CA,06,131319,2507,2299871,66465,,,4653,27,,0,4506,1301,,,,2431190,68972
0797bf7c58da207783b63ba4bb6ebffce5d5a9b4,2020-06-08,2020-06-08 00:00:00,CO,08,28001,153,189483,4317,,4091,1527,0,4485,5,322,,,,,217484,4470
f40800ae3eab3d7244f56d0621949e2d0c47d26b,2020-06-08,2020-06-07 20:30:00,CT,09,44092,124,263979,5593,,7284,4084,13,9669,0,324,,,,,308071,5717
e8147a76204f3a08cf6b9d6ba67f213d313dbd7c,2020-06-08,2020-06-07 00:00:00,DC,11,9389,57,46377,1162,,1143,491,2,,0,268,102,,72,,55766,1219
e330203ef3b0c550f1daf69a8c17fce8b61a0fcd,2020-06-08,2020-06-07 18:00:00,DE,10,9972,30,59975,920,,5791,398,0,,0,113,,,,,69947,950
75feea2ee8c37c332371bd976f8d725883c9e6b2,2020-06-08,2020-06-08 10:00:00,FL,12,64904,966,1169646,17426,1024,,2798,12,11282,67,,,,,,1234550,18392
d54f356aab70487f7b79cff73d50ea11a19fabec,2020-06-08,2020-06-08 15:00:00,GA,13,52497,599,496878,8892,,,2208,28,8746,61,819,,1925,,,549375,9491
4ba6e2a6808eb54aa8a8d99c9ee7cd5341fec6ce,2020-06-08,2020-06-08 07:00:00,GU,66,179,0,7550,266,,163,5,0,,0,,,,,,7729,266
ec54ec35a79a77e2ce1568d71c49d2310c674891,2020-06-08,2020-06-07 18:00:00,HI,15,675,2,54472,1090,,617,17,0,84,1,,,,,,55147,1092
dc1228ef2bbdd21c91a39f0a6e6b5322e190bc01,2020-06-08,2020-06-08 00:00:00,IA,19,21987,320,171635,5110,,13028,612,8,,0,265,85,,53,,193622,5430
8113bc901a0f836dd93032069963bafbf1388d9b,2020-06-08,2020-06-06 19:00:00,ID,16,3139,0,52902,0,,2461,83,0,260,0,,,99,,,56041,0
6bcfd773c00b275f22beee25966ce23887d68b11,2020-06-08,2020-06-08 00:59:00,IL,17,129139,1382,930458,15441,,,6102,198,,0,2496,713,,443,,1059597,16823
0323b42dccc039cc87ec3ddea9136fdbc5b8510d,2020-06-08,2020-06-07 23:59:00,IN,18,37623,226,271880,5014,,25608,2316,13,6179,43,902,346,1325,130,,309503,5240
2421dd8e4fff0b8b628a58f8bf457f44ea943832,2020-06-08,2020-06-08 10:00:00,KS,20,10650,257,108859,5599,,625,236,4,936,19,,,311,,136,119509,5856
1110e9f1ddb0c16cc3bd4ed9b714366a90351df1,2020-06-08,2020-06-08 00:00:00,KY,21,11476,189,241381,3606,,3359,472,2,2368,7,486,76,958,,,252857,3795
2dbd9cff5611d677052ea711fbcaa1bcfdcc42a0,2020-06-08,2020-06-08 13:00:00,LA,22,43050,234,399552,8303,,33904,2944,8,,0,582,,,71,,442602,8537
d852bc73ec46b9bde348cd32404fabfba36e1133,2020-06-08,2020-06-08 10:00:00,MA,25,103626,190,553643,4589,,,7353,37,10425,32,1415,322,,209,,657269,4779
debfa42d4ee549877cbb01b795cabc5c3ff9d8d7,2020-06-08,2020-06-08 10:00:00,MD,24,58404,431,313099,6269,,4240,2776,27,9629,83,979,392,,,,371503,6700
8bbe807f59498ce9533d1ff2a424d39234c30fc4,2020-06-08,2020-06-07 11:59:00,ME,23,2588,18,59057,2658,,1891,99,0,301,3,37,12,,7,,61645,2676
f2b823536b0ee5fd1c74a66370309068af7df886,2020-06-08,2020-06-08 00:00:00,MI,26,64413,0,656622,10317,,42041,5895,0,,0,661,249,,191,,721035,10317
70b06ebeec964a8e95dd15e53fdc50286cd2a566,2020-06-08,2020-06-07 17:00:00,MN,27,28224,338,326002,9685,,23657,1208,11,3401,34,452,198,1052,,,354226,10023
d1991385eacf98cc76dbd2b3f7f89842554cc816,2020-06-08,2020-06-08 15:00:00,MO,29,14734,181,226727,4422,,,819,10,,0,611,,,76,,241461,4603
4e9f9569fb6fa31a40fc564092e499195f43d7c4,2020-06-08,2020-06-08 00:00:00,MP,69,28,1,7214,0,,19,2,0,,0,,,,,,7242,1
be3064e381c32eff471134c1793a3618dcb09769,2020-06-08,2020-06-07 19:00:00,MS,28,17768,498,190444,4465,,13356,837,20,2535,13,598,142,,83,,208212,4963
da301a1599eb9e0ebd18960aff574bf05208a20f,2020-06-08,2020-06-08 00:00:00,MT,30,548,3,51044,4211,,475,18,0,69,0,2,,,,,51592,4214
369529eabe6d75259f00885247a0e692013635ab,2020-06-08,2020-06-08 11:30:00,NC,37,36484,938,483629,7949,,23653,1006,10,,0,739,,,,,520113,8887
afed721d1eeeb87081ae7811d7f216072c0114e6,2020-06-08,2020-06-08 00:00:00,ND,38,2880,19,77300,228,,2336,75,0,184,1,29,,,,,80180,247
